task_id,route,model_decision,valid_format,p_defer,p_self,score,margin,logp_self,logp_defer,self_passed,prediction,reference,expert_passed,expert_available,expert_has_answer,answer_len
mmlu/all/test/000719,post_self,self,1,6.960556699850469e-06,0.9999930394433002,0.9999930394433002,-11.875244140625,-0.062255859375,-11.9375,1,D,D,,0,0,46
mmlu/all/test/000720,post_self,self,1,0.00043382663534865623,0.9995661733646514,0.9995661733646514,-7.742431640625,-0.038818359375,-7.78125,1,B,B,,0,0,34
mmlu/all/test/000721,post_defer,defer,1,0.01082890424236731,0.9891710957576327,0.9891710957576327,-4.5146484375,-0.1728515625,-4.6875,0,C,B,,0,0,69
mmlu/all/test/000722,post_self,self,1,0.0332425425230121,0.9667574574769879,0.9667574574769879,-3.3701171875,-0.1298828125,-3.5,1,A,A,,0,0,37
mmlu/all/test/000723,post_defer,defer,1,0.0001416082230858705,0.9998583917769142,0.9998583917769142,-8.8623046875,-0.0751953125,-8.9375,1,C,C,,0,0,18
mmlu/all/test/000724,post_defer,defer,1,0.07626996618067049,0.9237300338193295,0.9237300338193295,-2.494140625,-0.146484375,-2.640625,0,B,C,,0,0,27
mmlu/all/test/000725,post_defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.79296875,-0.66796875,0,C,D,,0,0,11
mmlu/all/test/000726,post_defer,defer,1,0.0002050221485061691,0.9997949778514938,0.9997949778514938,-8.4921875,-1.1953125,-9.6875,1,C,C,,0,0,34
mmlu/all/test/000727,post_defer,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.49609375,-0.99609375,0,B,C,,0,0,14
mmlu/all/test/000728,post_defer,defer,1,0.029472424122826964,0.9705275758771731,0.9705275758771731,-3.494384765625,-0.052490234375,-3.546875,1,B,B,,0,0,17
mmlu/all/test/000729,post_self,self,1,1.3871175941692811e-06,0.9999986128824059,0.9999986128824059,-13.48828125,-0.19921875,-13.6875,1,A,A,,0,0,21
mmlu/all/test/000730,post_defer,defer,1,0.1645164628965632,0.8354835371034368,0.8354835371034368,-1.625,-4.40625,-6.03125,0,A,C,,0,0,92
mmlu/all/test/000731,post_defer,defer,1,0.0024756358615762764,0.9975243641384237,0.9975243641384237,-5.998779296875,-0.032470703125,-6.03125,0,C,B,,0,0,56
mmlu/all/test/000732,post_self,self,1,2.117442468893708e-05,0.999978825575311,0.999978825575311,-10.7626953125,-0.0498046875,-10.8125,1,A,A,,0,0,29
mmlu/all/test/000733,post_defer,defer,1,0.00043266364000190327,0.9995673363599981,0.9995673363599981,-7.7451171875,-0.0673828125,-7.8125,1,C,C,,0,0,55
mmlu/all/test/000734,post_defer,defer,1,0.00038371204837939687,0.9996162879516206,0.9996162879516206,-7.865234375,-0.072265625,-7.9375,0,C,D,,0,0,28
mmlu/all/test/000735,post_self,self,1,3.9907504928836856e-05,0.9999600924950711,0.9999600924950711,-10.12890625,-0.87109375,-11.0,1,C,C,,0,0,23
mmlu/all/test/000736,post_defer,defer,1,0.0096243395882803,0.9903756604117196,0.9903756604117196,-4.6337890625,-0.0537109375,-4.6875,1,B,B,,0,0,38
mmlu/all/test/000737,post_self,self,1,1.895289041975825e-05,0.9999810471095802,0.9999810471095802,-10.87353515625,-0.06396484375,-10.9375,1,A,A,,0,0,96
mmlu/all/test/000738,post_defer,defer,1,0.000295957113513077,0.999704042886487,0.999704042886487,-8.125,-2.0625,-10.1875,1,C,C,,0,0,48
mmlu/all/test/000739,post_defer,defer,1,0.005838352464727256,0.9941616475352727,0.9941616475352727,-5.137451171875,-0.050048828125,-5.1875,0,B,A,,0,0,40
mmlu/all/test/000740,post_self,self,1,9.509890047111861e-05,0.9999049010995289,0.9999049010995289,-9.260498046875,-0.052001953125,-9.3125,0,C,B,,0,0,55
mmlu/all/test/000741,post_defer,defer,1,0.004598383753816389,0.9954016162461836,0.9954016162461836,-5.37744140625,-0.02880859375,-5.40625,0,B,D,,0,0,40
mmlu/all/test/000742,post_self,self,1,0.0010649626720559452,0.9989350373279441,0.9989350373279441,-6.84375,-1.15625,-8.0,1,A,A,,0,0,56
mmlu/all/test/000743,post_self,self,1,0.0007007241327569884,0.999299275867243,0.999299275867243,-7.2626953125,-0.1435546875,-7.40625,1,C,C,,0,0,44
mmlu/all/test/000744,post_self,self,1,2.9707754614683104e-06,0.9999970292245385,0.9999970292245385,-12.7266845703125,-0.0233154296875,-12.75,1,B,B,,0,0,21
mmlu/all/test/000745,post_self,self,1,3.9021171137977716e-05,0.999960978828862,0.999960978828862,-10.1513671875,-0.1611328125,-10.3125,1,D,D,,0,0,89
mmlu/all/test/000746,post_self,self,1,0.000330152725097801,0.9996698472749022,0.9996698472749022,-8.015625,-0.109375,-8.125,1,A,A,,0,0,79
mmlu/all/test/000747,post_self,self,1,5.059528544348302e-05,0.9999494047145565,0.9999494047145565,-9.8916015625,-0.2333984375,-10.125,1,C,C,,0,0,56
mmlu/all/test/000748,post_defer,defer,1,0.18271700617352163,0.8172829938264784,0.8172829938264784,-1.498046875,-0.251953125,-1.75,1,B,B,,0,0,36
mmlu/all/test/000749,post_self,self,1,0.0028098057320692996,0.9971901942679307,0.9971901942679307,-5.871826171875,-0.034423828125,-5.90625,1,D,D,,0,0,40
mmlu/all/test/000750,post_self,self,1,0.0007984175796500023,0.99920158242035,0.99920158242035,-7.132080078125,-0.024169921875,-7.15625,1,D,D,,0,0,22
mmlu/all/test/000751,post_defer,defer,1,0.0005584727553287153,0.9994415272446713,0.9994415272446713,-7.48974609375,-0.10400390625,-7.59375,1,C,C,,0,0,58
mmlu/all/test/000752,post_defer,defer,1,0.29421497216298875,0.7057850278370112,0.7057850278370112,-0.875,-0.5078125,-1.3828125,1,C,C,,0,0,77
mmlu/all/test/000753,post_self,self,1,1.9525885208642217e-05,0.9999804741147914,0.9999804741147914,-10.84375,-1.28125,-12.125,1,C,C,,0,0,60
mmlu/all/test/000754,post_self,self,1,0.00018382943651766098,0.9998161705634824,0.9998161705634824,-8.601318359375,-0.023681640625,-8.625,1,A,A,,0,0,14
mmlu/all/test/000755,post_self,self,1,7.889262586245034e-06,0.9999921107374138,0.9999921107374138,-11.75,-0.0625,-11.8125,1,B,B,,0,0,30
mmlu/all/test/000756,post_self,self,1,0.00319593103393854,0.9968040689660614,0.9968040689660614,-5.74267578125,-0.10107421875,-5.84375,1,A,A,,0,0,53
mmlu/all/test/000757,post_defer,defer,1,0.0003814711647623577,0.9996185288352376,0.9996185288352376,-7.87109375,-0.31640625,-8.1875,1,A,A,,0,0,51
mmlu/all/test/000758,post_self,self,1,0.0005487469693931486,0.9994512530306069,0.9994512530306069,-7.50732421875,-0.02392578125,-7.53125,1,B,B,,0,0,23
mmlu/all/test/000759,post_defer,defer,1,0.010844606368614599,0.9891553936313854,0.9891553936313854,-4.51318359375,-0.04931640625,-4.5625,1,B,B,,0,0,22
mmlu/all/test/000760,post_self,self,1,9.876620947343592e-05,0.9999012337905265,0.9999012337905265,-9.22265625,-0.83984375,-10.0625,1,D,D,,0,0,71
mmlu/all/test/000761,post_self,self,1,3.457943637825277e-05,0.9999654205636217,0.9999654205636217,-10.272216796875,-0.040283203125,-10.3125,1,C,C,,0,0,68
mmlu/all/test/000762,post_defer,defer,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1953125,-1.9453125,1,C,C,,0,0,23
mmlu/all/test/000763,post_defer,defer,1,0.037116908807759585,0.9628830911922404,0.9628830911922404,-3.255859375,-0.087890625,-3.34375,0,B,D,,0,0,16
mmlu/all/test/000764,post_defer,defer,1,0.5,0.5,0.5,0.0,-0.71875,-0.71875,0,A,C,,0,0,52
mmlu/all/test/000765,post_self,self,1,0.0014781231375005346,0.9985218768624995,0.9985218768624995,-6.5155029296875,-0.0157470703125,-6.53125,1,D,D,,0,0,22
mmlu/all/test/000766,post_defer,defer,1,0.32167304821323783,0.6783269517867622,0.6783269517867622,-0.74609375,-0.43359375,-1.1796875,1,A,A,,0,0,88
mmlu/all/test/000767,post_defer,defer,1,0.05989390613422012,0.9401060938657799,0.9401060938657799,-2.75341796875,-0.09033203125,-2.84375,1,C,C,,0,0,25
mmlu/all/test/000768,post_self,self,1,3.0853470354853025e-05,0.9999691465296452,0.9999691465296452,-10.38623046875,-0.05126953125,-10.4375,1,C,C,,0,0,103
mmlu/all/test/000769,post_defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.84765625,-0.59765625,0,A,C,,0,0,43
mmlu/all/test/000770,post_defer,defer,1,0.0011809736583363864,0.9988190263416636,0.9988190263416636,-6.740234375,-0.228515625,-6.96875,1,C,C,,0,0,62
mmlu/all/test/000771,post_self,self,1,0.002804338560955803,0.9971956614390441,0.9971956614390441,-5.873779296875,-0.032470703125,-5.90625,1,A,A,,0,0,28
mmlu/all/test/000772,post_self,self,1,0.000620856791514378,0.9993791432084856,0.9993791432084856,-7.3837890625,-0.0537109375,-7.4375,1,D,D,,0,0,102
mmlu/all/test/000773,post_self,self,1,0.0004873811644497368,0.9995126188355503,0.9995126188355503,-7.6259765625,-0.0302734375,-7.65625,1,C,C,,0,0,30
mmlu/all/test/000774,post_self,self,1,0.016141199355648016,0.9838588006443519,0.9838588006443519,-4.110107421875,-0.046142578125,-4.15625,1,B,B,,0,0,28
mmlu/all/test/000775,post_defer,defer,1,0.018072656933136935,0.981927343066863,0.981927343066863,-3.9951171875,-0.0361328125,-4.03125,1,A,A,,0,0,18
mmlu/all/test/000776,post_self,self,1,3.3885916613010315e-06,0.9999966114083387,0.9999966114083387,-12.5950927734375,-0.0299072265625,-12.625,1,D,D,,0,0,19
mmlu/all/test/000777,post_self,self,1,0.00026924904805166605,0.9997307509519483,0.9997307509519483,-8.2196044921875,-0.0303955078125,-8.25,1,D,D,,0,0,26
mmlu/all/test/000778,post_defer,defer,1,0.02303224191785716,0.9769677580821429,0.9769677580821429,-3.74755859375,-0.11181640625,-3.859375,0,B,A,,0,0,117
mmlu/all/test/000779,post_self,self,1,9.256890113567374e-08,0.9999999074310989,0.9999999074310989,-16.1953125,-0.6796875,-16.875,1,C,C,,0,0,16
mmlu/all/test/000780,post_self,self,1,0.008639994635715286,0.9913600053642847,0.9913600053642847,-4.74267578125,-0.03857421875,-4.78125,1,A,A,,0,0,34
mmlu/all/test/000781,post_self,self,1,0.003145007431545125,0.9968549925684549,0.9968549925684549,-5.7587890625,-0.0537109375,-5.8125,1,C,C,,0,0,33
mmlu/all/test/000782,post_self,self,1,1.5764215222676086e-06,0.9999984235784777,0.9999984235784777,-13.3603515625,-0.2021484375,-13.5625,1,A,A,,0,0,16
mmlu/all/test/000783,post_defer,defer,1,0.0021827164453451808,0.9978172835546548,0.9978172835546548,-6.125,-1.375,-7.5,0,A,B,,0,0,71
mmlu/all/test/000784,post_defer,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.49609375,-0.99609375,0,A,B,,0,0,36
mmlu/all/test/000785,post_self,self,1,0.0035657366623610266,0.996434263337639,0.996434263337639,-5.6328125,-0.0859375,-5.71875,1,D,D,,0,0,32
mmlu/all/test/000786,post_defer,defer,1,0.11879340050844577,0.8812065994915542,0.8812065994915542,-2.00390625,-0.21484375,-2.21875,0,A,D,,0,0,21
mmlu/all/test/000787,post_defer,defer,1,0.14854056798294435,0.8514594320170557,0.8514594320170557,-1.74609375,-0.25390625,-2.0,0,B,A,,0,0,67
mmlu/all/test/000788,post_self,self,1,0.00019988306687073837,0.9998001169331293,0.9998001169331293,-8.517578125,-0.169921875,-8.6875,1,B,B,,0,0,97
mmlu/all/test/000789,post_defer,defer,1,0.02921513550586965,0.9707848644941304,0.9707848644941304,-3.50341796875,-0.05908203125,-3.5625,1,A,A,,0,0,55
mmlu/all/test/000790,post_self,self,1,0.00016324538950224427,0.9998367546104977,0.9998367546104977,-8.7200927734375,-0.0299072265625,-8.75,1,C,C,,0,0,20
mmlu/all/test/000791,post_defer,defer,1,0.00588244593531547,0.9941175540646845,0.9941175540646845,-5.1298828125,-0.0576171875,-5.1875,0,C,A,,0,0,87
mmlu/all/test/000792,post_defer,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.6015625,-0.8515625,0,C,D,,0,0,104
mmlu/all/test/000793,post_defer,defer,1,0.1480471980316895,0.8519528019683105,0.8519528019683105,-1.75,-0.1875,-1.9375,1,B,B,,0,0,37
mmlu/all/test/000794,post_self,self,1,0.00010975090534032795,0.9998902490946596,0.9998902490946596,-9.1171875,-1.3203125,-10.4375,1,C,C,,0,0,66
mmlu/all/test/000795,post_self,self,1,6.9895055601860936e-06,0.9999930104944398,0.9999930104944398,-11.87109375,-0.31640625,-12.1875,1,A,A,,0,0,17
mmlu/all/test/000796,post_self,self,1,0.005225199312594528,0.9947748006874054,0.9947748006874054,-5.2490234375,-0.1572265625,-5.40625,1,D,D,,0,0,24
mmlu/all/test/000797,post_defer,defer,1,2.902311985211097e-06,0.9999970976880148,0.9999970976880148,-12.75,-5.0,-17.75,0,A,D,,0,0,38
mmlu/all/test/000798,post_self,self,1,0.0010304702928304254,0.9989695297071696,0.9989695297071696,-6.876708984375,-0.029541015625,-6.90625,0,A,B,,0,0,106
mmlu/all/test/000799,post_self,self,1,0.00023631757476167648,0.9997636824252383,0.9997636824252383,-8.35009765625,-0.02490234375,-8.375,1,C,C,,0,0,31
mmlu/all/test/000800,post_defer,defer,1,0.06050162976206195,0.939498370237938,0.939498370237938,-2.74267578125,-0.08544921875,-2.828125,1,B,B,,0,0,20
mmlu/all/test/000801,post_defer,defer,1,0.004542845807814474,0.9954571541921855,0.9954571541921855,-5.3896484375,-0.1103515625,-5.5,1,A,A,,0,0,22
mmlu/all/test/000802,post_self,self,1,0.001935203969143415,0.9980647960308566,0.9980647960308566,-6.24560546875,-0.03564453125,-6.28125,1,A,A,,0,0,75
mmlu/all/test/000803,post_defer,defer,1,0.009850326038786605,0.9901496739612135,0.9901496739612135,-4.6103515625,-0.1083984375,-4.71875,0,D,C,,0,0,35
mmlu/all/test/000804,post_self,self,1,6.96225625013837e-06,0.9999930377437498,0.9999930377437498,-11.875,-3.4375,-15.3125,1,C,C,,0,0,68
mmlu/all/test/000805,post_defer,defer,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.09375,-0.466796875,0,C,A,,0,0,87
mmlu/all/test/000806,post_self,self,1,0.0007931760421888196,0.9992068239578111,0.9992068239578111,-7.138671875,-0.142578125,-7.28125,1,D,D,,0,0,21
mmlu/all/test/000807,post_defer,defer,1,0.31997074490513444,0.6800292550948656,0.6800292550948656,-0.75390625,-0.42578125,-1.1796875,1,B,B,,0,0,86
mmlu/all/test/000808,post_self,self,1,0.0754143820570521,0.9245856179429479,0.9245856179429479,-2.50634765625,-0.10302734375,-2.609375,0,B,C,,0,0,69
mmlu/all/test/000809,post_defer,defer,1,0.009638312090836907,0.9903616879091631,0.9903616879091631,-4.63232421875,-0.08642578125,-4.71875,1,C,C,,0,0,207
mmlu/all/test/000810,post_defer,defer,1,0.014151914670085143,0.9858480853299149,0.9858480853299149,-4.24365234375,-0.03759765625,-4.28125,1,B,B,,0,0,16
mmlu/all/test/000811,post_self,self,1,5.021382669787717e-05,0.9999497861733021,0.9999497861733021,-9.899169921875,-0.038330078125,-9.9375,1,D,D,,0,0,44
mmlu/all/test/000812,post_self,self,1,0.0009035268627127688,0.9990964731372872,0.9990964731372872,-7.00830078125,-0.08544921875,-7.09375,1,B,B,,0,0,24
mmlu/all/test/000813,post_self,self,1,0.00038296362890855224,0.9996170363710914,0.9996170363710914,-7.8671875,-0.8203125,-8.6875,1,D,D,,0,0,75
mmlu/all/test/000814,post_defer,defer,1,0.0013269622128531456,0.9986730377871469,0.9986730377871469,-6.62353515625,-0.09521484375,-6.71875,1,A,A,,0,0,22
mmlu/all/test/000815,post_defer,defer,1,0.09560247348132944,0.9043975265186706,0.9043975265186706,-2.2470703125,-0.1279296875,-2.375,1,C,C,,0,0,13
mmlu/all/test/000816,post_defer,defer,1,0.029145972818990035,0.97085402718101,0.97085402718101,-3.505859375,-0.087890625,-3.59375,0,C,D,,0,0,94
mmlu/all/test/000817,post_defer,defer,1,0.0003446431746378948,0.9996553568253621,0.9996553568253621,-7.97265625,-0.58984375,-8.5625,0,C,A,,0,0,74
mmlu/all/test/000818,post_defer,defer,1,0.018168219688458647,0.9818317803115414,0.9818317803115414,-3.98974609375,-0.04150390625,-4.03125,1,D,D,,0,0,16
mmlu/all/test/000819,post_defer,defer,1,0.0004916815522926534,0.9995083184477074,0.9995083184477074,-7.6171875,-0.0390625,-7.65625,0,C,B,,0,0,27
mmlu/all/test/000820,post_self,self,1,7.712771808106329e-05,0.9999228722819189,0.9999228722819189,-9.469970703125,-0.030029296875,-9.5,1,D,D,,0,0,33
mmlu/all/test/000821,post_self,self,1,0.02048855468474385,0.9795114453152561,0.9795114453152561,-3.8671875,-0.0546875,-3.921875,1,B,B,,0,0,76
mmlu/all/test/000822,post_self,self,1,0.00012678381291925524,0.9998732161870807,0.9998732161870807,-8.972900390625,-0.027099609375,-9.0,1,A,A,,0,0,11
mmlu/all/test/000823,post_self,self,1,0.0001981343263347754,0.9998018656736652,0.9998018656736652,-8.5263671875,-0.1611328125,-8.6875,1,C,C,,0,0,20
mmlu/all/test/000824,post_self,self,1,0.00023140869102298195,0.999768591308977,0.999768591308977,-8.37109375,-0.12890625,-8.5,1,A,A,,0,0,29
mmlu/all/test/000825,post_self,self,1,0.037082022974764386,0.9629179770252356,0.9629179770252356,-3.2568359375,-0.0556640625,-3.3125,1,A,A,,0,0,10
mmlu/all/test/000826,post_defer,defer,1,0.0058426051752048505,0.9941573948247951,0.9941573948247951,-5.13671875,-0.76953125,-5.90625,0,C,B,,0,0,45
mmlu/all/test/000827,post_self,self,1,6.502816785764437e-05,0.9999349718321423,0.9999349718321423,-9.640625,-3.546875,-13.1875,1,A,A,,0,0,28
mmlu/all/test/000828,post_self,self,1,6.79433856272408e-06,0.9999932056614372,0.9999932056614372,-11.8994140625,-0.0380859375,-11.9375,1,C,C,,0,0,19
mmlu/all/test/000829,post_self,self,1,0.0010259564303214666,0.9989740435696786,0.9989740435696786,-6.881103515625,-0.025146484375,-6.90625,1,A,A,,0,0,21
mmlu/all/test/000830,post_defer,defer,1,0.20244319214007214,0.7975568078599279,0.7975568078599279,-1.37109375,-0.27734375,-1.6484375,0,A,D,,0,0,70
mmlu/all/test/000831,post_defer,defer,1,0.18300885002394832,0.8169911499760517,0.8169911499760517,-1.49609375,-0.22265625,-1.71875,0,C,D,,0,0,66
mmlu/all/test/000832,post_defer,defer,1,0.0004322415057017907,0.9995677584942982,0.9995677584942982,-7.74609375,-0.37890625,-8.125,1,C,C,,0,0,57
mmlu/all/test/000833,post_self,self,1,2.691098124077458e-05,0.9999730890187593,0.9999730890187593,-10.52294921875,-0.03955078125,-10.5625,1,D,D,,0,0,44
mmlu/all/test/000834,post_self,self,1,2.6223411983866163e-06,0.9999973776588016,0.9999973776588016,-12.8514404296875,-0.0235595703125,-12.875,1,D,D,,0,0,27
mmlu/all/test/000835,post_defer,defer,1,0.001943710430802628,0.9980562895691973,0.9980562895691973,-6.2412109375,-0.0400390625,-6.28125,1,C,C,,0,0,20
mmlu/all/test/000836,post_self,self,1,1.1204656282006627e-05,0.999988795343718,0.999988795343718,-11.399169921875,-0.038330078125,-11.4375,1,D,D,,0,0,28
mmlu/all/test/000837,post_defer,defer,1,0.0027778376318046355,0.9972221623681954,0.9972221623681954,-5.88330078125,-0.08544921875,-5.96875,1,D,D,,0,0,22
mmlu/all/test/000838,post_self,self,1,0.0052417224759815206,0.9947582775240185,0.9947582775240185,-5.245849609375,-0.035400390625,-5.28125,1,B,B,,0,0,28
mmlu/all/test/000839,post_self,self,1,0.0003030843466689277,0.9996969156533311,0.9996969156533311,-8.1011962890625,-0.0238037109375,-8.125,1,B,B,,0,0,38
mmlu/all/test/000840,post_self,self,1,0.0010255811678998123,0.9989744188321001,0.9989744188321001,-6.8814697265625,-0.0247802734375,-6.90625,1,B,B,,0,0,26
mmlu/all/test/000841,post_defer,defer,1,0.05970174110060796,0.940298258899392,0.940298258899392,-2.7568359375,-0.1337890625,-2.890625,1,B,B,,0,0,109
mmlu/all/test/000842,post_defer,defer,1,0.006615392678327907,0.9933846073216721,0.9933846073216721,-5.01171875,-0.17578125,-5.1875,1,D,D,,0,0,111
mmlu/all/test/000843,post_self,self,1,0.005283899682737554,0.9947161003172624,0.9947161003172624,-5.23779296875,-0.04345703125,-5.28125,1,C,C,,0,0,22
mmlu/all/test/000844,post_defer,defer,1,0.00315420572548768,0.9968457942745124,0.9968457942745124,-5.755859375,-0.275390625,-6.03125,1,B,B,,0,0,21
mmlu/all/test/000845,post_defer,defer,1,0.08509904500702024,0.9149009549929797,0.9149009549929797,-2.375,-2.3125,-4.6875,0,B,D,,0,0,39
mmlu/all/test/000846,post_self,self,1,5.3003862023220174e-05,0.9999469961379768,0.9999469961379768,-9.8450927734375,-0.0299072265625,-9.875,1,D,D,,0,0,23
mmlu/all/test/000847,post_defer,defer,1,0.005235361271250471,0.9947646387287495,0.9947646387287495,-5.2470703125,-0.0654296875,-5.3125,1,B,B,,0,0,169
mmlu/all/test/000848,post_defer,defer,1,0.007529656888735708,0.9924703431112643,0.9924703431112643,-4.88134765625,-0.08740234375,-4.96875,0,C,A,,0,0,58
mmlu/all/test/000849,post_self,self,1,3.1863934404609626e-05,0.9999681360655954,0.9999681360655954,-10.35400390625,-0.08349609375,-10.4375,1,D,D,,0,0,29
mmlu/all/test/000850,post_defer,defer,1,6.579464888912475e-05,0.9999342053511109,0.9999342053511109,-9.62890625,-0.62109375,-10.25,0,C,D,,0,0,83
mmlu/all/test/000851,post_self,self,1,2.987430673872962e-07,0.9999997012569326,0.9999997012569326,-15.023681640625,-0.038818359375,-15.0625,1,B,B,,0,0,18
mmlu/all/test/000852,post_defer,defer,1,0.017797453036498552,0.9822025469635014,0.9822025469635014,-4.0107421875,-0.1767578125,-4.1875,1,D,D,,0,0,97
mmlu/all/test/000853,post_self,self,1,0.0003309594796658506,0.9996690405203341,0.9996690405203341,-8.01318359375,-0.04931640625,-8.0625,1,C,C,,0,0,37
mmlu/all/test/000854,post_self,self,1,0.0011618353711975139,0.9988381646288025,0.9988381646288025,-6.756591796875,-0.024658203125,-6.78125,1,A,A,,0,0,59
mmlu/all/test/000855,post_defer,defer,1,0.017733549704525665,0.9822664502954743,0.9822664502954743,-4.014404296875,-0.048095703125,-4.0625,1,D,D,,0,0,18
mmlu/all/test/000856,post_self,self,1,0.00042741645030594847,0.999572583549694,0.999572583549694,-7.75732421875,-0.02392578125,-7.78125,1,D,D,,0,0,19
mmlu/all/test/000857,post_defer,defer,1,0.03709946194871547,0.9629005380512845,0.9629005380512845,-3.25634765625,-0.08740234375,-3.34375,1,B,B,,0,0,30
mmlu/all/test/000858,post_defer,defer,1,1.657145250594806e-05,0.999983428547494,0.999983428547494,-11.0078125,-1.6796875,-12.6875,0,A,C,,0,0,47
mmlu/all/test/000859,post_self,self,1,0.0011598538093707837,0.9988401461906292,0.9988401461906292,-6.75830078125,-0.05419921875,-6.8125,0,B,A,,0,0,35
mmlu/all/test/000860,post_defer,defer,1,0.03296124005378131,0.9670387599462187,0.9670387599462187,-3.37890625,-0.07421875,-3.453125,0,A,C,,0,0,153
mmlu/all/test/000861,post_self,self,1,0.010839369826043697,0.9891606301739563,0.9891606301739563,-4.513671875,-0.048828125,-4.5625,1,B,B,,0,0,32
mmlu/all/test/000862,post_defer,defer,1,0.018185647941925336,0.9818143520580747,0.9818143520580747,-3.98876953125,-0.07373046875,-4.0625,1,C,C,,0,0,75
mmlu/all/test/000863,post_self,self,1,0.00013822706229765387,0.9998617729377024,0.9998617729377024,-8.886474609375,-0.051025390625,-8.9375,1,A,A,,0,0,108
mmlu/all/test/000864,post_self,self,1,0.0010418419347252928,0.9989581580652747,0.9989581580652747,-6.86572265625,-0.07177734375,-6.9375,1,B,B,,0,0,150
mmlu/all/test/000865,post_self,self,1,0.0035657366623610266,0.996434263337639,0.996434263337639,-5.6328125,-0.5546875,-6.1875,1,A,A,,0,0,87
mmlu/all/test/000866,post_self,self,1,4.434627484296061e-05,0.999955653725157,0.999955653725157,-10.0234375,-1.1015625,-11.125,1,A,A,,0,0,44
mmlu/all/test/000867,post_defer,defer,1,0.004641044131517107,0.9953589558684829,0.9953589558684829,-5.3681640625,-0.1318359375,-5.5,0,C,D,,0,0,126
mmlu/all/test/000868,post_defer,defer,1,0.006599367972140322,0.9934006320278597,0.9934006320278597,-5.01416015625,-0.11083984375,-5.125,0,A,C,,0,0,45
mmlu/all/test/000869,post_self,self,1,0.0003847435130059775,0.999615256486994,0.999615256486994,-7.862548828125,-0.043701171875,-7.90625,1,C,C,,0,0,94
mmlu/all/test/000870,post_self,self,1,0.0013419285044869724,0.998658071495513,0.998658071495513,-6.6123046875,-0.1064453125,-6.71875,1,A,A,,0,0,32
mmlu/all/test/000871,post_defer,defer,1,0.0013276094414240637,0.9986723905585759,0.9986723905585759,-6.623046875,-0.283203125,-6.90625,0,D,A,,0,0,70
mmlu/all/test/000872,post_self,self,1,1.9288985577630862e-05,0.9999807110144223,0.9999807110144223,-10.85595703125,-0.08154296875,-10.9375,1,C,C,,0,0,18
mmlu/all/test/000873,post_self,self,1,0.0001837845700095221,0.9998162154299904,0.9998162154299904,-8.6015625,-0.0234375,-8.625,1,B,B,,0,0,19
mmlu/all/test/000874,post_defer,defer,1,0.00459168367777983,0.9954083163222202,0.9954083163222202,-5.37890625,-0.52734375,-5.90625,0,A,D,,0,0,110
mmlu/all/test/000875,post_self,self,1,1.086636989788169e-06,0.9999989133630102,0.9999989133630102,-13.732421875,-0.080078125,-13.8125,1,A,A,,0,0,13
mmlu/all/test/000876,post_defer,defer,1,0.013848610215564576,0.9861513897844354,0.9861513897844354,-4.265625,-0.046875,-4.3125,1,B,B,,0,0,49
mmlu/all/test/000877,post_defer,defer,1,0.06723980005215242,0.9327601999478475,0.9327601999478475,-2.6298828125,-0.1044921875,-2.734375,1,C,C,,0,0,45
mmlu/all/test/000878,post_self,self,1,0.003157661995343144,0.9968423380046568,0.9968423380046568,-5.7547607421875,-0.0264892578125,-5.78125,1,D,D,,0,0,17
mmlu/all/test/000879,post_self,self,1,0.0004841805627957203,0.9995158194372042,0.9995158194372042,-7.632568359375,-0.054931640625,-7.6875,1,B,B,,0,0,50
mmlu/all/test/000880,post_defer,defer,1,0.002459410643112309,0.9975405893568877,0.9975405893568877,-6.00537109375,-0.02587890625,-6.03125,0,D,C,,0,0,24
mmlu/all/test/000881,post_self,self,1,4.083390298929305e-05,0.9999591660970107,0.9999591660970107,-10.10595703125,-0.08154296875,-10.1875,1,B,B,,0,0,24
mmlu/all/test/000882,post_defer,defer,1,0.0006220698323311896,0.9993779301676688,0.9993779301676688,-7.3818359375,-0.0244140625,-7.40625,1,C,C,,0,0,37
mmlu/all/test/000883,post_self,self,1,0.0003859660905807735,0.9996140339094193,0.9996140339094193,-7.859375,-2.140625,-10.0,1,D,D,,0,0,105
mmlu/all/test/000884,post_self,self,1,0.00010629670989387952,0.9998937032901061,0.9998937032901061,-9.149169921875,-0.038330078125,-9.1875,1,C,C,,0,0,78
mmlu/all/test/000885,post_defer,defer,1,0.018185647941925336,0.9818143520580747,0.9818143520580747,-3.98876953125,-0.04248046875,-4.03125,0,B,D,,0,0,44
mmlu/all/test/000886,post_self,self,1,3.5511961259650626e-05,0.9999644880387404,0.9999644880387404,-10.24560546875,-0.06689453125,-10.3125,1,B,B,,0,0,117
mmlu/all/test/000887,post_defer,defer,1,0.059866418571925165,0.9401335814280748,0.9401335814280748,-2.75390625,-0.38671875,-3.140625,0,D,A,,0,0,74
