task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,reasoning_len,answer_len,actual_local_tokens
hendrycks_math/test/000954,post_self,self,0.199308,0.800692,-1.3906,0.119203,0.880797,-2.0,0.119203,0.880797,-2.0,0,367,100,100
hendrycks_math/test/000955,early_defer,defer,0.955319,0.044681,3.0625,0.972415,0.027585,3.5625,0.955319,0.044681,3.0625,0,4070,2049,2049
hendrycks_math/test/000956,post_self,self,0.140336,0.859664,-1.8125,0.006693,0.993307,-5.0,0.006693,0.993307,-5.0,1,289,130,130
hendrycks_math/test/000957,post_self,self,0.392337,0.607663,-0.4375,0.453262,0.546738,-0.1875,0.453262,0.546738,-0.1875,0,671,287,287
hendrycks_math/test/000958,post_self,self,0.47658,0.52342,-0.0938,0.150029,0.849971,-1.7344,0.150029,0.849971,-1.7344,0,304,119,119
hendrycks_math/test/000959,post_self,self,0.392337,0.607663,-0.4375,0.245085,0.754915,-1.125,0.245085,0.754915,-1.125,1,365,143,143
hendrycks_math/test/000960,early_defer,defer,0.91848,0.08152,2.4219,0.953275,0.046725,3.0156,0.91848,0.08152,2.4219,0,837,344,344
hendrycks_math/test/000961,post_defer,defer,0.307358,0.692642,-0.8125,0.754915,0.245085,1.125,0.754915,0.245085,1.125,0,301,135,135
hendrycks_math/test/000962,post_self,self,0.036769,0.963231,-3.2656,0.00141,0.99859,-6.5625,0.00141,0.99859,-6.5625,1,264,89,89
hendrycks_math/test/000963,post_self,self,0.062789,0.937211,-2.7031,0.085099,0.914901,-2.375,0.085099,0.914901,-2.375,0,96,47,47
hendrycks_math/test/000964,post_self,self,0.117572,0.882428,-2.0156,0.024054,0.975946,-3.7031,0.024054,0.975946,-3.7031,1,88,35,35
hendrycks_math/test/000965,post_defer,defer,0.377541,0.622459,-0.5,0.893309,0.106691,2.125,0.893309,0.106691,2.125,0,765,241,241
hendrycks_math/test/000966,post_self,self,0.392337,0.607663,-0.4375,0.027169,0.972831,-3.5781,0.027169,0.972831,-3.5781,0,160,56,56
hendrycks_math/test/000967,early_defer,defer,0.746139,0.253861,1.0781,0.875787,0.124213,1.9531,0.746139,0.253861,1.0781,0,418,157,157
hendrycks_math/test/000968,early_defer,defer,0.815232,0.184768,1.4844,0.843895,0.156105,1.6875,0.815232,0.184768,1.4844,0,824,265,265
hendrycks_math/test/000969,post_defer,defer,0.127653,0.872347,-1.9219,0.835484,0.164516,1.625,0.835484,0.164516,1.625,0,2953,2049,2049
hendrycks_math/test/000970,early_defer,defer,0.887205,0.112795,2.0625,0.949669,0.050331,2.9375,0.887205,0.112795,2.0625,0,3739,2047,2047
hendrycks_math/test/000971,post_defer,defer,0.233706,0.766294,-1.1875,0.73412,0.26588,1.0156,0.73412,0.26588,1.0156,0,203,109,109
hendrycks_math/test/000972,post_self,self,0.245085,0.754915,-1.125,0.052619,0.947381,-2.8906,0.052619,0.947381,-2.8906,1,232,85,85
hendrycks_math/test/000973,post_defer,defer,0.105211,0.894789,-2.1406,0.904651,0.095349,2.25,0.904651,0.095349,2.25,0,332,131,131
hendrycks_math/test/000974,early_defer,defer,0.849971,0.150029,1.7344,0.989265,0.010735,4.5234,0.849971,0.150029,1.7344,0,365,135,135
hendrycks_math/test/000975,post_defer,defer,0.102305,0.897695,-2.1719,0.757794,0.242206,1.1406,0.757794,0.242206,1.1406,0,164,68,68
hendrycks_math/test/000976,early_defer,defer,0.607663,0.392337,0.4375,0.812867,0.187133,1.4688,0.607663,0.392337,0.4375,0,615,280,280
hendrycks_math/test/000977,post_defer,defer,0.122523,0.877477,-1.9688,0.550607,0.449393,0.2031,0.550607,0.449393,0.2031,0,213,67,67
hendrycks_math/test/000978,early_defer,defer,0.803174,0.196826,1.4062,0.984094,0.015906,4.125,0.803174,0.196826,1.4062,0,945,463,463
hendrycks_math/test/000979,post_self,self,0.09401,0.90599,-2.2656,0.035145,0.964855,-3.3125,0.035145,0.964855,-3.3125,1,305,111,111
hendrycks_math/test/000980,early_defer,defer,0.531209,0.468791,0.125,0.899121,0.100879,2.1875,0.531209,0.468791,0.125,0,955,381,381
hendrycks_math/test/000981,early_defer,defer,0.538983,0.461017,0.1562,0.996557,0.003443,5.668,0.538983,0.461017,0.1562,0,972,335,335
hendrycks_math/test/000982,post_self,self,0.2227,0.7773,-1.25,0.320821,0.679179,-0.75,0.320821,0.679179,-0.75,1,175,61,61
hendrycks_math/test/000983,post_self,self,0.150029,0.849971,-1.7344,0.307358,0.692642,-0.8125,0.307358,0.692642,-0.8125,1,378,145,145
hendrycks_math/test/000984,post_self,self,0.392337,0.607663,-0.4375,0.096706,0.903294,-2.2344,0.096706,0.903294,-2.2344,1,272,117,117
hendrycks_math/test/000985,post_self,self,0.115961,0.884039,-2.0312,0.212069,0.787931,-1.3125,0.212069,0.787931,-1.3125,0,565,157,157
hendrycks_math/test/000986,post_self,self,0.16238,0.83762,-1.6406,0.125923,0.874077,-1.9375,0.125923,0.874077,-1.9375,1,477,146,146
hendrycks_math/test/000987,post_self,self,0.069542,0.930458,-2.5938,0.146087,0.853913,-1.7656,0.146087,0.853913,-1.7656,1,91,44,44
hendrycks_math/test/000988,post_self,self,0.156105,0.843895,-1.6875,0.239349,0.760651,-1.1562,0.239349,0.760651,-1.1562,1,179,67,67
hendrycks_math/test/000989,post_self,self,0.334589,0.665411,-0.6875,0.392337,0.607663,-0.4375,0.392337,0.607663,-0.4375,1,272,88,88
hendrycks_math/test/000990,post_self,self,0.189521,0.810479,-1.4531,0.03138,0.96862,-3.4297,0.03138,0.96862,-3.4297,1,177,106,106
hendrycks_math/test/000991,early_defer,defer,0.679179,0.320821,0.75,0.983085,0.016915,4.0625,0.679179,0.320821,0.75,0,393,163,163
hendrycks_math/test/000992,post_defer,defer,0.307358,0.692642,-0.8125,0.831143,0.168857,1.5938,0.831143,0.168857,1.5938,0,422,140,140
hendrycks_math/test/000993,early_defer,defer,0.592667,0.407333,0.375,0.692642,0.307358,0.8125,0.592667,0.407333,0.375,0,415,125,125
hendrycks_math/test/000994,post_self,self,0.245085,0.754915,-1.125,0.009126,0.990874,-4.6875,0.009126,0.990874,-4.6875,1,125,75,75
hendrycks_math/test/000995,post_self,self,0.112795,0.887205,-2.0625,0.004574,0.995426,-5.3828,0.004574,0.995426,-5.3828,1,180,73,73
hendrycks_math/test/000996,early_defer,defer,0.679179,0.320821,0.75,0.851953,0.148047,1.75,0.679179,0.320821,0.75,0,308,127,127
hendrycks_math/test/000997,post_self,self,0.182426,0.817574,-1.5,0.348645,0.651355,-0.625,0.348645,0.651355,-0.625,0,259,114,114
hendrycks_math/test/000998,post_defer,defer,0.370225,0.629775,-0.5312,0.808067,0.191933,1.4375,0.808067,0.191933,1.4375,0,327,131,131
hendrycks_math/test/000999,post_self,self,0.228157,0.771843,-1.2188,0.127653,0.872347,-1.9219,0.127653,0.872347,-1.9219,0,331,144,144
hendrycks_math/test/001000,post_self,self,0.2227,0.7773,-1.25,0.000512,0.999488,-7.5762,0.000512,0.999488,-7.5762,1,195,77,77
hendrycks_math/test/001001,post_defer,defer,0.040846,0.959154,-3.1562,0.51562,0.48438,0.0625,0.51562,0.48438,0.0625,1,207,57,57
hendrycks_math/test/001002,early_defer,defer,0.665411,0.334589,0.6875,0.887205,0.112795,2.0625,0.665411,0.334589,0.6875,0,2989,2049,2049
hendrycks_math/test/001003,early_defer,defer,0.718594,0.281406,0.9375,0.472683,0.527317,-0.1094,0.718594,0.281406,0.9375,1,256,83,83
hendrycks_math/test/001004,post_self,self,0.201813,0.798187,-1.375,0.245085,0.754915,-1.125,0.245085,0.754915,-1.125,1,296,93,93
hendrycks_math/test/001005,post_self,self,0.105211,0.894789,-2.1406,0.362969,0.637031,-0.5625,0.362969,0.637031,-0.5625,1,372,152,152
hendrycks_math/test/001006,post_defer,defer,0.392337,0.607663,-0.4375,0.7773,0.2227,1.25,0.7773,0.2227,1.25,0,452,140,140
hendrycks_math/test/001007,early_defer,defer,0.867036,0.132964,1.875,0.991489,0.008511,4.7578,0.867036,0.132964,1.875,0,1275,464,464
hendrycks_math/test/001008,post_defer,defer,0.268941,0.731059,-1.0,0.546738,0.453262,0.1875,0.546738,0.453262,0.1875,1,501,164,164
hendrycks_math/test/001009,early_defer,defer,0.622459,0.377541,0.5,0.817574,0.182426,1.5,0.622459,0.377541,0.5,0,263,112,112
hendrycks_math/test/001010,early_defer,defer,0.90599,0.09401,2.2656,0.921922,0.078078,2.4688,0.90599,0.09401,2.2656,0,364,114,114
hendrycks_math/test/001011,early_defer,defer,0.622459,0.377541,0.5,0.924142,0.075858,2.5,0.622459,0.377541,0.5,0,575,191,191
hendrycks_math/test/001012,post_defer,defer,0.422505,0.577495,-0.3125,0.709019,0.290981,0.8906,0.709019,0.290981,0.8906,0,334,105,105
hendrycks_math/test/001013,post_defer,defer,0.300746,0.699254,-0.8438,0.969785,0.030215,3.4688,0.969785,0.030215,3.4688,0,913,337,337
hendrycks_math/test/001014,early_defer,defer,0.7773,0.2227,1.25,0.324235,0.675765,-0.7344,0.7773,0.2227,1.25,1,238,117,117
hendrycks_math/test/001015,post_defer,defer,0.334589,0.665411,-0.6875,0.893309,0.106691,2.125,0.893309,0.106691,2.125,0,309,98,98
hendrycks_math/test/001016,post_self,self,0.233706,0.766294,-1.1875,0.373876,0.626124,-0.5156,0.373876,0.626124,-0.5156,1,534,185,185
hendrycks_math/test/001017,post_self,self,0.184768,0.815232,-1.4844,0.017849,0.982151,-4.0078,0.017849,0.982151,-4.0078,1,314,128,128
hendrycks_math/test/001018,post_defer,defer,0.131173,0.868827,-1.8906,0.752013,0.247987,1.1094,0.752013,0.247987,1.1094,0,373,120,120
hendrycks_math/test/001019,post_defer,defer,0.245085,0.754915,-1.125,0.637031,0.362969,0.5625,0.637031,0.362969,0.5625,0,207,70,70
hendrycks_math/test/001020,post_self,self,0.154058,0.845942,-1.7031,0.07477,0.92523,-2.5156,0.07477,0.92523,-2.5156,0,341,98,98
hendrycks_math/test/001021,post_self,self,0.253861,0.746139,-1.0781,0.07477,0.92523,-2.5156,0.07477,0.92523,-2.5156,1,228,81,81
hendrycks_math/test/001022,early_defer,defer,0.826712,0.173288,1.5625,0.982823,0.017177,4.0469,0.826712,0.173288,1.5625,0,773,333,333
hendrycks_math/test/001023,post_self,self,0.294215,0.705785,-0.875,0.320821,0.679179,-0.75,0.320821,0.679179,-0.75,0,206,79,79
hendrycks_math/test/001024,post_self,self,0.245085,0.754915,-1.125,0.407333,0.592667,-0.375,0.407333,0.592667,-0.375,0,181,65,65
hendrycks_math/test/001025,post_self,self,0.175538,0.824462,-1.5469,0.132964,0.867036,-1.875,0.132964,0.867036,-1.875,0,201,94,94
hendrycks_math/test/001026,early_defer,defer,0.665411,0.334589,0.6875,0.828939,0.171061,1.5781,0.665411,0.334589,0.6875,0,776,348,348
hendrycks_math/test/001027,post_defer,defer,0.392337,0.607663,-0.4375,0.863392,0.136608,1.8438,0.863392,0.136608,1.8438,0,475,185,185
hendrycks_math/test/001028,early_defer,defer,0.562177,0.437823,0.25,0.692642,0.307358,0.8125,0.562177,0.437823,0.25,1,295,96,96
hendrycks_math/test/001029,post_self,self,0.124213,0.875787,-1.9531,0.020023,0.979977,-3.8906,0.020023,0.979977,-3.8906,1,212,84,84
hendrycks_math/test/001030,post_self,self,0.042088,0.957912,-3.125,0.001748,0.998252,-6.3477,0.001748,0.998252,-6.3477,1,313,133,133
hendrycks_math/test/001031,post_self,self,0.112795,0.887205,-2.0625,0.001202,0.998798,-6.7227,0.001202,0.998798,-6.7227,1,142,76,76
hendrycks_math/test/001032,post_self,self,0.245085,0.754915,-1.125,0.039048,0.960952,-3.2031,0.039048,0.960952,-3.2031,1,195,75,75
hendrycks_math/test/001033,post_self,self,0.191933,0.808067,-1.4375,0.189521,0.810479,-1.4531,0.189521,0.810479,-1.4531,1,445,186,186
hendrycks_math/test/001034,post_defer,defer,0.407333,0.592667,-0.375,0.679179,0.320821,0.75,0.679179,0.320821,0.75,1,440,123,123
hendrycks_math/test/001035,post_defer,defer,0.422505,0.577495,-0.3125,0.845942,0.154058,1.7031,0.845942,0.154058,1.7031,0,685,285,285
hendrycks_math/test/001036,post_self,self,0.102305,0.897695,-2.1719,0.047426,0.952574,-3.0,0.047426,0.952574,-3.0,1,199,66,66
hendrycks_math/test/001037,early_defer,defer,0.546738,0.453262,0.1875,0.826712,0.173288,1.5625,0.546738,0.453262,0.1875,0,455,189,189
hendrycks_math/test/001038,post_self,self,0.48438,0.51562,-0.0625,0.48438,0.51562,-0.0625,0.48438,0.51562,-0.0625,0,369,137,137
hendrycks_math/test/001039,early_defer,defer,0.592667,0.407333,0.375,0.826712,0.173288,1.5625,0.592667,0.407333,0.375,1,379,158,158
hendrycks_math/test/001040,early_defer,defer,0.651355,0.348645,0.625,0.989098,0.010902,4.5078,0.651355,0.348645,0.625,0,355,126,126
hendrycks_math/test/001041,early_defer,defer,0.592667,0.407333,0.375,0.338077,0.661923,-0.6719,0.592667,0.407333,0.375,1,326,157,157
hendrycks_math/test/001042,post_defer,defer,0.341582,0.658418,-0.6562,0.997065,0.002935,5.8281,0.997065,0.002935,5.8281,0,451,214,214
hendrycks_math/test/001043,early_defer,defer,0.718594,0.281406,0.9375,0.92523,0.07477,2.5156,0.718594,0.281406,0.9375,0,499,265,265
hendrycks_math/test/001044,post_self,self,0.07477,0.92523,-2.5156,0.00132,0.99868,-6.6289,0.00132,0.99868,-6.6289,1,129,53,53
hendrycks_math/test/001045,post_defer,defer,0.250913,0.749087,-1.0938,0.986623,0.013377,4.3008,0.986623,0.013377,4.3008,0,652,196,196
hendrycks_math/test/001046,post_self,self,0.362969,0.637031,-0.5625,0.437823,0.562177,-0.25,0.437823,0.562177,-0.25,0,356,102,102
hendrycks_math/test/001047,early_defer,defer,0.752013,0.247987,1.1094,0.92079,0.07921,2.4531,0.752013,0.247987,1.1094,0,552,226,226
hendrycks_math/test/001048,early_defer,defer,0.665411,0.334589,0.6875,0.787931,0.212069,1.3125,0.665411,0.334589,0.6875,0,378,141,141
hendrycks_math/test/001049,early_defer,defer,0.92523,0.07477,2.5156,0.897695,0.102305,2.1719,0.92523,0.07477,2.5156,0,696,342,342
hendrycks_math/test/001050,post_self,self,0.054199,0.945801,-2.8594,0.002946,0.997054,-5.8242,0.002946,0.997054,-5.8242,1,232,120,120
hendrycks_math/test/001051,post_self,self,0.132964,0.867036,-1.875,0.437823,0.562177,-0.25,0.437823,0.562177,-0.25,0,618,225,225
hendrycks_math/test/001052,post_self,self,0.191933,0.808067,-1.4375,0.217338,0.782662,-1.2812,0.217338,0.782662,-1.2812,0,301,106,106
hendrycks_math/test/001053,early_defer,defer,0.637031,0.362969,0.5625,0.48438,0.51562,-0.0625,0.637031,0.362969,0.5625,1,414,143,143
hendrycks_math/test/001054,early_defer,defer,0.808067,0.191933,1.4375,0.924142,0.075858,2.5,0.808067,0.191933,1.4375,0,863,319,319
hendrycks_math/test/001055,post_self,self,0.095349,0.904651,-2.25,0.004007,0.995993,-5.5156,0.004007,0.995993,-5.5156,0,111,51,51
hendrycks_math/test/001056,post_self,self,0.377541,0.622459,-0.5,0.488283,0.511717,-0.0469,0.488283,0.511717,-0.0469,0,295,90,90
hendrycks_math/test/001057,post_defer,defer,0.392337,0.607663,-0.4375,0.805632,0.194368,1.4219,0.805632,0.194368,1.4219,0,747,300,300
hendrycks_math/test/001058,post_defer,defer,0.334589,0.665411,-0.6875,0.983597,0.016403,4.0938,0.983597,0.016403,4.0938,0,1173,416,416
hendrycks_math/test/001059,early_defer,defer,0.607663,0.392337,0.4375,0.819893,0.180107,1.5156,0.607663,0.392337,0.4375,0,464,162,162
hendrycks_math/test/001060,early_defer,defer,0.904651,0.095349,2.25,0.995719,0.004281,5.4492,0.904651,0.095349,2.25,0,709,223,223
hendrycks_math/test/001061,post_defer,defer,0.307358,0.692642,-0.8125,0.812867,0.187133,1.4688,0.812867,0.187133,1.4688,1,194,90,90
hendrycks_math/test/001062,post_self,self,0.173288,0.826712,-1.5625,0.212069,0.787931,-1.3125,0.212069,0.787931,-1.3125,1,559,186,186
hendrycks_math/test/001063,post_defer,defer,0.355775,0.644225,-0.5938,0.942929,0.057071,2.8047,0.942929,0.057071,2.8047,0,226,93,93
hendrycks_math/test/001064,post_self,self,0.287768,0.712232,-0.9062,0.268941,0.731059,-1.0,0.268941,0.731059,-1.0,0,512,207,207
hendrycks_math/test/001065,early_defer,defer,0.912436,0.087564,2.3438,0.535098,0.464902,0.1406,0.912436,0.087564,2.3438,0,450,224,224
hendrycks_math/test/001066,post_defer,defer,0.437823,0.562177,-0.25,0.91848,0.08152,2.4219,0.91848,0.08152,2.4219,0,321,116,116
hendrycks_math/test/001067,post_self,self,0.281406,0.718594,-0.9375,0.199308,0.800692,-1.3906,0.199308,0.800692,-1.3906,1,127,57,57
hendrycks_math/test/001068,post_self,self,0.348645,0.651355,-0.625,0.173288,0.826712,-1.5625,0.173288,0.826712,-1.5625,1,654,220,220
hendrycks_math/test/001069,post_self,self,0.320821,0.679179,-0.75,0.461017,0.538983,-0.1562,0.461017,0.538983,-0.1562,0,360,178,178
hendrycks_math/test/001070,early_defer,defer,0.737158,0.262842,1.0312,0.531209,0.468791,0.125,0.737158,0.262842,1.0312,1,897,337,337
hendrycks_math/test/001071,post_defer,defer,0.281406,0.718594,-0.9375,0.651355,0.348645,0.625,0.651355,0.348645,0.625,1,449,184,184
hendrycks_math/test/001072,post_self,self,0.096706,0.903294,-2.2344,0.004298,0.995702,-5.4453,0.004298,0.995702,-5.4453,1,258,98,98
hendrycks_math/test/001073,early_defer,defer,0.947381,0.052619,2.8906,0.904651,0.095349,2.25,0.947381,0.052619,2.8906,0,568,205,205
hendrycks_math/test/001074,early_defer,defer,0.760651,0.239349,1.1562,0.798187,0.201813,1.375,0.760651,0.239349,1.1562,0,411,125,125
hendrycks_math/test/001075,post_defer,defer,0.154058,0.845942,-1.7031,0.979354,0.020646,3.8594,0.979354,0.020646,3.8594,0,494,157,157
hendrycks_math/test/001076,post_self,self,0.175538,0.824462,-1.5469,0.006641,0.993359,-5.0078,0.006641,0.993359,-5.0078,1,241,81,81
hendrycks_math/test/001077,post_defer,defer,0.5,0.5,0.0,0.779993,0.220007,1.2656,0.779993,0.220007,1.2656,0,549,248,248
hendrycks_math/test/001078,post_self,self,0.060975,0.939025,-2.7344,0.001573,0.998427,-6.4531,0.001573,0.998427,-6.4531,1,177,67,67
hendrycks_math/test/001079,post_self,self,0.105211,0.894789,-2.1406,0.009708,0.990292,-4.625,0.009708,0.990292,-4.625,1,136,48,48
hendrycks_math/test/001080,post_defer,defer,0.307358,0.692642,-0.8125,0.859664,0.140336,1.8125,0.859664,0.140336,1.8125,0,513,183,183
hendrycks_math/test/001081,post_defer,defer,0.199308,0.800692,-1.3906,0.737158,0.262842,1.0312,0.737158,0.262842,1.0312,0,534,206,206
hendrycks_math/test/001082,post_self,self,0.294215,0.705785,-0.875,0.00461,0.99539,-5.375,0.00461,0.99539,-5.375,1,192,91,91
hendrycks_math/test/001083,post_defer,defer,0.422505,0.577495,-0.3125,0.847968,0.152032,1.7188,0.847968,0.152032,1.7188,0,288,152,152
hendrycks_math/test/001084,post_self,self,0.217338,0.782662,-1.2812,0.103749,0.896251,-2.1562,0.103749,0.896251,-2.1562,1,178,68,68
hendrycks_math/test/001085,post_self,self,0.182426,0.817574,-1.5,0.080357,0.919643,-2.4375,0.080357,0.919643,-2.4375,0,421,143,143
hendrycks_math/test/001086,early_defer,defer,0.752013,0.247987,1.1094,0.966156,0.033844,3.3516,0.752013,0.247987,1.1094,0,470,149,149
hendrycks_math/test/001087,post_self,self,0.125923,0.874077,-1.9375,0.144149,0.855851,-1.7812,0.144149,0.855851,-1.7812,1,325,175,175
hendrycks_math/test/001088,post_defer,defer,0.20947,0.79053,-1.3281,0.859664,0.140336,1.8125,0.859664,0.140336,1.8125,0,328,206,206
hendrycks_math/test/001089,early_defer,defer,0.908618,0.091382,2.2969,0.894789,0.105211,2.1406,0.908618,0.091382,2.2969,0,641,298,298
hendrycks_math/test/001090,early_defer,defer,0.810479,0.189521,1.4531,0.955981,0.044019,3.0781,0.810479,0.189521,1.4531,0,1660,762,762
hendrycks_math/test/001091,early_defer,defer,0.851953,0.148047,1.75,0.622459,0.377541,0.5,0.851953,0.148047,1.75,0,4243,2048,2048
hendrycks_math/test/001092,post_defer,defer,0.212069,0.787931,-1.3125,0.927363,0.072637,2.5469,0.927363,0.072637,2.5469,0,168,83,83
hendrycks_math/test/001093,post_self,self,0.075858,0.924142,-2.5,0.00518,0.99482,-5.2578,0.00518,0.99482,-5.2578,1,236,104,104
hendrycks_math/test/001094,early_defer,defer,0.880797,0.119203,2.0,0.91848,0.08152,2.4219,0.880797,0.119203,2.0,0,540,195,195
hendrycks_math/test/001095,early_defer,defer,0.824462,0.175538,1.5469,0.817574,0.182426,1.5,0.824462,0.175538,1.5469,0,747,268,268
hendrycks_math/test/001096,post_self,self,0.168857,0.831143,-1.5938,0.042088,0.957912,-3.125,0.042088,0.957912,-3.125,1,274,98,98
hendrycks_math/test/001097,post_defer,defer,0.245085,0.754915,-1.125,0.665411,0.334589,0.6875,0.665411,0.334589,0.6875,1,464,156,156
hendrycks_math/test/001098,early_defer,defer,0.894789,0.105211,2.1406,0.833325,0.166675,1.6094,0.894789,0.105211,2.1406,0,365,137,137
hendrycks_math/test/001099,post_defer,defer,0.377541,0.622459,-0.5,0.795658,0.204342,1.3594,0.795658,0.204342,1.3594,0,432,169,169
hendrycks_math/test/001100,post_self,self,0.156105,0.843895,-1.6875,0.173288,0.826712,-1.5625,0.173288,0.826712,-1.5625,1,183,86,86
hendrycks_math/test/001101,post_self,self,0.196826,0.803174,-1.4062,0.035145,0.964855,-3.3125,0.035145,0.964855,-3.3125,0,224,120,120
hendrycks_math/test/001102,post_self,self,0.233706,0.766294,-1.1875,0.085099,0.914901,-2.375,0.085099,0.914901,-2.375,1,382,148,148
hendrycks_math/test/001103,post_self,self,0.132964,0.867036,-1.875,0.16238,0.83762,-1.6406,0.16238,0.83762,-1.6406,0,405,143,143
hendrycks_math/test/001104,early_defer,defer,0.531209,0.468791,0.125,0.743168,0.256832,1.0625,0.531209,0.468791,0.125,0,1044,263,263
hendrycks_math/test/001105,post_self,self,0.281406,0.718594,-0.9375,0.256832,0.743168,-1.0625,0.256832,0.743168,-1.0625,1,523,228,228
hendrycks_math/test/001106,early_defer,defer,0.936285,0.063715,2.6875,0.979668,0.020332,3.875,0.936285,0.063715,2.6875,0,841,260,260
hendrycks_math/test/001107,early_defer,defer,0.705785,0.294215,0.875,0.887205,0.112795,2.0625,0.705785,0.294215,0.875,0,5161,2048,2048
hendrycks_math/test/001108,post_self,self,0.212069,0.787931,-1.3125,0.348645,0.651355,-0.625,0.348645,0.651355,-0.625,0,188,89,89
hendrycks_math/test/001109,early_defer,defer,0.637031,0.362969,0.5625,0.824462,0.175538,1.5469,0.637031,0.362969,0.5625,0,521,188,188
hendrycks_math/test/001110,post_self,self,0.065605,0.934395,-2.6562,0.002425,0.997575,-6.0195,0.002425,0.997575,-6.0195,1,259,129,129
hendrycks_math/test/001111,post_self,self,0.196826,0.803174,-1.4062,0.106691,0.893309,-2.125,0.106691,0.893309,-2.125,0,361,177,177
hendrycks_math/test/001112,post_self,self,0.171061,0.828939,-1.5781,0.047074,0.952926,-3.0078,0.047074,0.952926,-3.0078,1,284,114,114
hendrycks_math/test/001113,post_defer,defer,0.201813,0.798187,-1.375,0.705785,0.294215,0.875,0.705785,0.294215,0.875,0,239,118,118
hendrycks_math/test/001114,early_defer,defer,0.787931,0.212069,1.3125,0.982823,0.017177,4.0469,0.787931,0.212069,1.3125,0,841,370,370
hendrycks_math/test/001115,post_defer,defer,0.437823,0.562177,-0.25,0.79053,0.20947,1.3281,0.79053,0.20947,1.3281,0,508,174,174
hendrycks_math/test/001116,post_self,self,0.245085,0.754915,-1.125,0.022977,0.977023,-3.75,0.022977,0.977023,-3.75,1,189,74,74
hendrycks_math/test/001117,post_self,self,0.046034,0.953966,-3.0312,0.00316,0.99684,-5.7539,0.00316,0.99684,-5.7539,1,204,76,76
hendrycks_math/test/001118,early_defer,defer,0.893309,0.106691,2.125,0.975202,0.024798,3.6719,0.893309,0.106691,2.125,0,757,279,279
hendrycks_math/test/001119,post_self,self,0.281406,0.718594,-0.9375,0.392337,0.607663,-0.4375,0.392337,0.607663,-0.4375,0,310,116,116
hendrycks_math/test/001120,post_defer,defer,0.129403,0.870597,-1.9062,0.535098,0.464902,0.1406,0.535098,0.464902,0.1406,0,89,48,48
hendrycks_math/test/001121,early_defer,defer,0.577495,0.422505,0.3125,0.48438,0.51562,-0.0625,0.577495,0.422505,0.3125,0,143,78,78
hendrycks_math/test/001122,early_defer,defer,0.826712,0.173288,1.5625,0.857768,0.142232,1.7969,0.826712,0.173288,1.5625,0,344,141,141
hendrycks_math/test/001123,post_self,self,0.050331,0.949669,-2.9375,0.001372,0.998628,-6.5898,0.001372,0.998628,-6.5898,1,143,81,81
hendrycks_math/test/001124,early_defer,defer,0.546738,0.453262,0.1875,0.51562,0.48438,0.0625,0.546738,0.453262,0.1875,0,240,123,123
hendrycks_math/test/001125,early_defer,defer,0.919643,0.080357,2.4375,0.766294,0.233706,1.1875,0.919643,0.080357,2.4375,0,842,329,329
hendrycks_math/test/001126,post_self,self,0.120853,0.879147,-1.9844,0.173288,0.826712,-1.5625,0.173288,0.826712,-1.5625,0,262,92,92
hendrycks_math/test/001127,early_defer,defer,0.934395,0.065605,2.6562,0.973645,0.026355,3.6094,0.934395,0.065605,2.6562,0,349,121,121
hendrycks_math/test/001128,post_defer,defer,0.256832,0.743168,-1.0625,0.754915,0.245085,1.125,0.754915,0.245085,1.125,0,395,147,147
hendrycks_math/test/001129,post_defer,defer,0.334589,0.665411,-0.6875,0.626124,0.373876,0.5156,0.626124,0.373876,0.5156,0,733,285,285
hendrycks_math/test/001130,early_defer,defer,0.531209,0.468791,0.125,0.952574,0.047426,3.0,0.531209,0.468791,0.125,0,6053,2049,2049
hendrycks_math/test/001131,post_self,self,0.105211,0.894789,-2.1406,0.001734,0.998266,-6.3555,0.001734,0.998266,-6.3555,1,344,118,118
hendrycks_math/test/001132,post_self,self,0.173288,0.826712,-1.5625,0.131173,0.868827,-1.8906,0.131173,0.868827,-1.8906,0,238,90,90
hendrycks_math/test/001133,post_self,self,0.05921,0.94079,-2.7656,0.005555,0.994445,-5.1875,0.005555,0.994445,-5.1875,0,333,123,123
hendrycks_math/test/001134,post_defer,defer,0.2227,0.7773,-1.25,0.679179,0.320821,0.75,0.679179,0.320821,0.75,0,259,89,89
hendrycks_math/test/001135,early_defer,defer,0.55447,0.44553,0.2188,0.695958,0.304042,0.8281,0.55447,0.44553,0.2188,0,464,183,183
hendrycks_math/test/001136,early_defer,defer,0.629775,0.370225,0.5312,0.2227,0.7773,-1.25,0.629775,0.370225,0.5312,1,496,199,199
hendrycks_math/test/001137,post_defer,defer,0.320821,0.679179,-0.75,0.808067,0.191933,1.4375,0.808067,0.191933,1.4375,0,908,404,404
hendrycks_math/test/001138,post_defer,defer,0.377541,0.622459,-0.5,0.845942,0.154058,1.7031,0.845942,0.154058,1.7031,1,949,319,319
hendrycks_math/test/001139,post_self,self,0.182426,0.817574,-1.5,0.392337,0.607663,-0.4375,0.392337,0.607663,-0.4375,1,384,142,142
hendrycks_math/test/001140,early_defer,defer,0.607663,0.392337,0.4375,0.993069,0.006931,4.9648,0.607663,0.392337,0.4375,0,884,315,315
hendrycks_math/test/001141,early_defer,defer,0.651355,0.348645,0.625,0.986363,0.013637,4.2812,0.651355,0.348645,0.625,0,844,256,256
