task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,reasoning_len,answer_len,actual_local_tokens
hendrycks_math/test/001441,post_self,self,0.024423,0.975577,-3.6875,0.003287,0.996713,-5.7144,0.003287,0.996713,-5.7144,1,702,237,237
hendrycks_math/test/001442,post_self,self,0.129403,0.870597,-1.9062,0.140572,0.859428,-1.8105,0.140572,0.859428,-1.8105,0,1651,501,501
hendrycks_math/test/001443,early_defer,defer,0.7773,0.2227,1.25,0.87213,0.12787,1.9199,0.7773,0.2227,1.25,0,3153,886,886
hendrycks_math/test/001444,post_self,self,0.042088,0.957912,-3.125,0.034456,0.965544,-3.333,0.034456,0.965544,-3.333,1,915,242,242
hendrycks_math/test/001445,post_self,self,0.362969,0.637031,-0.5625,0.273574,0.726426,-0.9766,0.273574,0.726426,-0.9766,0,1091,276,276
hendrycks_math/test/001446,post_defer,defer,0.422505,0.577495,-0.3125,0.821617,0.178383,1.5273,0.821617,0.178383,1.5273,0,2574,944,944
hendrycks_math/test/001447,post_defer,defer,0.281406,0.718594,-0.9375,0.986151,0.013849,4.2656,0.986151,0.013849,4.2656,1,2148,754,754
hendrycks_math/test/001448,early_defer,defer,0.893309,0.106691,2.125,0.29747,0.70253,-0.8594,0.893309,0.106691,2.125,0,2075,721,721
hendrycks_math/test/001449,early_defer,defer,0.629775,0.370225,0.5312,0.417746,0.582254,-0.332,0.629775,0.370225,0.5312,0,1131,325,325
hendrycks_math/test/001450,early_defer,defer,0.912436,0.087564,2.3438,0.13319,0.86681,-1.873,0.912436,0.087564,2.3438,1,1063,326,326
hendrycks_math/test/001451,post_self,self,0.5,0.5,0.0,0.115162,0.884838,-2.0391,0.115162,0.884838,-2.0391,1,1754,660,660
hendrycks_math/test/001452,post_self,self,0.098079,0.901921,-2.2188,0.012265,0.987735,-4.3887,0.012265,0.987735,-4.3887,1,914,226,226
hendrycks_math/test/001453,post_self,self,0.053403,0.946597,-2.875,0.00288,0.99712,-5.8472,0.00288,0.99712,-5.8472,1,1038,389,389
hendrycks_math/test/001454,post_self,self,0.078078,0.921922,-2.4688,0.003096,0.996904,-5.7744,0.003096,0.996904,-5.7744,1,578,226,226
hendrycks_math/test/001455,post_self,self,0.025179,0.974821,-3.6562,0.058993,0.941007,-2.7695,0.058993,0.941007,-2.7695,0,1107,380,380
hendrycks_math/test/001456,post_defer,defer,0.384912,0.615088,-0.4688,0.510741,0.489259,0.043,0.510741,0.489259,0.043,0,1192,344,344
hendrycks_math/test/001457,early_defer,defer,0.907312,0.092688,2.2812,0.909345,0.090655,2.3057,0.907312,0.092688,2.2812,1,1022,339,339
hendrycks_math/test/001458,post_self,self,0.377541,0.622459,-0.5,0.202443,0.797557,-1.3711,0.202443,0.797557,-1.3711,0,1523,532,532
hendrycks_math/test/001459,post_self,self,0.106691,0.893309,-2.125,0.026938,0.973062,-3.5869,0.026938,0.973062,-3.5869,1,1209,432,432
hendrycks_math/test/001460,early_defer,defer,0.705785,0.294215,0.875,0.733356,0.266644,1.0117,0.705785,0.294215,0.875,0,2336,668,668
hendrycks_math/test/001461,post_self,self,0.287768,0.712232,-0.9062,0.267408,0.732592,-1.0078,0.267408,0.732592,-1.0078,1,2677,1176,1176
hendrycks_math/test/001462,post_defer,defer,0.129403,0.870597,-1.9062,0.55929,0.44071,0.2383,0.55929,0.44071,0.2383,1,1249,497,497
hendrycks_math/test/001463,early_defer,defer,0.607663,0.392337,0.4375,0.121477,0.878523,-1.9785,0.607663,0.392337,0.4375,1,1738,658,658
hendrycks_math/test/001464,post_self,self,0.334589,0.665411,-0.6875,0.037292,0.962708,-3.251,0.037292,0.962708,-3.251,1,1538,588,588
hendrycks_math/test/001465,early_defer,defer,0.924142,0.075858,2.5,0.838944,0.161056,1.6504,0.924142,0.075858,2.5,1,1198,324,324
hendrycks_math/test/001466,early_defer,defer,0.72487,0.27513,0.9688,0.910784,0.089216,2.3232,0.72487,0.27513,0.9688,0,2109,719,719
hendrycks_math/test/001467,post_self,self,0.061876,0.938124,-2.7188,0.015447,0.984553,-4.1548,0.015447,0.984553,-4.1548,1,784,192,192
hendrycks_math/test/001468,early_defer,defer,0.679179,0.320821,0.75,0.982724,0.017276,4.041,0.679179,0.320821,0.75,0,4709,2048,2048
hendrycks_math/test/001469,early_defer,defer,0.893309,0.106691,2.125,0.917893,0.082107,2.4141,0.893309,0.106691,2.125,0,1355,416,416
hendrycks_math/test/001470,post_self,self,0.012054,0.987946,-4.4062,0.001053,0.998947,-6.8551,0.001053,0.998947,-6.8551,1,1018,280,280
hendrycks_math/test/001471,post_self,self,0.002473,0.997527,-6.0,0.000184,0.999816,-8.6025,0.000184,0.999816,-8.6025,1,500,189,189
hendrycks_math/test/001472,post_self,self,0.019124,0.980876,-3.9375,0.007684,0.992316,-4.8608,0.007684,0.992316,-4.8608,1,1001,461,461
hendrycks_math/test/001473,post_self,self,0.003594,0.996406,-5.625,0.000224,0.999776,-8.4028,0.000224,0.999776,-8.4028,1,454,181,181
hendrycks_math/test/001474,post_self,self,0.080357,0.919643,-2.4375,0.197135,0.802865,-1.4043,0.197135,0.802865,-1.4043,1,953,345,345
hendrycks_math/test/001475,early_defer,defer,0.562177,0.437823,0.25,0.222362,0.777638,-1.252,0.562177,0.437823,0.25,1,1518,590,590
hendrycks_math/test/001476,early_defer,defer,0.592667,0.407333,0.375,0.408277,0.591723,-0.3711,0.592667,0.407333,0.375,0,2748,1043,1043
hendrycks_math/test/001477,post_self,self,0.058346,0.941654,-2.7812,0.004462,0.995538,-5.4077,0.004462,0.995538,-5.4077,1,1032,326,326
hendrycks_math/test/001478,post_self,self,0.010653,0.989347,-4.5312,0.001777,0.998223,-6.3311,0.001777,0.998223,-6.3311,1,1061,377,377
hendrycks_math/test/001479,post_self,self,0.024423,0.975577,-3.6875,0.004346,0.995654,-5.4341,0.004346,0.995654,-5.4341,1,972,363,363
hendrycks_math/test/001480,post_self,self,0.468791,0.531209,-0.125,0.095181,0.904819,-2.252,0.095181,0.904819,-2.252,1,1198,345,345
hendrycks_math/test/001481,early_defer,defer,0.51562,0.48438,0.0625,0.187133,0.812867,-1.4688,0.51562,0.48438,0.0625,1,1639,577,577
hendrycks_math/test/001482,early_defer,defer,0.562177,0.437823,0.25,0.958847,0.041153,3.1484,0.562177,0.437823,0.25,0,3999,2049,2049
hendrycks_math/test/001483,early_defer,defer,0.712232,0.287768,0.9062,0.075858,0.924142,-2.5,0.712232,0.287768,0.9062,1,806,353,353
hendrycks_math/test/001484,post_self,self,0.044681,0.955319,-3.0625,0.018177,0.981823,-3.9893,0.018177,0.981823,-3.9893,1,777,322,322
hendrycks_math/test/001485,post_self,self,0.119203,0.880797,-2.0,0.019051,0.980949,-3.9414,0.019051,0.980949,-3.9414,1,1682,652,652
hendrycks_math/test/001486,early_defer,defer,0.679179,0.320821,0.75,0.569853,0.430147,0.2812,0.679179,0.320821,0.75,1,1782,725,725
hendrycks_math/test/001487,early_defer,defer,0.943348,0.056652,2.8125,0.935935,0.064065,2.6816,0.943348,0.056652,2.8125,0,2326,958,958
hendrycks_math/test/001488,post_self,self,0.136608,0.863392,-1.8438,0.025347,0.974653,-3.6494,0.025347,0.974653,-3.6494,1,1488,516,516
hendrycks_math/test/001489,early_defer,defer,0.843895,0.156105,1.6875,0.838151,0.161849,1.6445,0.843895,0.156105,1.6875,0,1740,482,482
hendrycks_math/test/001490,early_defer,defer,0.899121,0.100879,2.1875,0.732974,0.267026,1.0098,0.899121,0.100879,2.1875,1,1029,318,318
hendrycks_math/test/001491,early_defer,defer,0.803174,0.196826,1.4062,0.734881,0.265119,1.0195,0.803174,0.196826,1.4062,1,1064,288,288
hendrycks_math/test/001492,post_self,self,0.103749,0.896251,-2.1562,0.036978,0.963022,-3.2598,0.036978,0.963022,-3.2598,1,837,386,386
hendrycks_math/test/001493,early_defer,defer,0.855851,0.144149,1.7812,0.759225,0.240775,1.1484,0.855851,0.144149,1.7812,0,3172,1387,1387
hendrycks_math/test/001494,post_self,self,0.262842,0.737158,-1.0312,0.060418,0.939582,-2.7441,0.060418,0.939582,-2.7441,1,461,223,223
hendrycks_math/test/001495,early_defer,defer,0.890294,0.109706,2.0938,0.652241,0.347759,0.6289,0.890294,0.109706,2.0938,1,1520,460,460
hendrycks_math/test/001496,early_defer,defer,0.679179,0.320821,0.75,0.598312,0.401688,0.3984,0.679179,0.320821,0.75,1,1782,717,717
hendrycks_math/test/001497,post_self,self,0.00573,0.99427,-5.1562,0.000479,0.999521,-7.6426,0.000479,0.999521,-7.6426,1,1081,395,395
hendrycks_math/test/001498,post_self,self,0.020332,0.979668,-3.875,0.003328,0.996672,-5.7019,0.003328,0.996672,-5.7019,1,1590,542,542
hendrycks_math/test/001499,early_defer,defer,0.887205,0.112795,2.0625,0.947357,0.052643,2.8901,0.887205,0.112795,2.0625,1,993,360,360
hendrycks_math/test/001500,post_self,self,0.016915,0.983085,-4.0625,0.003988,0.996012,-5.5205,0.003988,0.996012,-5.5205,1,907,288,288
hendrycks_math/test/001501,post_self,self,0.078078,0.921922,-2.4688,0.01302,0.98698,-4.3281,0.01302,0.98698,-4.3281,0,1010,363,363
hendrycks_math/test/001502,post_self,self,0.051845,0.948155,-2.9062,0.16238,0.83762,-1.6406,0.16238,0.83762,-1.6406,0,1103,382,382
hendrycks_math/test/001503,early_defer,defer,0.880797,0.119203,2.0,0.80502,0.19498,1.418,0.880797,0.119203,2.0,1,1375,431,431
hendrycks_math/test/001504,post_self,self,0.129403,0.870597,-1.9062,0.378459,0.621541,-0.4961,0.378459,0.621541,-0.4961,0,1164,282,282
hendrycks_math/test/001505,post_self,self,0.115961,0.884039,-2.0312,0.02542,0.97458,-3.6465,0.02542,0.97458,-3.6465,1,2015,787,787
hendrycks_math/test/001506,post_self,self,0.017986,0.982014,-4.0,0.001127,0.998873,-6.787,0.001127,0.998873,-6.787,1,1036,468,468
hendrycks_math/test/001507,post_self,self,0.03622,0.96378,-3.2812,0.001467,0.998533,-6.5229,0.001467,0.998533,-6.5229,1,925,395,395
hendrycks_math/test/001508,early_defer,defer,0.749087,0.250913,1.0938,0.5,0.5,0.0,0.749087,0.250913,1.0938,0,2067,730,730
hendrycks_math/test/001509,post_self,self,0.5,0.5,0.0,0.221688,0.778312,-1.2559,0.221688,0.778312,-1.2559,0,1301,466,466
hendrycks_math/test/001510,post_self,self,0.140336,0.859664,-1.8125,0.498047,0.501953,-0.0078,0.498047,0.501953,-0.0078,0,1190,518,518
hendrycks_math/test/001511,early_defer,defer,0.72487,0.27513,0.9688,0.135461,0.864539,-1.8535,0.72487,0.27513,0.9688,1,1512,502,502
hendrycks_math/test/001512,early_defer,defer,0.637031,0.362969,0.5625,0.226784,0.773216,-1.2266,0.637031,0.362969,0.5625,1,901,351,351
hendrycks_math/test/001513,early_defer,defer,0.531209,0.468791,0.125,0.04439,0.95561,-3.0693,0.531209,0.468791,0.125,1,999,344,344
hendrycks_math/test/001514,early_defer,defer,0.99478,0.00522,5.25,0.979255,0.020745,3.8545,0.99478,0.00522,5.25,0,2302,1051,1051
hendrycks_math/test/001515,early_defer,defer,0.990292,0.009708,4.625,0.968381,0.031619,3.4219,0.990292,0.009708,4.625,0,1460,423,423
hendrycks_math/test/001516,post_defer,defer,0.061876,0.938124,-2.7188,0.569853,0.430147,0.2812,0.569853,0.430147,0.2812,0,562,133,133
hendrycks_math/test/001517,post_self,self,0.468791,0.531209,-0.125,0.438785,0.561215,-0.2461,0.438785,0.561215,-0.2461,0,1805,502,502
hendrycks_math/test/001518,post_self,self,0.006904,0.993096,-4.9688,0.001453,0.998547,-6.5326,0.001453,0.998547,-6.5326,1,1301,532,532
hendrycks_math/test/001519,post_self,self,0.019124,0.980876,-3.9375,0.001279,0.998721,-6.6605,0.001279,0.998721,-6.6605,1,966,341,341
hendrycks_math/test/001520,post_self,self,0.152032,0.847968,-1.7188,0.041501,0.958499,-3.1396,0.041501,0.958499,-3.1396,1,833,295,295
hendrycks_math/test/001521,early_defer,defer,0.72487,0.27513,0.9688,0.984927,0.015073,4.1797,0.72487,0.27513,0.9688,0,4458,1292,1292
hendrycks_math/test/001522,post_self,self,0.468791,0.531209,-0.125,0.052765,0.947235,-2.8877,0.052765,0.947235,-2.8877,1,1698,655,655
hendrycks_math/test/001523,early_defer,defer,0.977023,0.022977,3.75,0.983327,0.016673,4.0771,0.977023,0.022977,3.75,0,2597,659,659
hendrycks_math/test/001524,post_self,self,0.013637,0.986363,-4.2812,0.001204,0.998796,-6.7207,0.001204,0.998796,-6.7207,1,841,334,334
hendrycks_math/test/001525,post_self,self,0.2227,0.7773,-1.25,0.079997,0.920003,-2.4424,0.079997,0.920003,-2.4424,1,1325,466,466
hendrycks_math/test/001526,early_defer,defer,0.863392,0.136608,1.8438,0.53607,0.46393,0.1445,0.863392,0.136608,1.8438,1,1327,344,344
hendrycks_math/test/001527,early_defer,defer,0.997677,0.002323,6.0625,0.987345,0.012655,4.3569,0.997677,0.002323,6.0625,0,3454,953,953
hendrycks_math/test/001528,post_self,self,0.012432,0.987568,-4.375,0.005038,0.994962,-5.2856,0.005038,0.994962,-5.2856,1,845,294,294
hendrycks_math/test/001529,post_self,self,0.148047,0.851953,-1.75,0.244363,0.755637,-1.1289,0.244363,0.755637,-1.1289,1,1321,503,503
hendrycks_math/test/001530,post_self,self,0.017986,0.982014,-4.0,0.002417,0.997583,-6.0227,0.002417,0.997583,-6.0227,1,928,353,353
hendrycks_math/test/001531,early_defer,defer,0.622459,0.377541,0.5,0.100172,0.899828,-2.1953,0.622459,0.377541,0.5,1,887,249,249
hendrycks_math/test/001532,early_defer,defer,0.644225,0.355775,0.5938,0.06724,0.93276,-2.6299,0.644225,0.355775,0.5938,1,1576,519,519
hendrycks_math/test/001533,post_self,self,0.191933,0.808067,-1.4375,0.025883,0.974117,-3.6279,0.025883,0.974117,-3.6279,1,1163,354,354
hendrycks_math/test/001534,post_self,self,0.281406,0.718594,-0.9375,0.442636,0.557364,-0.2305,0.442636,0.557364,-0.2305,0,2145,726,726
hendrycks_math/test/001535,early_defer,defer,0.812867,0.187133,1.4688,0.917451,0.082549,2.4082,0.812867,0.187133,1.4688,0,1955,642,642
hendrycks_math/test/001536,post_self,self,0.019124,0.980876,-3.9375,0.002786,0.997214,-5.8804,0.002786,0.997214,-5.8804,1,994,402,402
hendrycks_math/test/001537,post_self,self,0.281406,0.718594,-0.9375,0.053157,0.946843,-2.8799,0.053157,0.946843,-2.8799,1,674,322,322
hendrycks_math/test/001538,post_self,self,0.002715,0.997285,-5.9062,0.000234,0.999766,-8.3621,0.000234,0.999766,-8.3621,1,1110,344,344
hendrycks_math/test/001539,early_defer,defer,0.877477,0.122523,1.9688,0.909747,0.090253,2.3105,0.877477,0.122523,1.9688,0,3232,1075,1075
hendrycks_math/test/001540,early_defer,defer,0.970688,0.029312,3.5,0.852199,0.147801,1.752,0.970688,0.029312,3.5,0,2241,803,803
hendrycks_math/test/001541,early_defer,defer,0.812867,0.187133,1.4688,0.981058,0.018942,3.9473,0.812867,0.187133,1.4688,0,4606,2048,2048
hendrycks_math/test/001542,post_self,self,0.061876,0.938124,-2.7188,0.016045,0.983955,-4.1162,0.016045,0.983955,-4.1162,1,1093,313,313
hendrycks_math/test/001543,post_self,self,0.132964,0.867036,-1.875,0.02559,0.97441,-3.6396,0.02559,0.97441,-3.6396,1,1277,354,354
hendrycks_math/test/001544,post_self,self,0.009413,0.990587,-4.6562,0.000358,0.999642,-7.9355,0.000358,0.999642,-7.9355,1,894,257,257
hendrycks_math/test/001545,early_defer,defer,0.939913,0.060087,2.75,0.904903,0.095097,2.2529,0.939913,0.060087,2.75,0,1474,412,412
hendrycks_math/test/001546,early_defer,defer,0.887205,0.112795,2.0625,0.653127,0.346873,0.6328,0.887205,0.112795,2.0625,0,1864,541,541
hendrycks_math/test/001547,post_self,self,0.362969,0.637031,-0.5625,0.165323,0.834677,-1.6191,0.165323,0.834677,-1.6191,0,1023,310,310
hendrycks_math/test/001548,early_defer,defer,0.531209,0.468791,0.125,0.498047,0.501953,-0.0078,0.531209,0.468791,0.125,0,1226,324,324
hendrycks_math/test/001549,post_defer,defer,0.112795,0.887205,-2.0625,0.824744,0.175256,1.5488,0.824744,0.175256,1.5488,0,1913,613,613
hendrycks_math/test/001550,post_self,self,0.103749,0.896251,-2.1562,0.404507,0.595493,-0.3867,0.404507,0.595493,-0.3867,1,1544,533,533
hendrycks_math/test/001551,post_self,self,0.212069,0.787931,-1.3125,0.271252,0.728748,-0.9883,0.271252,0.728748,-0.9883,0,1129,362,362
hendrycks_math/test/001552,post_self,self,0.021615,0.978385,-3.8125,0.00051,0.99949,-7.5805,0.00051,0.99949,-7.5805,1,893,276,276
hendrycks_math/test/001553,early_defer,defer,0.990292,0.009708,4.625,0.994702,0.005298,5.2351,0.990292,0.009708,4.625,0,1603,421,421
hendrycks_math/test/001554,post_self,self,0.5,0.5,0.0,0.120646,0.879354,-1.9863,0.120646,0.879354,-1.9863,1,1102,364,364
hendrycks_math/test/001555,early_defer,defer,0.531209,0.468791,0.125,0.900879,0.099121,2.207,0.531209,0.468791,0.125,0,2088,745,745
hendrycks_math/test/001556,early_defer,defer,0.992423,0.007577,4.875,0.975202,0.024798,3.6719,0.992423,0.007577,4.875,0,4676,2048,2048
hendrycks_math/test/001557,early_defer,defer,0.984094,0.015906,4.125,0.954647,0.045353,3.0469,0.984094,0.015906,4.125,0,3033,874,874
hendrycks_math/test/001558,early_defer,defer,0.562177,0.437823,0.25,0.682574,0.317426,0.7656,0.562177,0.437823,0.25,1,1145,326,326
hendrycks_math/test/001559,early_defer,defer,0.899121,0.100879,2.1875,0.948917,0.051083,2.9219,0.899121,0.100879,2.1875,0,1526,390,390
hendrycks_math/test/001560,post_self,self,0.063715,0.936285,-2.6875,0.008458,0.991542,-4.7642,0.008458,0.991542,-4.7642,1,1275,395,395
hendrycks_math/test/001561,early_defer,defer,0.766294,0.233706,1.1875,0.943556,0.056444,2.8164,0.766294,0.233706,1.1875,0,3867,1632,1632
hendrycks_math/test/001562,early_defer,defer,0.983085,0.016915,4.0625,0.932453,0.067547,2.625,0.983085,0.016915,4.0625,0,835,217,217
hendrycks_math/test/001563,post_self,self,0.307358,0.692642,-0.8125,0.180395,0.819605,-1.5137,0.180395,0.819605,-1.5137,1,1360,490,490
hendrycks_math/test/001564,post_self,self,0.144149,0.855851,-1.7812,0.006175,0.993825,-5.0811,0.006175,0.993825,-5.0811,1,1051,338,338
hendrycks_math/test/001565,early_defer,defer,0.989672,0.010328,4.5625,0.965283,0.034717,3.3252,0.989672,0.010328,4.5625,0,2484,1208,1208
hendrycks_math/test/001566,post_self,self,0.022977,0.977023,-3.75,0.022651,0.977349,-3.7646,0.022651,0.977349,-3.7646,1,810,291,291
hendrycks_math/test/001567,post_self,self,0.156105,0.843895,-1.6875,0.007563,0.992437,-4.877,0.007563,0.992437,-4.877,1,1312,424,424
hendrycks_math/test/001568,early_defer,defer,0.939913,0.060087,2.75,0.710628,0.289372,0.8984,0.939913,0.060087,2.75,0,1672,479,479
hendrycks_math/test/001569,post_self,self,0.437823,0.562177,-0.25,0.351311,0.648689,-0.6133,0.351311,0.648689,-0.6133,1,1411,481,481
hendrycks_math/test/001570,post_defer,defer,0.437823,0.562177,-0.25,0.883638,0.116362,2.0273,0.883638,0.116362,2.0273,1,1055,414,414
hendrycks_math/test/001571,early_defer,defer,0.607663,0.392337,0.4375,0.855851,0.144149,1.7812,0.607663,0.392337,0.4375,0,1925,737,737
hendrycks_math/test/001572,early_defer,defer,0.651355,0.348645,0.625,0.532182,0.467818,0.1289,0.651355,0.348645,0.625,0,1632,511,511
hendrycks_math/test/001573,post_self,self,0.152032,0.847968,-1.7188,0.18418,0.81582,-1.4883,0.18418,0.81582,-1.4883,1,1090,292,292
hendrycks_math/test/001574,early_defer,defer,0.531209,0.468791,0.125,0.148788,0.851212,-1.7441,0.531209,0.468791,0.125,0,1676,493,493
hendrycks_math/test/001575,post_self,self,0.012432,0.987568,-4.375,0.004227,0.995773,-5.4619,0.004227,0.995773,-5.4619,1,686,261,261
hendrycks_math/test/001576,early_defer,defer,0.651355,0.348645,0.625,0.503906,0.496094,0.0156,0.651355,0.348645,0.625,0,1629,538,538
hendrycks_math/test/001577,early_defer,defer,0.817574,0.182426,1.5,0.951818,0.048182,2.9834,0.817574,0.182426,1.5,0,813,286,286
hendrycks_math/test/001578,early_defer,defer,0.812867,0.187133,1.4688,0.801936,0.198064,1.3984,0.812867,0.187133,1.4688,0,2128,650,650
hendrycks_math/test/001579,post_self,self,0.228157,0.771843,-1.2188,0.046725,0.953275,-3.0156,0.046725,0.953275,-3.0156,0,827,280,280
hendrycks_math/test/001580,post_self,self,0.407333,0.592667,-0.375,0.183594,0.816406,-1.4922,0.183594,0.816406,-1.4922,1,481,171,171
hendrycks_math/test/001581,early_defer,defer,0.731059,0.268941,1.0,0.736401,0.263599,1.0273,0.731059,0.268941,1.0,1,1358,406,406
hendrycks_math/test/001582,post_self,self,0.055005,0.944995,-2.8438,0.013121,0.986879,-4.3203,0.013121,0.986879,-4.3203,1,1243,562,562
hendrycks_math/test/001583,post_self,self,0.129403,0.870597,-1.9062,0.4436,0.5564,-0.2266,0.4436,0.5564,-0.2266,0,1304,453,453
hendrycks_math/test/001584,early_defer,defer,0.991423,0.008577,4.75,0.995564,0.004436,5.4136,0.991423,0.008577,4.75,0,579,140,140
hendrycks_math/test/001585,early_defer,defer,0.798187,0.201813,1.375,0.225076,0.774924,-1.2363,0.798187,0.201813,1.375,0,1186,447,447
hendrycks_math/test/001586,post_self,self,0.48438,0.51562,-0.0625,0.409221,0.590779,-0.3672,0.409221,0.590779,-0.3672,1,1517,470,470
hendrycks_math/test/001587,early_defer,defer,0.592667,0.407333,0.375,0.909907,0.090093,2.3125,0.592667,0.407333,0.375,0,1618,647,647
hendrycks_math/test/001588,post_self,self,0.060087,0.939913,-2.75,0.00616,0.99384,-5.0835,0.00616,0.99384,-5.0835,1,914,285,285
hendrycks_math/test/001589,early_defer,defer,0.692642,0.307358,0.8125,0.685949,0.314051,0.7812,0.692642,0.307358,0.8125,0,1754,749,749
hendrycks_math/test/001590,post_self,self,0.233706,0.766294,-1.1875,0.056652,0.943348,-2.8125,0.056652,0.943348,-2.8125,1,1141,364,364
hendrycks_math/test/001591,early_defer,defer,0.979668,0.020332,3.875,0.93611,0.06389,2.6846,0.979668,0.020332,3.875,0,3014,947,947
hendrycks_math/test/001592,post_self,self,0.014957,0.985043,-4.1875,0.00034,0.99966,-7.986,0.00034,0.99966,-7.986,1,1424,500,500
hendrycks_math/test/001593,early_defer,defer,0.990292,0.009708,4.625,0.980922,0.019078,3.9399,0.990292,0.009708,4.625,0,1826,493,493
hendrycks_math/test/001594,early_defer,defer,0.808067,0.191933,1.4375,0.625209,0.374791,0.5117,0.808067,0.191933,1.4375,0,1363,728,728
hendrycks_math/test/001595,early_defer,defer,0.812867,0.187133,1.4688,0.596433,0.403567,0.3906,0.812867,0.187133,1.4688,1,1601,494,494
hendrycks_math/test/001596,post_self,self,0.028436,0.971564,-3.5312,0.003512,0.996488,-5.6479,0.003512,0.996488,-5.6479,1,1033,373,373
hendrycks_math/test/001597,early_defer,defer,0.531209,0.468791,0.125,0.718594,0.281406,0.9375,0.531209,0.468791,0.125,0,1173,385,385
hendrycks_math/test/001598,early_defer,defer,0.992879,0.007121,4.9375,0.978302,0.021698,3.8086,0.992879,0.007121,4.9375,0,1395,416,416
hendrycks_math/test/001599,early_defer,defer,0.939913,0.060087,2.75,0.907558,0.092442,2.2842,0.939913,0.060087,2.75,0,1728,422,422
hendrycks_math/test/001600,post_defer,defer,0.122523,0.877477,-1.9688,0.627038,0.372962,0.5195,0.627038,0.372962,0.5195,0,1297,424,424
hendrycks_math/test/001601,post_self,self,0.362969,0.637031,-0.5625,0.183009,0.816991,-1.4961,0.183009,0.816991,-1.4961,0,1093,419,419
hendrycks_math/test/001602,early_defer,defer,0.867036,0.132964,1.875,0.954478,0.045522,3.043,0.867036,0.132964,1.875,0,1163,403,403
hendrycks_math/test/001603,post_defer,defer,0.327668,0.672332,-0.7188,0.654895,0.345105,0.6406,0.654895,0.345105,0.6406,0,2119,606,606
hendrycks_math/test/001604,post_self,self,0.067547,0.932453,-2.625,0.006914,0.993086,-4.9673,0.006914,0.993086,-4.9673,1,1333,515,515
hendrycks_math/test/001605,early_defer,defer,0.919643,0.080357,2.4375,0.819316,0.180684,1.5117,0.919643,0.080357,2.4375,0,2530,1239,1239
hendrycks_math/test/001606,early_defer,defer,0.924142,0.075858,2.5,0.926769,0.073231,2.5381,0.924142,0.075858,2.5,1,1269,355,355
hendrycks_math/test/001607,post_self,self,0.112795,0.887205,-2.0625,0.002268,0.997732,-6.0867,0.002268,0.997732,-6.0867,1,927,269,269
hendrycks_math/test/001608,early_defer,defer,0.692642,0.307358,0.8125,0.917451,0.082549,2.4082,0.692642,0.307358,0.8125,0,2092,755,755
hendrycks_math/test/001609,post_self,self,0.009126,0.990874,-4.6875,0.005385,0.994615,-5.2188,0.005385,0.994615,-5.2188,1,1053,310,310
hendrycks_math/test/001610,early_defer,defer,0.982014,0.017986,4.0,0.9416,0.0584,2.7803,0.982014,0.017986,4.0,0,1283,355,355
hendrycks_math/test/001611,early_defer,defer,0.991938,0.008062,4.8125,0.942188,0.057812,2.791,0.991938,0.008062,4.8125,1,1593,435,435
hendrycks_math/test/001612,early_defer,defer,0.658418,0.341582,0.6562,0.378459,0.621541,-0.4961,0.658418,0.341582,0.6562,1,1843,533,533
hendrycks_math/test/001613,early_defer,defer,0.952574,0.047426,3.0,0.93646,0.06354,2.6904,0.952574,0.047426,3.0,0,1723,536,536
hendrycks_math/test/001614,early_defer,defer,0.622459,0.377541,0.5,0.272025,0.727975,-0.9844,0.622459,0.377541,0.5,0,670,218,218
hendrycks_math/test/001615,early_defer,defer,0.531209,0.468791,0.125,0.076064,0.923936,-2.4971,0.531209,0.468791,0.125,0,1386,383,383
hendrycks_math/test/001616,early_defer,defer,0.826712,0.173288,1.5625,0.854885,0.145115,1.7734,0.826712,0.173288,1.5625,0,1577,584,584
hendrycks_math/test/001617,post_self,self,0.132964,0.867036,-1.875,0.0147,0.9853,-4.2051,0.0147,0.9853,-4.2051,1,826,365,365
hendrycks_math/test/001618,post_self,self,0.106691,0.893309,-2.125,0.01404,0.98596,-4.2517,0.01404,0.98596,-4.2517,0,1065,319,319
hendrycks_math/test/001619,post_self,self,0.048858,0.951142,-2.9688,0.093761,0.906239,-2.2686,0.093761,0.906239,-2.2686,0,1038,425,425
hendrycks_math/test/001620,post_self,self,0.2227,0.7773,-1.25,0.132739,0.867261,-1.877,0.132739,0.867261,-1.877,1,746,197,197
hendrycks_math/test/001621,post_self,self,0.051845,0.948155,-2.9062,0.015388,0.984612,-4.1587,0.015388,0.984612,-4.1587,1,933,307,307
hendrycks_math/test/001622,post_self,self,0.067547,0.932453,-2.625,0.007156,0.992844,-4.9326,0.007156,0.992844,-4.9326,1,877,414,414
hendrycks_math/test/001623,post_self,self,0.012054,0.987946,-4.4062,0.000801,0.999199,-7.1292,0.000801,0.999199,-7.1292,1,922,433,433
hendrycks_math/test/001624,post_self,self,0.092688,0.907312,-2.2812,0.007036,0.992964,-4.9497,0.007036,0.992964,-4.9497,1,1160,393,393
hendrycks_math/test/001625,early_defer,defer,0.562177,0.437823,0.25,0.273574,0.726426,-0.9766,0.562177,0.437823,0.25,1,1808,724,724
hendrycks_math/test/001626,post_self,self,0.196826,0.803174,-1.4062,0.018824,0.981176,-3.9536,0.018824,0.981176,-3.9536,1,1244,483,483
