task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,pred_answer,gold_answer,self_passed,reasoning_len,answer_len,actual_local_tokens
mmlu/all/test/002414,post_defer,defer,0.348645,0.651355,-0.625,0.982014,0.017986,4.0,0.982014,0.017986,4.0,B,B,1,1078,370,370
mmlu/all/test/002415,early_defer,defer,0.592667,0.407333,0.375,0.00141,0.99859,-6.5625,0.592667,0.407333,0.375,B,B,1,415,113,113
mmlu/all/test/002416,early_defer,defer,0.731059,0.268941,1.0,0.562177,0.437823,0.25,0.731059,0.268941,1.0,D,D,1,359,128,128
mmlu/all/test/002417,post_self,self,0.268941,0.731059,-1.0,0.048858,0.951142,-2.9688,0.048858,0.951142,-2.9688,C,B,0,861,412,412
mmlu/all/test/002418,post_self,self,0.468791,0.531209,-0.125,0.164516,0.835484,-1.625,0.164516,0.835484,-1.625,C,C,1,382,107,107
mmlu/all/test/002419,post_self,self,0.060087,0.939913,-2.75,1.7e-05,0.999983,-11.0,1.7e-05,0.999983,-11.0,A,A,1,398,114,114
mmlu/all/test/002420,early_defer,defer,0.766294,0.233706,1.1875,0.067547,0.932453,-2.625,0.766294,0.233706,1.1875,D,D,1,811,233,233
mmlu/all/test/002421,post_self,self,0.029312,0.970688,-3.5,5.1e-05,0.999949,-9.875,5.1e-05,0.999949,-9.875,A,A,1,464,168,168
mmlu/all/test/002422,post_self,self,0.001549,0.998451,-6.4688,9e-06,0.999991,-11.625,9e-06,0.999991,-11.625,B,B,1,185,69,69
mmlu/all/test/002423,post_self,self,0.025957,0.974043,-3.625,0.000116,0.999884,-9.0625,0.000116,0.999884,-9.0625,C,C,1,318,90,90
mmlu/all/test/002424,post_defer,defer,0.106691,0.893309,-2.125,0.798187,0.201813,1.375,0.798187,0.201813,1.375,B,B,1,531,153,153
mmlu/all/test/002425,early_defer,defer,0.562177,0.437823,0.25,0.966914,0.033086,3.375,0.562177,0.437823,0.25,C,C,1,701,215,215
mmlu/all/test/002426,post_defer,defer,0.245085,0.754915,-1.125,0.997603,0.002397,6.0312,0.997603,0.002397,6.0312,C,C,1,1187,357,357
mmlu/all/test/002427,post_self,self,0.095349,0.904651,-2.25,0.000296,0.999704,-8.125,0.000296,0.999704,-8.125,B,B,1,190,70,70
mmlu/all/test/002428,post_self,self,0.007346,0.992654,-4.9062,2.8e-05,0.999972,-10.5,2.8e-05,0.999972,-10.5,D,D,1,302,114,114
mmlu/all/test/002429,early_defer,defer,0.531209,0.468791,0.125,0.948155,0.051845,2.9062,0.531209,0.468791,0.125,A,A,1,530,156,156
mmlu/all/test/002430,post_defer,defer,0.407333,0.592667,-0.375,0.982014,0.017986,4.0,0.982014,0.017986,4.0,C,C,1,301,118,118
mmlu/all/test/002431,post_self,self,0.067547,0.932453,-2.625,4.3e-05,0.999957,-10.0625,4.3e-05,0.999957,-10.0625,D,D,1,581,205,205
mmlu/all/test/002432,post_self,self,0.038466,0.961534,-3.2188,0.000488,0.999512,-7.625,0.000488,0.999512,-7.625,C,C,1,183,67,67
mmlu/all/test/002433,post_self,self,0.033086,0.966914,-3.375,3.1e-05,0.999969,-10.375,3.1e-05,0.999969,-10.375,A,A,1,750,238,238
mmlu/all/test/002434,post_self,self,0.022977,0.977023,-3.75,0.000169,0.999831,-8.6875,0.000169,0.999831,-8.6875,B,B,1,309,93,93
mmlu/all/test/002435,post_self,self,0.377541,0.622459,-0.5,0.002051,0.997949,-6.1875,0.002051,0.997949,-6.1875,D,D,1,1031,458,458
mmlu/all/test/002436,early_defer,defer,0.851953,0.148047,1.75,0.2227,0.7773,-1.25,0.851953,0.148047,1.75,B,B,1,471,144,144
mmlu/all/test/002437,post_self,self,0.106691,0.893309,-2.125,0.005911,0.994089,-5.125,0.005911,0.994089,-5.125,D,B,0,482,162,162
mmlu/all/test/002438,post_self,self,0.245085,0.754915,-1.125,0.000488,0.999512,-7.625,0.000488,0.999512,-7.625,D,D,1,329,111,111
mmlu/all/test/002439,post_defer,defer,0.075858,0.924142,-2.5,0.705785,0.294215,0.875,0.705785,0.294215,0.875,A,A,1,327,109,109
mmlu/all/test/002440,post_defer,defer,0.468791,0.531209,-0.125,0.979668,0.020332,3.875,0.979668,0.020332,3.875,D,D,1,775,219,219
mmlu/all/test/002441,post_self,self,0.320821,0.679179,-0.75,0.00181,0.99819,-6.3125,0.00181,0.99819,-6.3125,C,C,1,635,235,235
mmlu/all/test/002442,post_self,self,0.000404,0.999596,-7.8125,2e-06,0.999998,-13.1875,2e-06,0.999998,-13.1875,B,B,1,391,116,116
mmlu/all/test/002443,early_defer,defer,0.760651,0.239349,1.1562,0.997603,0.002397,6.0312,0.760651,0.239349,1.1562,C,D,0,1488,295,295
mmlu/all/test/002444,early_defer,defer,0.679179,0.320821,0.75,0.7773,0.2227,1.25,0.679179,0.320821,0.75,A,A,1,702,184,184
mmlu/all/test/002445,early_defer,defer,0.835484,0.164516,1.625,0.001325,0.998675,-6.625,0.835484,0.164516,1.625,A,C,0,1504,322,322
mmlu/all/test/002446,early_defer,defer,0.867036,0.132964,1.875,0.014957,0.985043,-4.1875,0.867036,0.132964,1.875,A,A,1,1057,324,324
mmlu/all/test/002447,post_self,self,0.294215,0.705785,-0.875,4.3e-05,0.999957,-10.0625,4.3e-05,0.999957,-10.0625,A,B,0,1187,298,298
mmlu/all/test/002448,post_defer,defer,0.348645,0.651355,-0.625,0.987568,0.012432,4.375,0.987568,0.012432,4.375,B,D,0,1312,288,288
mmlu/all/test/002449,early_defer,defer,0.817574,0.182426,1.5,0.106691,0.893309,-2.125,0.817574,0.182426,1.5,A,D,0,1362,438,438
mmlu/all/test/002450,post_self,self,0.106691,0.893309,-2.125,0.000158,0.999842,-8.75,0.000158,0.999842,-8.75,B,B,1,995,224,224
mmlu/all/test/002451,early_defer,defer,0.884039,0.115961,2.0312,0.562177,0.437823,0.25,0.884039,0.115961,2.0312,B,D,0,975,300,300
mmlu/all/test/002452,post_self,self,0.014064,0.985936,-4.25,2.9e-05,0.999971,-10.4375,2.9e-05,0.999971,-10.4375,D,D,1,1490,338,338
mmlu/all/test/002453,post_self,self,0.119203,0.880797,-2.0,0.000169,0.999831,-8.6875,0.000169,0.999831,-8.6875,A,A,1,1230,369,369
mmlu/all/test/002454,early_defer,defer,0.904651,0.095349,2.25,0.047426,0.952574,-3.0,0.904651,0.095349,2.25,C,B,0,2492,786,786
mmlu/all/test/002455,early_defer,defer,0.817574,0.182426,1.5,0.984336,0.015664,4.1406,0.817574,0.182426,1.5,,D,0,704,174,174
mmlu/all/test/002456,early_defer,defer,0.835484,0.164516,1.625,0.99371,0.00629,5.0625,0.835484,0.164516,1.625,,C,0,2678,1024,1024
mmlu/all/test/002457,early_defer,defer,0.851953,0.148047,1.75,0.294215,0.705785,-0.875,0.851953,0.148047,1.75,B,D,0,2537,958,958
mmlu/all/test/002458,early_defer,defer,0.562177,0.437823,0.25,0.592667,0.407333,0.375,0.562177,0.437823,0.25,B,B,1,2333,681,681
mmlu/all/test/002459,early_defer,defer,0.851953,0.148047,1.75,0.006693,0.993307,-5.0,0.851953,0.148047,1.75,A,D,0,799,182,182
mmlu/all/test/002460,post_self,self,0.201813,0.798187,-1.375,9e-05,0.99991,-9.3125,9e-05,0.99991,-9.3125,D,D,1,1606,437,437
mmlu/all/test/002461,early_defer,defer,0.731059,0.268941,1.0,0.037327,0.962673,-3.25,0.731059,0.268941,1.0,B,B,1,1034,321,321
mmlu/all/test/002462,post_defer,defer,0.022977,0.977023,-3.75,0.991684,0.008316,4.7812,0.991684,0.008316,4.7812,D,B,0,1964,542,542
mmlu/all/test/002463,early_defer,defer,0.887205,0.112795,2.0625,0.953275,0.046725,3.0156,0.887205,0.112795,2.0625,B,B,1,1944,671,671
mmlu/all/test/002464,early_defer,defer,0.679179,0.320821,0.75,0.320821,0.679179,-0.75,0.679179,0.320821,0.75,C,D,0,350,97,97
mmlu/all/test/002465,post_self,self,0.060087,0.939913,-2.75,5.8e-05,0.999942,-9.75,5.8e-05,0.999942,-9.75,B,B,1,1327,296,296
mmlu/all/test/002466,early_defer,defer,0.835484,0.164516,1.625,0.075858,0.924142,-2.5,0.835484,0.164516,1.625,A,C,0,1259,413,413
mmlu/all/test/002467,early_defer,defer,0.867036,0.132964,1.875,0.887205,0.112795,2.0625,0.867036,0.132964,1.875,D,D,1,1040,315,315
mmlu/all/test/002468,early_defer,defer,0.817574,0.182426,1.5,0.164516,0.835484,-1.625,0.817574,0.182426,1.5,B,A,0,2143,699,699
mmlu/all/test/002469,post_self,self,0.268941,0.731059,-1.0,0.00407,0.99593,-5.5,0.00407,0.99593,-5.5,C,D,0,1487,352,352
mmlu/all/test/002470,post_defer,defer,0.407333,0.592667,-0.375,0.991938,0.008062,4.8125,0.991938,0.008062,4.8125,A,A,1,1744,391,391
mmlu/all/test/002471,post_self,self,0.087564,0.912436,-2.3438,0.000261,0.999739,-8.25,0.000261,0.999739,-8.25,C,A,0,735,212,212
mmlu/all/test/002472,early_defer,defer,0.874077,0.125923,1.9375,0.995668,0.004332,5.4375,0.874077,0.125923,1.9375,D,A,0,3100,969,969
mmlu/all/test/002473,early_defer,defer,0.893309,0.106691,2.125,0.268941,0.731059,-1.0,0.893309,0.106691,2.125,B,B,1,1704,581,581
mmlu/all/test/002474,early_defer,defer,0.817574,0.182426,1.5,0.835484,0.164516,1.625,0.817574,0.182426,1.5,B,A,0,3281,915,915
mmlu/all/test/002475,post_self,self,0.239349,0.760651,-1.1562,0.001598,0.998402,-6.4375,0.001598,0.998402,-6.4375,A,D,0,990,279,279
mmlu/all/test/002476,post_self,self,0.245085,0.754915,-1.125,0.00097,0.99903,-6.9375,0.00097,0.99903,-6.9375,B,B,1,1084,289,289
mmlu/all/test/002477,early_defer,defer,0.705785,0.294215,0.875,0.990874,0.009126,4.6875,0.705785,0.294215,0.875,A,D,0,425,132,132
mmlu/all/test/002478,early_defer,defer,0.914901,0.085099,2.375,0.874077,0.125923,1.9375,0.914901,0.085099,2.375,B,C,0,2130,799,799
mmlu/all/test/002479,early_defer,defer,0.835484,0.164516,1.625,0.377541,0.622459,-0.5,0.835484,0.164516,1.625,B,B,1,2406,662,662
mmlu/all/test/002480,early_defer,defer,0.817574,0.182426,1.5,0.182426,0.817574,-1.5,0.817574,0.182426,1.5,D,D,1,893,193,193
mmlu/all/test/002481,post_self,self,0.106691,0.893309,-2.125,0.000169,0.999831,-8.6875,0.000169,0.999831,-8.6875,B,B,1,950,230,230
mmlu/all/test/002482,early_defer,defer,0.705785,0.294215,0.875,0.990292,0.009708,4.625,0.705785,0.294215,0.875,D,D,1,1762,519,519
mmlu/all/test/002483,post_self,self,0.2227,0.7773,-1.25,0.00407,0.99593,-5.5,0.00407,0.99593,-5.5,A,A,1,827,169,169
mmlu/all/test/002484,early_defer,defer,0.817574,0.182426,1.5,0.966914,0.033086,3.375,0.817574,0.182426,1.5,C,A,0,307,87,87
mmlu/all/test/002485,early_defer,defer,0.859664,0.140336,1.8125,0.015906,0.984094,-4.125,0.859664,0.140336,1.8125,C,C,1,1404,493,493
mmlu/all/test/002486,early_defer,defer,0.835484,0.164516,1.625,0.00461,0.99539,-5.375,0.835484,0.164516,1.625,C,A,0,1446,443,443
mmlu/all/test/002487,early_defer,defer,0.904651,0.095349,2.25,0.067547,0.932453,-2.625,0.904651,0.095349,2.25,A,A,1,2924,872,872
mmlu/all/test/002488,post_self,self,0.2227,0.7773,-1.25,0.00181,0.99819,-6.3125,0.00181,0.99819,-6.3125,A,A,1,666,191,191
mmlu/all/test/002489,post_self,self,0.008847,0.991153,-4.7188,1.7e-05,0.999983,-11.0,1.7e-05,0.999983,-11.0,D,D,1,1384,415,415
mmlu/all/test/002490,post_self,self,0.294215,0.705785,-0.875,4e-05,0.99996,-10.125,4e-05,0.99996,-10.125,A,A,1,978,258,258
mmlu/all/test/002491,early_defer,defer,0.798187,0.201813,1.375,0.010987,0.989013,-4.5,0.798187,0.201813,1.375,B,D,0,2785,967,967
mmlu/all/test/002492,early_defer,defer,0.651355,0.348645,0.625,0.924142,0.075858,2.5,0.651355,0.348645,0.625,B,B,1,2240,574,574
mmlu/all/test/002493,early_defer,defer,0.835484,0.164516,1.625,0.962673,0.037327,3.25,0.835484,0.164516,1.625,B,B,1,1906,536,536
mmlu/all/test/002494,early_defer,defer,0.798187,0.201813,1.375,0.004332,0.995668,-5.4375,0.798187,0.201813,1.375,B,A,0,1692,606,606
mmlu/all/test/002495,post_defer,defer,0.182426,0.817574,-1.5,0.731059,0.268941,1.0,0.731059,0.268941,1.0,A,D,0,647,173,173
mmlu/all/test/002496,early_defer,defer,0.531209,0.468791,0.125,0.000315,0.999685,-8.0625,0.531209,0.468791,0.125,B,D,0,702,185,185
mmlu/all/test/002497,early_defer,defer,0.893309,0.106691,2.125,0.201813,0.798187,-1.375,0.893309,0.106691,2.125,B,B,1,756,184,184
mmlu/all/test/002498,post_self,self,0.025957,0.974043,-3.625,0.000102,0.999898,-9.1875,0.000102,0.999898,-9.1875,B,B,1,1422,386,386
mmlu/all/test/002499,early_defer,defer,0.880797,0.119203,2.0,0.025957,0.974043,-3.625,0.880797,0.119203,2.0,C,B,0,1548,530,530
mmlu/all/test/002500,early_defer,defer,0.893309,0.106691,2.125,0.651355,0.348645,0.625,0.893309,0.106691,2.125,B,B,1,2720,838,838
mmlu/all/test/002501,post_self,self,0.144149,0.855851,-1.7812,0.000519,0.999481,-7.5625,0.000519,0.999481,-7.5625,B,B,1,1262,355,355
mmlu/all/test/002502,early_defer,defer,0.835484,0.164516,1.625,0.946597,0.053403,2.875,0.835484,0.164516,1.625,D,D,1,812,232,232
mmlu/all/test/002503,early_defer,defer,0.679179,0.320821,0.75,0.060087,0.939913,-2.75,0.679179,0.320821,0.75,C,C,1,1170,312,312
mmlu/all/test/002504,post_self,self,0.407333,0.592667,-0.375,0.000102,0.999898,-9.1875,0.000102,0.999898,-9.1875,D,D,1,1033,207,207
mmlu/all/test/002505,early_defer,defer,0.651355,0.348645,0.625,0.468791,0.531209,-0.125,0.651355,0.348645,0.625,A,D,0,578,131,131
mmlu/all/test/002506,early_defer,defer,0.622459,0.377541,0.5,0.245085,0.754915,-1.125,0.622459,0.377541,0.5,A,A,1,1213,385,385
mmlu/all/test/002507,early_defer,defer,0.812867,0.187133,1.4688,0.977023,0.022977,3.75,0.812867,0.187133,1.4688,D,D,1,1201,320,320
mmlu/all/test/002508,early_defer,defer,0.679179,0.320821,0.75,0.951142,0.048858,2.9688,0.679179,0.320821,0.75,A,D,0,553,148,148
mmlu/all/test/002509,post_self,self,0.010987,0.989013,-4.5,8e-05,0.99992,-9.4375,8e-05,0.99992,-9.4375,D,D,1,818,237,237
mmlu/all/test/002510,early_defer,defer,0.893309,0.106691,2.125,0.731059,0.268941,1.0,0.893309,0.106691,2.125,B,A,0,1762,591,591
mmlu/all/test/002511,post_defer,defer,0.348645,0.651355,-0.625,0.835484,0.164516,1.625,0.835484,0.164516,1.625,D,D,1,1494,430,430
mmlu/all/test/002512,early_defer,defer,0.754915,0.245085,1.125,0.731059,0.268941,1.0,0.754915,0.245085,1.125,B,A,0,2123,505,505
mmlu/all/test/002513,post_self,self,0.407333,0.592667,-0.375,0.000315,0.999685,-8.0625,0.000315,0.999685,-8.0625,D,D,1,983,193,193
mmlu/all/test/002514,early_defer,defer,0.880797,0.119203,2.0,0.268941,0.731059,-1.0,0.880797,0.119203,2.0,B,C,0,1644,555,555
mmlu/all/test/002515,post_defer,defer,0.2227,0.7773,-1.25,0.893309,0.106691,2.125,0.893309,0.106691,2.125,A,A,1,2634,717,717
mmlu/all/test/002516,early_defer,defer,0.880797,0.119203,2.0,0.979668,0.020332,3.875,0.880797,0.119203,2.0,C,A,0,1927,569,569
mmlu/all/test/002517,early_defer,defer,0.531209,0.468791,0.125,0.989013,0.010987,4.5,0.531209,0.468791,0.125,A,D,0,1494,420,420
mmlu/all/test/002518,post_self,self,0.024423,0.975577,-3.6875,9e-05,0.99991,-9.3125,9e-05,0.99991,-9.3125,D,D,1,1372,413,413
mmlu/all/test/002519,post_self,self,0.119203,0.880797,-2.0,0.148047,0.851953,-1.75,0.148047,0.851953,-1.75,B,C,0,1676,538,538
mmlu/all/test/002520,early_defer,defer,0.817574,0.182426,1.5,0.106691,0.893309,-2.125,0.817574,0.182426,1.5,A,B,0,1670,489,489
mmlu/all/test/002521,early_defer,defer,0.924142,0.075858,2.5,0.904651,0.095349,2.25,0.924142,0.075858,2.5,A,B,0,2065,778,778
mmlu/all/test/002522,early_defer,defer,0.651355,0.348645,0.625,0.119203,0.880797,-2.0,0.651355,0.348645,0.625,C,C,1,1674,414,414
mmlu/all/test/002523,early_defer,defer,0.705785,0.294215,0.875,0.867036,0.132964,1.875,0.705785,0.294215,0.875,B,D,0,878,281,281
mmlu/all/test/002524,early_defer,defer,0.859664,0.140336,1.8125,0.5,0.5,0.0,0.859664,0.140336,1.8125,B,A,0,1773,556,556
mmlu/all/test/002525,early_defer,defer,0.622459,0.377541,0.5,0.00071,0.99929,-7.25,0.622459,0.377541,0.5,B,B,1,1252,377,377
mmlu/all/test/002526,early_defer,defer,0.592667,0.407333,0.375,0.294215,0.705785,-0.875,0.592667,0.407333,0.375,D,A,0,1086,216,216
mmlu/all/test/002527,post_self,self,0.268941,0.731059,-1.0,0.000335,0.999665,-8.0,0.000335,0.999665,-8.0,D,D,1,2208,471,471
mmlu/all/test/002528,post_defer,defer,0.422505,0.577495,-0.3125,0.984094,0.015906,4.125,0.984094,0.015906,4.125,A,B,0,1661,450,450
mmlu/all/test/002529,post_self,self,0.007346,0.992654,-4.9062,5.5e-05,0.999945,-9.8125,5.5e-05,0.999945,-9.8125,C,C,1,1481,442,442
mmlu/all/test/002530,early_defer,defer,0.909907,0.090093,2.3125,0.7773,0.2227,1.25,0.909907,0.090093,2.3125,B,D,0,2445,955,955
mmlu/all/test/002531,early_defer,defer,0.705785,0.294215,0.875,0.985936,0.014064,4.25,0.705785,0.294215,0.875,C,A,0,1930,539,539
mmlu/all/test/002532,early_defer,defer,0.766294,0.233706,1.1875,0.085099,0.914901,-2.375,0.766294,0.233706,1.1875,A,A,1,1109,275,275
mmlu/all/test/002533,early_defer,defer,0.867036,0.132964,1.875,0.989013,0.010987,4.5,0.867036,0.132964,1.875,,D,0,3266,1025,1025
mmlu/all/test/002534,early_defer,defer,0.817574,0.182426,1.5,0.132964,0.867036,-1.875,0.817574,0.182426,1.5,A,A,1,892,191,191
mmlu/all/test/002535,post_self,self,0.377541,0.622459,-0.5,0.053403,0.946597,-2.875,0.053403,0.946597,-2.875,C,C,1,1860,472,472
mmlu/all/test/002536,early_defer,defer,0.798187,0.201813,1.375,0.00522,0.99478,-5.25,0.798187,0.201813,1.375,A,A,1,896,208,208
mmlu/all/test/002537,post_defer,defer,0.348645,0.651355,-0.625,0.943348,0.056652,2.8125,0.943348,0.056652,2.8125,A,C,0,1032,291,291
mmlu/all/test/002538,early_defer,defer,0.914901,0.085099,2.375,0.893309,0.106691,2.125,0.914901,0.085099,2.375,B,D,0,1984,645,645
mmlu/all/test/002539,post_self,self,0.245085,0.754915,-1.125,0.001701,0.998299,-6.375,0.001701,0.998299,-6.375,C,D,0,1503,405,405
mmlu/all/test/002540,early_defer,defer,0.904651,0.095349,2.25,0.970688,0.029312,3.5,0.904651,0.095349,2.25,,D,0,2866,1025,1025
mmlu/all/test/002541,post_self,self,0.025179,0.974821,-3.6562,2.8e-05,0.999972,-10.5,2.8e-05,0.999972,-10.5,D,D,1,584,118,118
mmlu/all/test/002542,early_defer,defer,0.909907,0.090093,2.3125,0.2227,0.7773,-1.25,0.909907,0.090093,2.3125,A,C,0,1432,497,497
mmlu/all/test/002543,post_self,self,0.468791,0.531209,-0.125,0.001598,0.998402,-6.4375,0.001598,0.998402,-6.4375,C,D,0,1076,316,316
mmlu/all/test/002544,early_defer,defer,0.622459,0.377541,0.5,0.003173,0.996827,-5.75,0.622459,0.377541,0.5,D,A,0,2473,610,610
mmlu/all/test/002545,post_self,self,0.437823,0.562177,-0.25,0.001598,0.998402,-6.4375,0.001598,0.998402,-6.4375,A,A,1,498,115,115
mmlu/all/test/002546,early_defer,defer,0.731059,0.268941,1.0,0.010987,0.989013,-4.5,0.731059,0.268941,1.0,D,D,1,1037,398,398
mmlu/all/test/002547,early_defer,defer,0.851953,0.148047,1.75,0.995668,0.004332,5.4375,0.851953,0.148047,1.75,D,D,1,1749,513,513
mmlu/all/test/002548,post_self,self,0.025957,0.974043,-3.625,3.1e-05,0.999969,-10.375,3.1e-05,0.999969,-10.375,A,A,1,1280,311,311
mmlu/all/test/002549,post_defer,defer,0.294215,0.705785,-0.875,0.970688,0.029312,3.5,0.970688,0.029312,3.5,A,D,0,434,107,107
mmlu/all/test/002550,early_defer,defer,0.766294,0.233706,1.1875,0.990587,0.009413,4.6562,0.766294,0.233706,1.1875,D,A,0,2430,668,668
mmlu/all/test/002551,early_defer,defer,0.798187,0.201813,1.375,0.042088,0.957912,-3.125,0.798187,0.201813,1.375,B,A,0,2343,841,841
mmlu/all/test/002552,early_defer,defer,0.893309,0.106691,2.125,0.029312,0.970688,-3.5,0.893309,0.106691,2.125,C,D,0,1858,648,648
mmlu/all/test/002553,post_defer,defer,0.268941,0.731059,-1.0,0.904651,0.095349,2.25,0.904651,0.095349,2.25,B,B,1,1573,407,407
mmlu/all/test/002554,early_defer,defer,0.817574,0.182426,1.5,0.986363,0.013637,4.2812,0.817574,0.182426,1.5,D,B,0,1250,310,310
mmlu/all/test/002555,early_defer,defer,0.798187,0.201813,1.375,0.984094,0.015906,4.125,0.798187,0.201813,1.375,D,A,0,1989,561,561
mmlu/all/test/002556,early_defer,defer,0.731059,0.268941,1.0,0.651355,0.348645,0.625,0.731059,0.268941,1.0,C,C,1,949,198,198
mmlu/all/test/002557,early_defer,defer,0.754915,0.245085,1.125,0.989672,0.010328,4.5625,0.754915,0.245085,1.125,D,D,1,1493,429,429
mmlu/all/test/002558,early_defer,defer,0.562177,0.437823,0.25,0.037327,0.962673,-3.25,0.562177,0.437823,0.25,C,A,0,1032,259,259
mmlu/all/test/002559,early_defer,defer,0.562177,0.437823,0.25,0.004332,0.995668,-5.4375,0.562177,0.437823,0.25,B,C,0,1212,324,324
mmlu/all/test/002560,early_defer,defer,0.843895,0.156105,1.6875,0.986777,0.013223,4.3125,0.843895,0.156105,1.6875,C,C,1,1103,283,283
mmlu/all/test/002561,post_self,self,0.182426,0.817574,-1.5,0.000431,0.999569,-7.75,0.000431,0.999569,-7.75,C,C,1,1988,550,550
mmlu/all/test/002562,post_defer,defer,0.132964,0.867036,-1.875,0.996925,0.003075,5.7812,0.996925,0.003075,5.7812,D,A,0,609,128,128
mmlu/all/test/002563,post_self,self,0.377541,0.622459,-0.5,0.007577,0.992423,-4.875,0.007577,0.992423,-4.875,B,A,0,1567,349,349
mmlu/all/test/002564,early_defer,defer,0.880797,0.119203,2.0,0.991423,0.008577,4.75,0.880797,0.119203,2.0,,D,0,2413,1024,1024
mmlu/all/test/002565,early_defer,defer,0.904651,0.095349,2.25,0.705785,0.294215,0.875,0.904651,0.095349,2.25,B,D,0,2163,753,753
mmlu/all/test/002566,early_defer,defer,0.867036,0.132964,1.875,0.979668,0.020332,3.875,0.867036,0.132964,1.875,C,A,0,2084,736,736
mmlu/all/test/002567,early_defer,defer,0.531209,0.468791,0.125,0.000856,0.999144,-7.0625,0.531209,0.468791,0.125,B,C,0,1633,486,486
mmlu/all/test/002568,post_self,self,0.103749,0.896251,-2.1562,0.001032,0.998968,-6.875,0.001032,0.998968,-6.875,C,C,1,1883,530,530
mmlu/all/test/002569,post_defer,defer,0.106691,0.893309,-2.125,0.993255,0.006745,4.9922,0.993255,0.006745,4.9922,,C,0,478,96,96
mmlu/all/test/002570,post_self,self,0.468791,0.531209,-0.125,0.000588,0.999412,-7.4375,0.000588,0.999412,-7.4375,C,B,0,1020,309,309
mmlu/all/test/002571,early_defer,defer,0.622459,0.377541,0.5,0.989347,0.010653,4.5312,0.622459,0.377541,0.5,,C,0,304,64,64
mmlu/all/test/002572,post_defer,defer,0.095349,0.904651,-2.25,0.995882,0.004118,5.4883,0.995882,0.004118,5.4883,,A,0,694,149,149
mmlu/all/test/002573,early_defer,defer,0.705785,0.294215,0.875,0.979668,0.020332,3.875,0.705785,0.294215,0.875,D,C,0,924,312,312
mmlu/all/test/002574,early_defer,defer,0.622459,0.377541,0.5,0.294215,0.705785,-0.875,0.622459,0.377541,0.5,A,A,1,1041,220,220
mmlu/all/test/002575,early_defer,defer,0.754915,0.245085,1.125,0.245085,0.754915,-1.125,0.754915,0.245085,1.125,B,C,0,919,246,246
mmlu/all/test/002576,early_defer,defer,0.754915,0.245085,1.125,0.989182,0.010818,4.5156,0.754915,0.245085,1.125,,C,0,527,107,107
mmlu/all/test/002577,post_self,self,0.468791,0.531209,-0.125,0.000404,0.999596,-7.8125,0.000404,0.999596,-7.8125,C,C,1,556,123,123
mmlu/all/test/002578,early_defer,defer,0.531209,0.468791,0.125,0.00181,0.99819,-6.3125,0.531209,0.468791,0.125,B,B,1,433,97,97
mmlu/all/test/002579,early_defer,defer,0.665411,0.334589,0.6875,0.987759,0.012241,4.3906,0.665411,0.334589,0.6875,,D,0,284,58,58
mmlu/all/test/002580,early_defer,defer,0.754915,0.245085,1.125,0.014064,0.985936,-4.25,0.754915,0.245085,1.125,B,B,1,446,102,102
mmlu/all/test/002581,early_defer,defer,0.835484,0.164516,1.625,0.817574,0.182426,1.5,0.835484,0.164516,1.625,C,C,1,877,176,176
mmlu/all/test/002582,post_self,self,0.294215,0.705785,-0.875,0.060087,0.939913,-2.75,0.060087,0.939913,-2.75,D,A,0,1047,191,191
mmlu/all/test/002583,post_self,self,0.245085,0.754915,-1.125,0.003173,0.996827,-5.75,0.003173,0.996827,-5.75,B,B,1,232,54,54
mmlu/all/test/002584,post_defer,defer,0.201813,0.798187,-1.375,0.870597,0.129403,1.9062,0.870597,0.129403,1.9062,D,B,0,824,200,200
mmlu/all/test/002585,early_defer,defer,0.651355,0.348645,0.625,0.988039,0.011961,4.4141,0.651355,0.348645,0.625,,A,0,343,73,73
mmlu/all/test/002586,post_self,self,0.348645,0.651355,-0.625,0.000231,0.999769,-8.375,0.000231,0.999769,-8.375,C,C,1,235,63,63
mmlu/all/test/002587,post_defer,defer,0.468791,0.531209,-0.125,0.665411,0.334589,0.6875,0.665411,0.334589,0.6875,D,C,0,1472,546,546
mmlu/all/test/002588,post_defer,defer,0.106691,0.893309,-2.125,0.531209,0.468791,0.125,0.531209,0.468791,0.125,B,B,1,576,163,163
mmlu/all/test/002589,early_defer,defer,0.7773,0.2227,1.25,0.971564,0.028436,3.5312,0.7773,0.2227,1.25,,A,0,317,61,61
mmlu/all/test/002590,early_defer,defer,0.705785,0.294215,0.875,0.982151,0.017849,4.0078,0.705785,0.294215,0.875,,A,0,323,61,61
mmlu/all/test/002591,early_defer,defer,0.562177,0.437823,0.25,0.468791,0.531209,-0.125,0.562177,0.437823,0.25,D,D,1,736,171,171
mmlu/all/test/002592,early_defer,defer,0.562177,0.437823,0.25,0.000804,0.999196,-7.125,0.562177,0.437823,0.25,B,B,1,316,73,73
mmlu/all/test/002593,early_defer,defer,0.924142,0.075858,2.5,0.962673,0.037327,3.25,0.924142,0.075858,2.5,D,D,1,863,166,166
mmlu/all/test/002594,early_defer,defer,0.679179,0.320821,0.75,0.974629,0.025371,3.6484,0.679179,0.320821,0.75,,D,0,349,73,73
mmlu/all/test/002595,post_defer,defer,0.5,0.5,0.0,0.962673,0.037327,3.25,0.962673,0.037327,3.25,D,D,1,593,125,125
