task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,pred_answer,gold_answer,self_passed,reasoning_len,answer_len,actual_local_tokens
mmlu/all/test/001089,post_defer,defer,0.177811,0.822189,-1.5312,0.998618,0.001382,6.583,0.998618,0.001382,6.583,A,C,0,441,85,85
mmlu/all/test/001090,early_defer,defer,0.665411,0.334589,0.6875,0.836555,0.163445,1.6328,0.665411,0.334589,0.6875,C,D,0,764,170,170
mmlu/all/test/001091,early_defer,defer,0.658418,0.341582,0.6562,0.566019,0.433981,0.2656,0.658418,0.341582,0.6562,A,A,1,296,73,73
mmlu/all/test/001092,early_defer,defer,0.546738,0.453262,0.1875,0.899475,0.100525,2.1914,0.546738,0.453262,0.1875,B,A,0,322,63,63
mmlu/all/test/001093,post_defer,defer,0.160266,0.839734,-1.6562,0.956227,0.043773,3.084,0.956227,0.043773,3.084,A,D,0,553,103,103
mmlu/all/test/001094,early_defer,defer,0.585101,0.414899,0.3438,0.362969,0.637031,-0.5625,0.585101,0.414899,0.3438,D,C,0,635,141,141
mmlu/all/test/001095,early_defer,defer,0.55447,0.44553,0.2188,0.009708,0.990292,-4.625,0.55447,0.44553,0.2188,D,D,1,1134,296,296
mmlu/all/test/001096,early_defer,defer,0.629775,0.370225,0.5312,0.034881,0.965119,-3.3203,0.629775,0.370225,0.5312,B,B,1,416,131,131
mmlu/all/test/001097,early_defer,defer,0.577495,0.422505,0.3125,0.112016,0.887984,-2.0703,0.577495,0.422505,0.3125,C,D,0,460,146,146
mmlu/all/test/001098,early_defer,defer,0.615088,0.384912,0.4688,0.991915,0.008085,4.8096,0.615088,0.384912,0.4688,B,D,0,696,147,147
mmlu/all/test/001099,post_self,self,0.48438,0.51562,-0.0625,0.018978,0.981022,-3.9453,0.018978,0.981022,-3.9453,D,A,0,356,105,105
mmlu/all/test/001100,post_defer,defer,0.392337,0.607663,-0.4375,0.994186,0.005814,5.1416,0.994186,0.005814,5.1416,C,C,1,1040,313,313
mmlu/all/test/001101,post_self,self,0.281406,0.718594,-0.9375,0.089455,0.910545,-2.3203,0.089455,0.910545,-2.3203,D,D,1,786,246,246
mmlu/all/test/001102,post_self,self,0.468791,0.531209,-0.125,0.183594,0.816406,-1.4922,0.183594,0.816406,-1.4922,B,C,0,2049,546,546
mmlu/all/test/001103,early_defer,defer,0.577495,0.422505,0.3125,0.990646,0.009354,4.6626,0.577495,0.422505,0.3125,A,C,0,380,93,93
mmlu/all/test/001104,post_self,self,0.164516,0.835484,-1.625,0.008,0.992,-4.8203,0.008,0.992,-4.8203,D,C,0,339,81,81
mmlu/all/test/001105,early_defer,defer,0.55447,0.44553,0.2188,0.095349,0.904651,-2.25,0.55447,0.44553,0.2188,C,A,0,502,107,107
mmlu/all/test/001106,post_self,self,0.27513,0.72487,-0.9688,0.008985,0.991015,-4.7031,0.008985,0.991015,-4.7031,D,D,1,298,87,87
mmlu/all/test/001107,post_self,self,0.392337,0.607663,-0.4375,0.035145,0.964855,-3.3125,0.035145,0.964855,-3.3125,D,B,0,1369,471,471
mmlu/all/test/001108,post_self,self,0.191933,0.808067,-1.4375,0.023153,0.976847,-3.7422,0.023153,0.976847,-3.7422,D,A,0,504,138,138
mmlu/all/test/001109,early_defer,defer,0.644225,0.355775,0.5938,0.989228,0.010772,4.52,0.644225,0.355775,0.5938,A,B,0,1136,238,238
mmlu/all/test/001110,early_defer,defer,0.569853,0.430147,0.2812,0.019419,0.980581,-3.9219,0.569853,0.430147,0.2812,D,D,1,496,172,172
mmlu/all/test/001111,early_defer,defer,0.629775,0.370225,0.5312,0.861072,0.138928,1.8242,0.629775,0.370225,0.5312,A,D,0,854,204,204
mmlu/all/test/001112,early_defer,defer,0.615088,0.384912,0.4688,0.826151,0.173849,1.5586,0.615088,0.384912,0.4688,A,B,0,1580,498,498
mmlu/all/test/001113,post_self,self,0.414899,0.585101,-0.3438,0.020177,0.979823,-3.8828,0.020177,0.979823,-3.8828,A,C,0,695,201,201
mmlu/all/test/001114,early_defer,defer,0.600188,0.399812,0.4062,0.5,0.5,0.0,0.600188,0.399812,0.4062,A,D,0,1251,369,369
mmlu/all/test/001115,early_defer,defer,0.665411,0.334589,0.6875,0.996458,0.003542,5.6396,0.665411,0.334589,0.6875,D,A,0,462,133,133
mmlu/all/test/001116,early_defer,defer,0.600188,0.399812,0.4062,0.006641,0.993359,-5.0078,0.600188,0.399812,0.4062,D,D,1,539,196,196
mmlu/all/test/001117,early_defer,defer,0.600188,0.399812,0.4062,0.997368,0.002632,5.9375,0.600188,0.399812,0.4062,,D,0,3372,1025,1025
mmlu/all/test/001118,early_defer,defer,0.658418,0.341582,0.6562,0.014282,0.985718,-4.2344,0.658418,0.341582,0.6562,D,B,0,818,209,209
mmlu/all/test/001119,early_defer,defer,0.637031,0.362969,0.5625,0.23231,0.76769,-1.1953,0.637031,0.362969,0.5625,D,A,0,842,238,238
mmlu/all/test/001120,early_defer,defer,0.665411,0.334589,0.6875,0.995645,0.004355,5.4321,0.665411,0.334589,0.6875,A,B,0,421,91,91
mmlu/all/test/001121,early_defer,defer,0.665411,0.334589,0.6875,0.936518,0.063482,2.6914,0.665411,0.334589,0.6875,D,D,1,1029,329,329
mmlu/all/test/001122,early_defer,defer,0.592667,0.407333,0.375,0.173288,0.826712,-1.5625,0.592667,0.407333,0.375,B,D,0,684,222,222
mmlu/all/test/001123,early_defer,defer,0.658418,0.341582,0.6562,0.861538,0.138462,1.8281,0.658418,0.341582,0.6562,B,A,0,337,95,95
mmlu/all/test/001124,early_defer,defer,0.672332,0.327668,0.7188,0.535098,0.464902,0.1406,0.672332,0.327668,0.7188,C,A,0,783,243,243
mmlu/all/test/001125,early_defer,defer,0.562177,0.437823,0.25,0.332852,0.667148,-0.6953,0.562177,0.437823,0.25,A,B,0,386,103,103
mmlu/all/test/001126,early_defer,defer,0.651355,0.348645,0.625,0.996708,0.003292,5.7129,0.651355,0.348645,0.625,A,C,0,349,100,100
mmlu/all/test/001127,post_defer,defer,0.314051,0.685949,-0.7812,0.651355,0.348645,0.625,0.651355,0.348645,0.625,B,B,1,1151,333,333
mmlu/all/test/001128,post_self,self,0.348645,0.651355,-0.625,0.007938,0.992062,-4.8281,0.007938,0.992062,-4.8281,B,B,1,1758,723,723
mmlu/all/test/001129,post_defer,defer,0.327668,0.672332,-0.7188,0.985896,0.014104,4.2471,0.985896,0.014104,4.2471,D,C,0,1439,302,302
mmlu/all/test/001130,early_defer,defer,0.607663,0.392337,0.4375,0.009708,0.990292,-4.625,0.607663,0.392337,0.4375,D,D,1,658,173,173
mmlu/all/test/001131,post_defer,defer,0.407333,0.592667,-0.375,0.974117,0.025883,3.6279,0.974117,0.025883,3.6279,B,D,0,528,188,188
mmlu/all/test/001132,post_self,self,0.377541,0.622459,-0.5,0.003099,0.996901,-5.7734,0.003099,0.996901,-5.7734,A,A,1,359,130,130
mmlu/all/test/001133,early_defer,defer,0.577495,0.422505,0.3125,0.838151,0.161849,1.6445,0.577495,0.422505,0.3125,A,A,1,387,117,117
mmlu/all/test/001134,early_defer,defer,0.637031,0.362969,0.5625,0.88779,0.11221,2.0684,0.637031,0.362969,0.5625,D,A,0,518,132,132
mmlu/all/test/001135,early_defer,defer,0.577495,0.422505,0.3125,0.989865,0.010135,4.5815,0.577495,0.422505,0.3125,D,C,0,679,191,191
mmlu/all/test/001136,early_defer,defer,0.665411,0.334589,0.6875,0.96502,0.03498,3.3174,0.665411,0.334589,0.6875,A,B,0,375,80,80
mmlu/all/test/001137,post_self,self,0.173288,0.826712,-1.5625,0.001455,0.998545,-6.5312,0.001455,0.998545,-6.5312,D,D,1,237,93,93
mmlu/all/test/001138,early_defer,defer,0.651355,0.348645,0.625,0.040238,0.959762,-3.1719,0.651355,0.348645,0.625,C,D,0,377,135,135
mmlu/all/test/001139,early_defer,defer,0.585101,0.414899,0.3438,0.988624,0.011376,4.4648,0.585101,0.414899,0.3438,C,A,0,791,189,189
mmlu/all/test/001140,early_defer,defer,0.600188,0.399812,0.4062,0.962673,0.037327,3.25,0.600188,0.399812,0.4062,A,D,0,757,305,305
mmlu/all/test/001141,early_defer,defer,0.629775,0.370225,0.5312,0.881207,0.118793,2.0039,0.629775,0.370225,0.5312,B,A,0,481,134,134
mmlu/all/test/001142,early_defer,defer,0.585101,0.414899,0.3438,0.933309,0.066691,2.6387,0.585101,0.414899,0.3438,A,B,0,346,94,94
mmlu/all/test/001143,post_defer,defer,0.281406,0.718594,-0.9375,0.769773,0.230227,1.207,0.769773,0.230227,1.207,B,B,1,345,121,121
mmlu/all/test/001144,post_defer,defer,0.407333,0.592667,-0.375,0.991347,0.008653,4.7412,0.991347,0.008653,4.7412,B,C,0,653,176,176
mmlu/all/test/001145,early_defer,defer,0.699254,0.300746,0.8438,0.718594,0.281406,0.9375,0.699254,0.300746,0.8438,C,D,0,311,72,72
mmlu/all/test/001146,early_defer,defer,0.644225,0.355775,0.5938,0.744656,0.255344,1.0703,0.644225,0.355775,0.5938,C,A,0,516,163,163
mmlu/all/test/001147,early_defer,defer,0.615088,0.384912,0.4688,0.992711,0.007289,4.9141,0.615088,0.384912,0.4688,B,B,1,345,128,128
mmlu/all/test/001148,post_self,self,0.187133,0.812867,-1.4688,0.010328,0.989672,-4.5625,0.010328,0.989672,-4.5625,C,C,1,606,144,144
mmlu/all/test/001149,post_self,self,0.100879,0.899121,-2.1875,0.008062,0.991938,-4.8125,0.008062,0.991938,-4.8125,C,C,1,326,95,95
mmlu/all/test/001150,early_defer,defer,0.531209,0.468791,0.125,0.797557,0.202443,1.3711,0.531209,0.468791,0.125,A,A,1,532,182,182
mmlu/all/test/001151,post_self,self,0.067547,0.932453,-2.625,0.000343,0.999657,-7.9766,0.000343,0.999657,-7.9766,D,D,1,553,153,153
mmlu/all/test/001152,early_defer,defer,0.644225,0.355775,0.5938,0.851212,0.148788,1.7441,0.644225,0.355775,0.5938,D,B,0,880,276,276
mmlu/all/test/001153,post_self,self,0.27513,0.72487,-0.9688,0.307358,0.692642,-0.8125,0.307358,0.692642,-0.8125,C,D,0,421,101,101
mmlu/all/test/001154,early_defer,defer,0.637031,0.362969,0.5625,0.845433,0.154567,1.6992,0.637031,0.362969,0.5625,B,C,0,811,282,282
mmlu/all/test/001155,early_defer,defer,0.699254,0.300746,0.8438,0.970882,0.029118,3.5068,0.699254,0.300746,0.8438,D,A,0,1249,501,501
mmlu/all/test/001156,early_defer,defer,0.585101,0.414899,0.3438,0.940024,0.059976,2.752,0.585101,0.414899,0.3438,D,B,0,365,113,113
mmlu/all/test/001157,early_defer,defer,0.651355,0.348645,0.625,0.041774,0.958226,-3.1328,0.651355,0.348645,0.625,B,A,0,435,130,130
mmlu/all/test/001158,early_defer,defer,0.546738,0.453262,0.1875,0.042088,0.957912,-3.125,0.546738,0.453262,0.1875,B,A,0,216,52,52
mmlu/all/test/001159,early_defer,defer,0.569853,0.430147,0.2812,0.925095,0.074905,2.5137,0.569853,0.430147,0.2812,C,D,0,637,146,146
mmlu/all/test/001160,post_defer,defer,0.206894,0.793106,-1.3438,0.83602,0.16398,1.6289,0.83602,0.16398,1.6289,A,B,0,885,172,172
mmlu/all/test/001161,early_defer,defer,0.629775,0.370225,0.5312,0.996719,0.003281,5.7163,0.629775,0.370225,0.5312,,D,0,756,367,367
mmlu/all/test/001162,early_defer,defer,0.615088,0.384912,0.4688,0.953188,0.046812,3.0137,0.615088,0.384912,0.4688,A,C,0,439,157,157
mmlu/all/test/001163,early_defer,defer,0.592667,0.407333,0.375,0.956145,0.043855,3.082,0.592667,0.407333,0.375,C,D,0,785,226,226
mmlu/all/test/001164,early_defer,defer,0.644225,0.355775,0.5938,0.996211,0.003789,5.5718,0.644225,0.355775,0.5938,B,A,0,221,73,73
mmlu/all/test/001165,early_defer,defer,0.692642,0.307358,0.8125,0.963472,0.036528,3.2725,0.692642,0.307358,0.8125,D,A,0,258,68,68
mmlu/all/test/001166,early_defer,defer,0.615088,0.384912,0.4688,0.936052,0.063948,2.6836,0.615088,0.384912,0.4688,B,D,0,1160,334,334
mmlu/all/test/001167,post_defer,defer,0.239349,0.760651,-1.1562,0.962953,0.037047,3.2578,0.962953,0.037047,3.2578,C,D,0,589,210,210
mmlu/all/test/001168,early_defer,defer,0.531209,0.468791,0.125,0.015544,0.984456,-4.1484,0.531209,0.468791,0.125,D,D,1,433,144,144
mmlu/all/test/001169,early_defer,defer,0.644225,0.355775,0.5938,0.016657,0.983343,-4.0781,0.644225,0.355775,0.5938,D,D,1,515,195,195
mmlu/all/test/001170,early_defer,defer,0.622459,0.377541,0.5,0.843895,0.156105,1.6875,0.622459,0.377541,0.5,B,C,0,894,364,364
mmlu/all/test/001171,post_defer,defer,0.48438,0.51562,-0.0625,0.997123,0.002877,5.8481,0.997123,0.002877,5.8481,C,D,0,799,306,306
mmlu/all/test/001172,early_defer,defer,0.665411,0.334589,0.6875,0.986675,0.013325,4.3047,0.665411,0.334589,0.6875,A,D,0,644,141,141
mmlu/all/test/001173,early_defer,defer,0.644225,0.355775,0.5938,0.742422,0.257578,1.0586,0.644225,0.355775,0.5938,D,C,0,199,61,61
mmlu/all/test/001174,post_defer,defer,0.48438,0.51562,-0.0625,0.531209,0.468791,0.125,0.531209,0.468791,0.125,C,B,0,634,233,233
mmlu/all/test/001175,early_defer,defer,0.592667,0.407333,0.375,0.983423,0.016577,4.083,0.592667,0.407333,0.375,A,B,0,269,71,71
mmlu/all/test/001176,post_defer,defer,0.287768,0.712232,-0.9062,0.996302,0.003698,5.5962,0.996302,0.003698,5.5962,C,C,1,729,172,172
mmlu/all/test/001177,early_defer,defer,0.615088,0.384912,0.4688,0.860604,0.139396,1.8203,0.615088,0.384912,0.4688,B,B,1,405,213,213
mmlu/all/test/001178,post_self,self,0.44553,0.55447,-0.2188,0.021451,0.978549,-3.8203,0.021451,0.978549,-3.8203,B,B,1,516,142,142
mmlu/all/test/001179,early_defer,defer,0.592667,0.407333,0.375,0.956309,0.043691,3.0859,0.592667,0.407333,0.375,A,C,0,345,94,94
mmlu/all/test/001180,early_defer,defer,0.585101,0.414899,0.3438,0.998392,0.001608,6.4309,0.585101,0.414899,0.3438,A,C,0,1001,385,385
mmlu/all/test/001181,early_defer,defer,0.51562,0.48438,0.0625,0.233706,0.766294,-1.1875,0.51562,0.48438,0.0625,B,B,1,282,63,63
mmlu/all/test/001182,post_self,self,0.233706,0.766294,-1.1875,0.48438,0.51562,-0.0625,0.48438,0.51562,-0.0625,D,A,0,990,243,243
mmlu/all/test/001183,early_defer,defer,0.569853,0.430147,0.2812,0.987646,0.012354,4.3813,0.569853,0.430147,0.2812,A,C,0,761,211,211
mmlu/all/test/001184,post_self,self,0.341582,0.658418,-0.6562,0.005261,0.994739,-5.2422,0.005261,0.994739,-5.2422,B,C,0,1203,276,276
mmlu/all/test/001185,early_defer,defer,0.679179,0.320821,0.75,0.929184,0.070816,2.5742,0.679179,0.320821,0.75,D,C,0,492,193,193
mmlu/all/test/001186,early_defer,defer,0.665411,0.334589,0.6875,0.899475,0.100525,2.1914,0.665411,0.334589,0.6875,C,B,0,433,232,232
mmlu/all/test/001187,early_defer,defer,0.607663,0.392337,0.4375,0.998634,0.001366,6.5942,0.607663,0.392337,0.4375,B,C,0,290,86,86
mmlu/all/test/001188,post_self,self,0.300746,0.699254,-0.8438,0.064183,0.935817,-2.6797,0.064183,0.935817,-2.6797,B,C,0,599,184,184
mmlu/all/test/001189,early_defer,defer,0.585101,0.414899,0.3438,0.969032,0.030968,3.4434,0.585101,0.414899,0.3438,A,B,0,698,249,249
mmlu/all/test/001190,early_defer,defer,0.52342,0.47658,0.0938,0.007577,0.992423,-4.875,0.52342,0.47658,0.0938,D,D,1,73,45,45
mmlu/all/test/001191,post_defer,defer,0.48438,0.51562,-0.0625,0.979116,0.020884,3.8477,0.979116,0.020884,3.8477,C,D,0,458,119,119
mmlu/all/test/001192,post_defer,defer,0.294215,0.705785,-0.875,0.999405,0.000595,7.4258,0.999405,0.000595,7.4258,B,C,0,624,201,201
mmlu/all/test/001193,early_defer,defer,0.569853,0.430147,0.2812,0.95275,0.04725,3.0039,0.569853,0.430147,0.2812,C,C,1,863,323,323
mmlu/all/test/001194,early_defer,defer,0.651355,0.348645,0.625,0.988992,0.011008,4.498,0.651355,0.348645,0.625,A,D,0,533,165,165
mmlu/all/test/001195,early_defer,defer,0.585101,0.414899,0.3438,0.993307,0.006693,5.0,0.585101,0.414899,0.3438,A,A,1,817,350,350
mmlu/all/test/001196,post_self,self,0.063715,0.936285,-2.6875,0.001065,0.998935,-6.8438,0.001065,0.998935,-6.8438,B,B,1,734,126,126
mmlu/all/test/001197,post_self,self,0.201813,0.798187,-1.375,0.013637,0.986363,-4.2812,0.013637,0.986363,-4.2812,D,D,1,328,72,72
mmlu/all/test/001198,post_self,self,0.152032,0.847968,-1.7188,0.010818,0.989182,-4.5156,0.010818,0.989182,-4.5156,D,D,1,328,64,64
mmlu/all/test/001199,early_defer,defer,0.52342,0.47658,0.0938,0.990705,0.009295,4.6689,0.52342,0.47658,0.0938,D,D,1,350,69,69
mmlu/all/test/001200,early_defer,defer,0.592667,0.407333,0.375,0.969149,0.030851,3.4473,0.592667,0.407333,0.375,A,A,1,338,121,121
mmlu/all/test/001201,post_self,self,0.087564,0.912436,-2.3438,0.001207,0.998793,-6.7188,0.001207,0.998793,-6.7188,D,D,1,363,83,83
mmlu/all/test/001202,post_self,self,0.085099,0.914901,-2.375,0.00335,0.99665,-5.6953,0.00335,0.99665,-5.6953,A,A,1,469,90,90
mmlu/all/test/001203,post_self,self,0.058346,0.941654,-2.7812,0.000437,0.999563,-7.7344,0.000437,0.999563,-7.7344,C,C,1,309,60,60
mmlu/all/test/001204,early_defer,defer,0.600188,0.399812,0.4062,0.246533,0.753467,-1.1172,0.600188,0.399812,0.4062,A,A,1,340,71,71
mmlu/all/test/001205,post_self,self,0.043366,0.956634,-3.0938,0.000245,0.999755,-8.3125,0.000245,0.999755,-8.3125,A,A,1,397,76,76
mmlu/all/test/001206,post_self,self,0.384912,0.615088,-0.4688,0.058777,0.941223,-2.7734,0.058777,0.941223,-2.7734,A,C,0,257,67,67
mmlu/all/test/001207,early_defer,defer,0.607663,0.392337,0.4375,0.781997,0.218003,1.2773,0.607663,0.392337,0.4375,A,A,1,430,92,92
mmlu/all/test/001208,post_defer,defer,0.461017,0.538983,-0.1562,0.594551,0.405449,0.3828,0.594551,0.405449,0.3828,D,D,1,741,165,165
mmlu/all/test/001209,post_self,self,0.392337,0.607663,-0.4375,0.037609,0.962391,-3.2422,0.037609,0.962391,-3.2422,B,B,1,772,140,140
mmlu/all/test/001210,early_defer,defer,0.672332,0.327668,0.7188,0.986494,0.013506,4.291,0.672332,0.327668,0.7188,A,B,0,1036,199,199
mmlu/all/test/001211,post_defer,defer,0.5,0.5,0.0,0.985057,0.014943,4.1885,0.985057,0.014943,4.1885,B,B,1,415,90,90
mmlu/all/test/001212,post_self,self,0.056652,0.943348,-2.8125,0.000817,0.999183,-7.1094,0.000817,0.999183,-7.1094,C,C,1,241,49,49
mmlu/all/test/001213,post_self,self,0.053403,0.946597,-2.875,0.000386,0.999614,-7.8594,0.000386,0.999614,-7.8594,B,B,1,310,62,62
mmlu/all/test/001214,post_defer,defer,0.492188,0.507812,-0.0312,0.919787,0.080213,2.4395,0.919787,0.080213,2.4395,C,B,0,415,104,104
mmlu/all/test/001215,post_self,self,0.075858,0.924142,-2.5,0.000318,0.999682,-8.0547,0.000318,0.999682,-8.0547,B,B,1,556,120,120
mmlu/all/test/001216,post_defer,defer,0.212069,0.787931,-1.3125,0.995442,0.004558,5.3862,0.995442,0.004558,5.3862,B,C,0,436,92,92
mmlu/all/test/001217,post_self,self,0.061876,0.938124,-2.7188,0.000349,0.999651,-7.9609,0.000349,0.999651,-7.9609,D,D,1,328,71,71
mmlu/all/test/001218,post_self,self,0.173288,0.826712,-1.5625,0.00161,0.99839,-6.4297,0.00161,0.99839,-6.4297,D,D,1,238,47,47
mmlu/all/test/001219,post_defer,defer,0.414899,0.585101,-0.3438,0.519521,0.480479,0.0781,0.519521,0.480479,0.0781,A,A,1,452,87,87
mmlu/all/test/001220,post_defer,defer,0.156105,0.843895,-1.6875,0.999198,0.000802,7.1279,0.999198,0.000802,7.1279,A,B,0,639,139,139
mmlu/all/test/001221,post_self,self,0.430147,0.569853,-0.2812,0.27048,0.72952,-0.9922,0.27048,0.72952,-0.9922,B,C,0,611,194,194
mmlu/all/test/001222,post_defer,defer,0.492188,0.507812,-0.0312,0.999901,9.9e-05,9.2197,0.999901,9.9e-05,9.2197,,C,0,1241,335,335
mmlu/all/test/001223,early_defer,defer,0.644225,0.355775,0.5938,0.649579,0.350421,0.6172,0.644225,0.355775,0.5938,D,D,1,732,183,183
mmlu/all/test/001224,early_defer,defer,0.600188,0.399812,0.4062,0.988425,0.011575,4.4473,0.600188,0.399812,0.4062,D,A,0,490,104,104
mmlu/all/test/001225,early_defer,defer,0.679179,0.320821,0.75,0.950227,0.049773,2.9492,0.679179,0.320821,0.75,D,D,1,355,81,81
mmlu/all/test/001226,post_defer,defer,0.173288,0.826712,-1.5625,0.994752,0.005248,5.2446,0.994752,0.005248,5.2446,B,D,0,545,90,90
mmlu/all/test/001227,post_self,self,0.187133,0.812867,-1.4688,0.002183,0.997817,-6.125,0.002183,0.997817,-6.125,B,B,1,629,110,110
mmlu/all/test/001228,post_self,self,0.250913,0.749087,-1.0938,0.067056,0.932944,-2.6328,0.067056,0.932944,-2.6328,A,C,0,381,77,77
mmlu/all/test/001229,early_defer,defer,0.531209,0.468791,0.125,0.999611,0.000389,7.8516,0.531209,0.468791,0.125,A,D,0,597,125,125
mmlu/all/test/001230,post_self,self,0.173288,0.826712,-1.5625,0.002935,0.997065,-5.8281,0.002935,0.997065,-5.8281,B,D,0,408,78,78
mmlu/all/test/001231,post_defer,defer,0.148047,0.851953,-1.75,0.994284,0.005716,5.1587,0.994284,0.005716,5.1587,B,B,1,254,73,73
mmlu/all/test/001232,post_self,self,0.256832,0.743168,-1.0625,0.001674,0.998326,-6.3906,0.001674,0.998326,-6.3906,D,D,1,343,67,67
mmlu/all/test/001233,post_self,self,0.136608,0.863392,-1.8438,0.000496,0.999504,-7.6094,0.000496,0.999504,-7.6094,D,D,1,355,61,61
mmlu/all/test/001234,post_self,self,0.212069,0.787931,-1.3125,0.050705,0.949295,-2.9297,0.050705,0.949295,-2.9297,D,D,1,513,111,111
mmlu/all/test/001235,post_self,self,0.348645,0.651355,-0.625,0.144149,0.855851,-1.7812,0.144149,0.855851,-1.7812,A,A,1,1043,217,217
mmlu/all/test/001236,post_self,self,0.217338,0.782662,-1.2812,0.334589,0.665411,-0.6875,0.334589,0.665411,-0.6875,A,C,0,447,78,78
mmlu/all/test/001237,early_defer,defer,0.538983,0.461017,0.1562,0.798815,0.201185,1.3789,0.538983,0.461017,0.1562,A,A,1,488,122,122
mmlu/all/test/001238,post_defer,defer,0.327668,0.672332,-0.7188,0.944791,0.055209,2.8398,0.944791,0.055209,2.8398,A,D,0,564,133,133
mmlu/all/test/001239,early_defer,defer,0.622459,0.377541,0.5,0.98986,0.01014,4.5811,0.622459,0.377541,0.5,B,C,0,513,105,105
mmlu/all/test/001240,early_defer,defer,0.607663,0.392337,0.4375,0.996012,0.003988,5.5205,0.607663,0.392337,0.4375,C,C,1,442,111,111
mmlu/all/test/001241,post_self,self,0.320821,0.679179,-0.75,0.016029,0.983971,-4.1172,0.016029,0.983971,-4.1172,B,D,0,914,228,228
mmlu/all/test/001242,post_self,self,0.327668,0.672332,-0.7188,0.07477,0.92523,-2.5156,0.07477,0.92523,-2.5156,C,C,1,1100,217,217
mmlu/all/test/001243,post_self,self,0.239349,0.760651,-1.1562,0.003124,0.996876,-5.7656,0.003124,0.996876,-5.7656,A,A,1,346,67,67
mmlu/all/test/001244,post_self,self,0.300746,0.699254,-0.8438,0.026156,0.973844,-3.6172,0.026156,0.973844,-3.6172,B,B,1,405,83,83
mmlu/all/test/001245,early_defer,defer,0.569853,0.430147,0.2812,0.978343,0.021657,3.8105,0.569853,0.430147,0.2812,D,C,0,493,199,199
mmlu/all/test/001246,post_self,self,0.109706,0.890294,-2.0938,0.000598,0.999402,-7.4219,0.000598,0.999402,-7.4219,D,D,1,456,93,93
mmlu/all/test/001247,post_self,self,0.051845,0.948155,-2.9062,0.000218,0.999782,-8.4297,0.000218,0.999782,-8.4297,D,D,1,308,74,74
mmlu/all/test/001248,post_self,self,0.48438,0.51562,-0.0625,0.03359,0.96641,-3.3594,0.03359,0.96641,-3.3594,C,C,1,440,124,124
mmlu/all/test/001249,post_defer,defer,0.48438,0.51562,-0.0625,0.749087,0.250913,1.0938,0.749087,0.250913,1.0938,C,C,1,410,82,82
mmlu/all/test/001250,post_self,self,0.080357,0.919643,-2.4375,0.000662,0.999338,-7.3203,0.000662,0.999338,-7.3203,B,B,1,529,97,97
mmlu/all/test/001251,post_self,self,0.037327,0.962673,-3.25,0.00019,0.99981,-8.5703,0.00019,0.99981,-8.5703,B,B,1,683,138,138
mmlu/all/test/001252,post_defer,defer,0.182426,0.817574,-1.5,0.904819,0.095181,2.252,0.904819,0.095181,2.252,B,B,1,372,74,74
mmlu/all/test/001253,post_self,self,0.100879,0.899121,-2.1875,0.001264,0.998736,-6.6719,0.001264,0.998736,-6.6719,A,A,1,387,79,79
mmlu/all/test/001254,post_self,self,0.058346,0.941654,-2.7812,0.000773,0.999227,-7.1641,0.000773,0.999227,-7.1641,C,C,1,532,101,101
mmlu/all/test/001255,post_defer,defer,0.300746,0.699254,-0.8438,0.994517,0.005483,5.2007,0.994517,0.005483,5.2007,D,C,0,410,78,78
mmlu/all/test/001256,post_self,self,0.069542,0.930458,-2.5938,0.000368,0.999632,-7.9062,0.000368,0.999632,-7.9062,C,C,1,449,85,85
mmlu/all/test/001257,early_defer,defer,0.562177,0.437823,0.25,0.932207,0.067793,2.6211,0.562177,0.437823,0.25,B,D,0,1302,267,267
mmlu/all/test/001258,post_self,self,0.040846,0.959154,-3.1562,0.000121,0.999879,-9.0234,0.000121,0.999879,-9.0234,D,D,1,410,81,81
mmlu/all/test/001259,post_self,self,0.48438,0.51562,-0.0625,0.033337,0.966663,-3.3672,0.033337,0.966663,-3.3672,D,C,0,356,85,85
mmlu/all/test/001260,early_defer,defer,0.607663,0.392337,0.4375,0.988928,0.011072,4.4922,0.607663,0.392337,0.4375,D,D,1,469,134,134
mmlu/all/test/001261,early_defer,defer,0.658418,0.341582,0.6562,0.156105,0.843895,-1.6875,0.658418,0.341582,0.6562,D,D,1,386,110,110
mmlu/all/test/001262,post_defer,defer,0.437823,0.562177,-0.25,0.967686,0.032314,3.3994,0.967686,0.032314,3.3994,C,B,0,777,151,151
mmlu/all/test/001263,post_self,self,0.095349,0.904651,-2.25,0.001245,0.998755,-6.6875,0.001245,0.998755,-6.6875,D,D,1,508,100,100
mmlu/all/test/001264,post_self,self,0.103749,0.896251,-2.1562,0.001024,0.998976,-6.8828,0.001024,0.998976,-6.8828,D,D,1,658,137,137
mmlu/all/test/001265,early_defer,defer,0.562177,0.437823,0.25,0.085709,0.914291,-2.3672,0.562177,0.437823,0.25,D,D,1,721,149,149
mmlu/all/test/001266,post_self,self,0.044681,0.955319,-3.0625,0.000143,0.999857,-8.8516,0.000143,0.999857,-8.8516,D,D,1,397,93,93
mmlu/all/test/001267,post_self,self,0.217338,0.782662,-1.2812,0.009708,0.990292,-4.625,0.009708,0.990292,-4.625,D,C,0,722,148,148
mmlu/all/test/001268,post_defer,defer,0.362969,0.637031,-0.5625,0.997785,0.002215,6.1104,0.997785,0.002215,6.1104,A,C,0,434,82,82
