task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,code_len,answer_len,actual_local_tokens
3232,early_defer,defer,0.989119,0.010881,4.5098,0.963369,0.036631,3.2695,0.989119,0.010881,4.5098,0,484,104,104
3233,early_defer,defer,0.820469,0.179531,1.5195,0.992823,0.007177,4.9297,0.820469,0.179531,1.5195,0,1905,391,391
3234,early_defer,defer,0.925769,0.074231,2.5234,0.99696,0.00304,5.793,0.925769,0.074231,2.5234,0,594,128,128
3235,early_defer,defer,0.999445,0.000555,7.4961,0.9999,0.0001,9.207,0.999445,0.000555,7.4961,0,728,181,181
3236,early_defer,defer,0.947088,0.052912,2.8848,0.987228,0.012772,4.3477,0.947088,0.052912,2.8848,0,981,213,213
3237,early_defer,defer,0.594551,0.405449,0.3828,0.778312,0.221688,1.2559,0.594551,0.405449,0.3828,0,643,124,124
3238,early_defer,defer,0.998866,0.001134,6.7812,0.999923,7.7e-05,9.4727,0.998866,0.001134,6.7812,0,821,195,195
3239,early_defer,defer,0.998534,0.001466,6.5234,0.999005,0.000995,6.9121,0.998534,0.001466,6.5234,0,1305,288,288
3240,early_defer,defer,0.999728,0.000272,8.2109,0.999933,6.7e-05,9.6172,0.999728,0.000272,8.2109,0,965,251,251
3241,early_defer,defer,0.969498,0.030502,3.459,0.988492,0.011508,4.4531,0.969498,0.030502,3.459,0,584,145,145
3242,early_defer,defer,0.991118,0.008882,4.7148,0.995462,0.004538,5.3906,0.991118,0.008882,4.7148,0,1502,367,367
3243,early_defer,defer,0.99846,0.00154,6.4746,0.99947,0.00053,7.543,0.99846,0.00154,6.4746,0,1411,304,304
3244,early_defer,defer,0.997449,0.002551,5.9688,0.996343,0.003657,5.6074,0.997449,0.002551,5.9688,0,600,185,185
3245,post_self,self,0.067793,0.932207,-2.6211,0.247987,0.752013,-1.1094,0.247987,0.752013,-1.1094,1,423,92,92
3246,early_defer,defer,0.83602,0.16398,1.6289,0.905657,0.094343,2.2617,0.83602,0.16398,1.6289,1,494,105,105
3247,post_self,self,0.203075,0.796925,-1.3672,0.003686,0.996314,-5.5996,0.003686,0.996314,-5.5996,1,76,17,17
3248,post_self,self,0.001711,0.998289,-6.3691,2.8e-05,0.999972,-10.4835,2.8e-05,0.999972,-10.4835,1,215,48,48
3249,post_self,self,0.011475,0.988525,-4.4561,0.001322,0.998678,-6.627,0.001322,0.998678,-6.627,1,300,78,78
3250,post_self,self,0.042167,0.957833,-3.123,0.002519,0.997481,-5.9812,0.002519,0.997481,-5.9812,1,251,60,60
3251,post_self,self,0.32338,0.67662,-0.7383,0.294215,0.705785,-0.875,0.294215,0.705785,-0.875,1,431,103,103
3252,post_self,self,0.000189,0.999811,-8.5747,2.3e-05,0.999977,-10.6761,2.3e-05,0.999977,-10.6761,1,149,36,36
3253,post_self,self,9.7e-05,0.999903,-9.2422,0.000182,0.999818,-8.6115,0.000182,0.999818,-8.6115,1,287,70,70
3254,post_self,self,0.047338,0.952662,-3.002,0.000824,0.999176,-7.1006,0.000824,0.999176,-7.1006,1,315,77,77
3255,early_defer,defer,0.914291,0.085709,2.3672,0.798187,0.201813,1.375,0.914291,0.085709,2.3672,1,974,229,229
3256,post_self,self,0.01119,0.98881,-4.4814,0.001324,0.998676,-6.6261,0.001324,0.998676,-6.6261,1,566,154,154
3257,post_self,self,8.5e-05,0.999915,-9.3721,0.000118,0.999882,-9.0428,0.000118,0.999882,-9.0428,1,270,62,62
3258,post_self,self,0.006673,0.993327,-5.0029,0.0003,0.9997,-8.1117,0.0003,0.9997,-8.1117,1,106,37,37
3259,post_self,self,0.00087,0.99913,-7.0459,5.5e-05,0.999945,-9.801,5.5e-05,0.999945,-9.801,1,123,33,33
3260,post_self,self,0.003608,0.996392,-5.6211,0.000117,0.999883,-9.0527,0.000117,0.999883,-9.0527,1,85,27,27
3261,post_self,self,0.033024,0.966976,-3.377,0.000482,0.999518,-7.637,0.000482,0.999518,-7.637,1,363,75,75
3262,early_defer,defer,0.592667,0.407333,0.375,0.059647,0.940353,-2.7578,0.592667,0.407333,0.375,1,626,143,143
3263,post_self,self,0.067547,0.932453,-2.625,0.000925,0.999075,-6.9846,0.000925,0.999075,-6.9846,1,307,77,77
3264,early_defer,defer,0.653127,0.346873,0.6328,0.408277,0.591723,-0.3711,0.653127,0.346873,0.6328,1,945,231,231
3265,early_defer,defer,0.500977,0.499023,0.0039,0.818737,0.181263,1.5078,0.500977,0.499023,0.0039,1,859,196,196
3266,post_self,self,0.023065,0.976935,-3.7461,0.009746,0.990254,-4.6211,0.009746,0.990254,-4.6211,1,460,117,117
3267,post_self,self,0.002815,0.997185,-5.8701,2.5e-05,0.999975,-10.6165,2.5e-05,0.999975,-10.6165,0,148,34,34
3268,post_self,self,0.031321,0.968679,-3.4316,0.000117,0.999883,-9.054,0.000117,0.999883,-9.054,1,54,14,14
3269,post_self,self,0.059537,0.940463,-2.7598,0.011016,0.988984,-4.4973,0.011016,0.988984,-4.4973,1,246,78,78
3270,post_self,self,0.321673,0.678327,-0.7461,0.006081,0.993919,-5.0964,0.006081,0.993919,-5.0964,0,245,62,62
3271,post_defer,defer,0.406391,0.593609,-0.3789,0.984396,0.015604,4.1445,0.984396,0.015604,4.1445,0,263,54,54
3272,post_self,self,0.014871,0.985129,-4.1934,0.009948,0.990052,-4.6003,0.009948,0.990052,-4.6003,1,122,31,31
3273,post_self,self,0.000386,0.999614,-7.8584,4.6e-05,0.999954,-9.9897,4.6e-05,0.999954,-9.9897,1,97,21,21
3274,post_self,self,0.000845,0.999155,-7.0752,1.9e-05,0.999981,-10.8625,1.9e-05,0.999981,-10.8625,1,149,35,35
3275,post_self,self,0.000121,0.999879,-9.0205,2e-05,0.99998,-10.8043,2e-05,0.99998,-10.8043,1,67,21,21
3276,post_self,self,0.008348,0.991652,-4.7773,0.000633,0.999367,-7.364,0.000633,0.999367,-7.364,1,272,97,97
3277,early_defer,defer,0.988313,0.011687,4.4375,0.998993,0.001007,6.8994,0.988313,0.011687,4.4375,0,1099,340,340
3278,early_defer,defer,0.532182,0.467818,0.1289,0.532182,0.467818,0.1289,0.532182,0.467818,0.1289,1,508,133,133
3279,post_self,self,0.007592,0.992408,-4.873,0.000922,0.999078,-6.9879,0.000922,0.999078,-6.9879,1,94,20,20
3280,post_self,self,0.000356,0.999644,-7.9404,0.000141,0.999859,-8.8652,0.000141,0.999859,-8.8652,1,302,78,78
3281,early_defer,defer,0.532182,0.467818,0.1289,0.223377,0.776623,-1.2461,0.532182,0.467818,0.1289,1,161,57,57
3282,early_defer,defer,0.756717,0.243283,1.1348,0.376623,0.623377,-0.5039,0.756717,0.243283,1.1348,1,600,142,142
3283,early_defer,defer,0.904819,0.095181,2.252,0.800068,0.199932,1.3867,0.904819,0.095181,2.252,1,778,231,231
3284,early_defer,defer,0.881819,0.118181,2.0098,0.295027,0.704973,-0.8711,0.881819,0.118181,2.0098,1,791,262,262
3285,post_self,self,0.268174,0.731826,-1.0039,0.001538,0.998462,-6.4755,0.001538,0.998462,-6.4755,1,236,72,72
3286,early_defer,defer,0.533154,0.466846,0.1328,0.06767,0.93233,-2.623,0.533154,0.466846,0.1328,1,262,55,55
3287,post_self,self,0.00016,0.99984,-8.7373,2.4e-05,0.999976,-10.6171,2.4e-05,0.999976,-10.6171,1,53,19,19
3288,post_self,self,0.202443,0.797557,-1.3711,0.012369,0.987631,-4.3801,0.012369,0.987631,-4.3801,1,148,37,37
3289,post_self,self,0.245808,0.754192,-1.1211,0.033685,0.966315,-3.3564,0.033685,0.966315,-3.3564,1,318,90,90
3290,post_self,self,0.000677,0.999323,-7.2979,2.4e-05,0.999976,-10.6176,2.4e-05,0.999976,-10.6176,1,47,17,17
3291,early_defer,defer,0.680029,0.319971,0.7539,0.164785,0.835215,-1.623,0.680029,0.319971,0.7539,1,410,124,124
3292,post_self,self,0.108001,0.891999,-2.1113,0.041931,0.958069,-3.1289,0.041931,0.958069,-3.1289,1,248,82,82
3293,post_self,self,0.00313,0.99687,-5.7637,0.00011,0.99989,-9.1165,0.00011,0.99989,-9.1165,1,59,16,16
3294,post_defer,defer,0.182426,0.817574,-1.5,0.731826,0.268174,1.0039,0.731826,0.268174,1.0039,0,235,85,85
3295,post_self,self,0.470737,0.529263,-0.1172,0.084644,0.915356,-2.3809,0.084644,0.915356,-2.3809,1,107,40,40
3296,post_self,self,0.182426,0.817574,-1.5,0.000921,0.999079,-6.9896,0.000921,0.999079,-6.9896,1,116,33,33
3297,post_self,self,0.000206,0.999794,-8.4873,1.6e-05,0.999984,-11.0532,1.6e-05,0.999984,-11.0532,1,125,33,33
3298,post_self,self,0.000172,0.999828,-8.6699,6.6e-05,0.999934,-9.6186,6.6e-05,0.999934,-9.6186,1,41,15,15
3299,post_self,self,0.437823,0.562177,-0.25,0.053825,0.946175,-2.8667,0.053825,0.946175,-2.8667,0,104,29,29
3300,post_self,self,0.006706,0.993294,-4.998,0.00672,0.99328,-4.9958,0.00672,0.99328,-4.9958,1,191,71,71
3301,early_defer,defer,0.914673,0.085327,2.3721,0.981049,0.018951,3.9468,0.914673,0.085327,2.3721,1,442,96,96
3302,post_self,self,0.096365,0.903635,-2.2383,0.002204,0.997796,-6.1152,0.002204,0.997796,-6.1152,1,294,73,73
3303,post_self,self,0.022032,0.977968,-3.793,0.026255,0.973745,-3.6133,0.026255,0.973745,-3.6133,1,390,91,91
3304,post_self,self,0.075858,0.924142,-2.5,0.059976,0.940024,-2.752,0.059976,0.940024,-2.752,1,713,213,213
3305,post_self,self,0.001196,0.998804,-6.7275,0.202759,0.797241,-1.3691,0.202759,0.797241,-1.3691,0,105,38,38
3306,post_self,self,0.067917,0.932083,-2.6191,0.000265,0.999735,-8.2336,0.000265,0.999735,-8.2336,1,450,99,99
3307,post_self,self,0.014686,0.985314,-4.2061,0.067301,0.932699,-2.6289,0.067301,0.932699,-2.6289,1,75,24,24
3308,early_defer,defer,0.923523,0.076477,2.4912,0.322526,0.677474,-0.7422,0.923523,0.076477,2.4912,1,398,145,145
3309,post_self,self,0.27048,0.72952,-0.9922,0.005256,0.994744,-5.2432,0.005256,0.994744,-5.2432,1,248,72,72
3310,early_defer,defer,0.500977,0.499023,0.0039,0.008682,0.991318,-4.7378,0.500977,0.499023,0.0039,0,476,111,111
3311,post_defer,defer,0.38122,0.61878,-0.4844,0.893681,0.106319,2.1289,0.893681,0.106319,2.1289,1,74,20,20
3312,early_defer,defer,0.853425,0.146575,1.7617,0.880797,0.119203,2.0,0.853425,0.146575,1.7617,1,302,73,73
3313,post_self,self,0.183009,0.816991,-1.4961,0.033195,0.966805,-3.3716,0.033195,0.966805,-3.3716,1,370,87,87
3314,early_defer,defer,0.563138,0.436862,0.2539,0.076477,0.923523,-2.4912,0.563138,0.436862,0.2539,1,565,122,122
3315,post_defer,defer,0.294215,0.705785,-0.875,0.916708,0.083292,2.3984,0.916708,0.083292,2.3984,0,390,88,88
3316,post_self,self,0.03775,0.96225,-3.2383,0.000624,0.999376,-7.3789,0.000624,0.999376,-7.3789,1,394,125,125
3317,post_self,self,0.378459,0.621541,-0.4961,0.084871,0.915129,-2.3779,0.084871,0.915129,-2.3779,1,355,89,89
3318,post_self,self,0.295027,0.704973,-0.8711,0.029591,0.970409,-3.4902,0.029591,0.970409,-3.4902,1,249,64,64
3319,post_self,self,0.271252,0.728748,-0.9883,0.014427,0.985573,-4.2241,0.014427,0.985573,-4.2241,1,428,109,109
3320,early_defer,defer,0.854156,0.145844,1.7676,0.95297,0.04703,3.0088,0.854156,0.145844,1.7676,1,398,111,111
3321,early_defer,defer,0.818737,0.181263,1.5078,0.731442,0.268558,1.002,0.818737,0.181263,1.5078,0,185,55,55
3322,post_defer,defer,0.183009,0.816991,-1.4961,0.533154,0.466846,0.1328,0.533154,0.466846,0.1328,1,144,47,47
3323,post_self,self,0.182134,0.817866,-1.502,0.075858,0.924142,-2.5,0.075858,0.924142,-2.5,1,525,123,123
3324,post_self,self,0.468791,0.531209,-0.125,0.107437,0.892563,-2.1172,0.107437,0.892563,-2.1172,1,255,68,68
3325,post_self,self,0.201185,0.798815,-1.3789,0.003157,0.996843,-5.755,0.003157,0.996843,-5.755,1,175,52,52
3326,early_defer,defer,0.867934,0.132066,1.8828,0.469764,0.530236,-0.1211,0.867934,0.132066,1.8828,1,738,230,230
3327,post_self,self,0.047074,0.952926,-3.0078,0.000384,0.999616,-7.8635,0.000384,0.999616,-7.8635,1,384,111,111
3328,early_defer,defer,0.680879,0.319121,0.7578,0.295027,0.704973,-0.8711,0.680879,0.319121,0.7578,0,618,198,198
3329,post_self,self,0.01104,0.98896,-4.4951,0.008437,0.991563,-4.7666,0.008437,0.991563,-4.7666,1,438,106,106
3330,post_self,self,0.085251,0.914749,-2.373,0.000172,0.999828,-8.6682,0.000172,0.999828,-8.6682,1,231,71,71
3331,early_defer,defer,0.595493,0.404507,0.3867,0.201813,0.798187,-1.375,0.595493,0.404507,0.3867,0,336,77,77
3332,early_defer,defer,0.532182,0.467818,0.1289,0.03318,0.96682,-3.3721,0.532182,0.467818,0.1289,1,320,79,79
3333,post_self,self,0.201813,0.798187,-1.375,0.01784,0.98216,-4.0083,0.01784,0.98216,-4.0083,1,432,100,100
3334,early_defer,defer,0.680879,0.319121,0.7578,0.652241,0.347759,0.6289,0.680879,0.319121,0.7578,1,772,150,150
3335,post_self,self,0.029091,0.970909,-3.5078,0.059757,0.940243,-2.7559,0.059757,0.940243,-2.7559,1,719,150,150
3336,early_defer,defer,0.732592,0.267408,1.0078,0.983439,0.016561,4.084,0.732592,0.267408,1.0078,0,568,120,120
3337,post_self,self,0.245085,0.754915,-1.125,0.094929,0.905071,-2.2549,0.094929,0.905071,-2.2549,1,259,76,76
3338,post_self,self,0.379378,0.620622,-0.4922,0.438785,0.561215,-0.2461,0.438785,0.561215,-0.2461,0,568,122,122
3339,post_self,self,0.470737,0.529263,-0.1172,0.246171,0.753829,-1.1191,0.246171,0.753829,-1.1191,1,556,165,165
3340,early_defer,defer,0.881819,0.118181,2.0098,0.971047,0.028953,3.5127,0.881819,0.118181,2.0098,1,224,53,53
3341,post_self,self,0.165863,0.834137,-1.6152,0.004187,0.995813,-5.4717,0.004187,0.995813,-5.4717,1,514,143,143
3342,post_self,self,0.001403,0.998597,-6.5674,0.001045,0.998955,-6.8624,0.001045,0.998955,-6.8624,1,213,61,61
3343,post_self,self,0.02623,0.97377,-3.6143,0.000438,0.999562,-7.7333,0.000438,0.999562,-7.7333,1,183,59,59
3344,early_defer,defer,0.706596,0.293404,0.8789,0.731059,0.268941,1.0,0.706596,0.293404,0.8789,1,772,208,208
3345,post_defer,defer,0.409221,0.590779,-0.3672,0.975762,0.024238,3.6953,0.975762,0.024238,3.6953,1,339,83,83
3346,early_defer,defer,0.654011,0.345989,0.6367,0.348645,0.651355,-0.625,0.654011,0.345989,0.6367,1,165,39,39
3347,early_defer,defer,0.531209,0.468791,0.125,0.563138,0.436862,0.2539,0.531209,0.468791,0.125,0,301,91,91
3348,post_self,self,0.378459,0.621541,-0.4961,0.067855,0.932145,-2.6201,0.067855,0.932145,-2.6201,0,503,120,120
3349,post_self,self,0.246533,0.753467,-1.1172,0.026218,0.973782,-3.6147,0.026218,0.973782,-3.6147,1,289,75,75
3350,early_defer,defer,0.798815,0.201185,1.3789,0.059811,0.940189,-2.7549,0.798815,0.201185,1.3789,0,962,285,285
3351,post_defer,defer,0.022846,0.977154,-3.7559,0.733356,0.266644,1.0117,0.733356,0.266644,1.0117,1,305,92,92
3352,early_defer,defer,0.95275,0.04725,3.0039,0.084947,0.915053,-2.377,0.95275,0.04725,3.0039,1,339,96,96
3353,early_defer,defer,0.756358,0.243642,1.1328,0.974435,0.025565,3.6406,0.756358,0.243642,1.1328,1,274,78,78
3354,early_defer,defer,0.984094,0.015906,4.125,0.906405,0.093595,2.2705,0.984094,0.015906,4.125,1,480,127,127
3355,early_defer,defer,0.967441,0.032559,3.3916,0.623377,0.376623,0.5039,0.967441,0.032559,3.3916,1,579,170,170
3356,post_defer,defer,0.293404,0.706596,-0.8789,0.924415,0.075585,2.5039,0.924415,0.075585,2.5039,1,544,117,117
3357,post_self,self,0.468791,0.531209,-0.125,0.012212,0.987788,-4.3931,0.012212,0.987788,-4.3931,1,436,105,105
3358,early_defer,defer,0.881207,0.118793,2.0039,0.974117,0.025883,3.6279,0.881207,0.118793,2.0039,1,257,75,75
3359,post_self,self,0.019014,0.980986,-3.9434,0.26971,0.73029,-0.9961,0.26971,0.73029,-0.9961,1,276,74,74
3360,early_defer,defer,0.940898,0.059102,2.7676,0.182717,0.817283,-1.498,0.940898,0.059102,2.7676,0,135,32,32
3361,post_self,self,0.348645,0.651355,-0.625,0.438785,0.561215,-0.2461,0.438785,0.561215,-0.2461,1,81,24,24
3362,post_self,self,0.2227,0.7773,-1.25,0.001735,0.998265,-6.3547,0.001735,0.998265,-6.3547,1,302,74,74
3363,early_defer,defer,0.80038,0.19962,1.3887,0.182426,0.817574,-1.5,0.80038,0.19962,1.3887,0,219,67,67
3364,early_defer,defer,0.779993,0.220007,1.2656,0.005339,0.994661,-5.2273,0.779993,0.220007,1.2656,1,452,116,116
3365,post_self,self,0.294215,0.705785,-0.875,0.020235,0.979765,-3.8799,0.020235,0.979765,-3.8799,0,261,66,66
3366,post_self,self,0.060641,0.939359,-2.7402,0.000341,0.999659,-7.9838,0.000341,0.999659,-7.9838,1,201,61,61
3367,post_self,self,0.096365,0.903635,-2.2383,0.005321,0.994679,-5.2307,0.005321,0.994679,-5.2307,1,151,46,46
3368,post_self,self,0.349533,0.650467,-0.6211,0.470737,0.529263,-0.1172,0.470737,0.529263,-0.1172,1,255,82,82
3369,early_defer,defer,0.924483,0.075517,2.5049,0.733356,0.266644,1.0117,0.924483,0.075517,2.5049,0,1066,280,280
3370,post_self,self,0.470737,0.529263,-0.1172,0.018507,0.981493,-3.9709,0.018507,0.981493,-3.9709,1,364,92,92
3371,post_self,self,0.438785,0.561215,-0.2461,0.106412,0.893588,-2.1279,0.106412,0.893588,-2.1279,0,301,82,82
3372,early_defer,defer,0.501953,0.498047,0.0078,0.060087,0.939913,-2.75,0.501953,0.498047,0.0078,0,640,150,150
3373,post_self,self,0.321673,0.678327,-0.7461,0.042088,0.957912,-3.125,0.042088,0.957912,-3.125,1,303,76,76
3374,early_defer,defer,0.999741,0.000259,8.2568,0.999848,0.000152,8.793,0.999741,0.000259,8.2568,0,1197,318,318
3375,early_defer,defer,0.983215,0.016785,4.0703,0.996517,0.003483,5.6562,0.983215,0.016785,4.0703,0,572,170,170
3376,post_self,self,0.009737,0.990263,-4.6221,0.000901,0.999099,-7.0115,0.000901,0.999099,-7.0115,1,227,69,69
3377,early_defer,defer,0.970854,0.029146,3.5059,0.757077,0.242923,1.1367,0.970854,0.029146,3.5059,0,313,60,60
3378,post_self,self,0.350421,0.649579,-0.6172,0.041833,0.958167,-3.1313,0.041833,0.958167,-3.1313,1,273,68,68
3379,early_defer,defer,0.967349,0.032651,3.3887,0.989948,0.010052,4.5898,0.967349,0.032651,3.3887,0,451,114,114
3380,early_defer,defer,0.500977,0.499023,0.0039,0.680029,0.319971,0.7539,0.500977,0.499023,0.0039,0,122,37,37
3381,early_defer,defer,0.594551,0.405449,0.3828,0.016045,0.983955,-4.1162,0.594551,0.405449,0.3828,1,352,100,100
3382,early_defer,defer,0.962708,0.037292,3.251,0.974239,0.025761,3.6328,0.962708,0.037292,3.251,1,507,113,113
3383,early_defer,defer,0.953101,0.046899,3.0117,0.183009,0.816991,-1.4961,0.953101,0.046899,3.0117,1,405,114,114
3384,early_defer,defer,0.895523,0.104477,2.1484,0.991389,0.008611,4.7461,0.895523,0.104477,2.1484,0,200,55,55
3385,early_defer,defer,0.593609,0.406391,0.3789,0.679179,0.320821,0.75,0.593609,0.406391,0.3789,1,549,126,126
3386,post_self,self,0.321673,0.678327,-0.7461,0.118691,0.881309,-2.0049,0.118691,0.881309,-2.0049,1,796,203,203
3387,post_self,self,0.438785,0.561215,-0.2461,0.095687,0.904313,-2.2461,0.095687,0.904313,-2.2461,0,210,64,64
3388,post_self,self,0.26971,0.73029,-0.9961,0.004634,0.995366,-5.3696,0.004634,0.995366,-5.3696,1,500,138,138
3389,early_defer,defer,0.967225,0.032775,3.3848,0.83602,0.16398,1.6289,0.967225,0.032775,3.3848,1,342,73,73
3390,post_self,self,0.076546,0.923454,-2.4902,0.017742,0.982258,-4.0139,0.017742,0.982258,-4.0139,0,481,124,124
3391,post_self,self,0.408277,0.591723,-0.3711,0.047272,0.952728,-3.0034,0.047272,0.952728,-3.0034,1,315,89,89
3392,early_defer,defer,0.706596,0.293404,0.8789,0.133415,0.866585,-1.8711,0.706596,0.293404,0.8789,1,520,153,153
3393,early_defer,defer,0.592667,0.407333,0.375,0.731059,0.268941,1.0,0.592667,0.407333,0.375,1,615,170,170
3394,early_defer,defer,0.837088,0.162912,1.6367,0.798815,0.201185,1.3789,0.837088,0.162912,1.6367,1,277,71,71
3395,post_self,self,0.202128,0.797872,-1.373,0.00105,0.99895,-6.8575,0.00105,0.99895,-6.8575,1,149,56,56
3396,post_defer,defer,0.224055,0.775945,-1.2422,0.817866,0.182134,1.502,0.817866,0.182134,1.502,1,477,115,115
3397,post_self,self,0.024704,0.975296,-3.6758,0.003536,0.996464,-5.6411,0.003536,0.996464,-5.6411,1,478,94,94
3398,early_defer,defer,0.732592,0.267408,1.0078,0.349533,0.650467,-0.6211,0.732592,0.267408,1.0078,1,570,113,113
3399,early_defer,defer,0.532182,0.467818,0.1289,0.084417,0.915583,-2.3838,0.532182,0.467818,0.1289,1,354,90,90
3400,post_self,self,0.245808,0.754192,-1.1211,0.001047,0.998953,-6.8607,0.001047,0.998953,-6.8607,1,623,148,148
3401,early_defer,defer,0.924142,0.075858,2.5,0.799442,0.200558,1.3828,0.924142,0.075858,2.5,1,475,159,159
3402,post_self,self,0.004655,0.995345,-5.3652,0.009474,0.990526,-4.6497,0.009474,0.990526,-4.6497,1,274,87,87
3403,post_self,self,0.149531,0.850469,-1.7383,0.02041,0.97959,-3.8711,0.02041,0.97959,-3.8711,1,357,79,79
3404,post_self,self,0.118793,0.881207,-2.0039,0.012489,0.987511,-4.3704,0.012489,0.987511,-4.3704,1,157,38,38
3405,early_defer,defer,0.778312,0.221688,1.2559,0.085327,0.914673,-2.3721,0.778312,0.221688,1.2559,0,799,184,184
3406,post_self,self,0.350421,0.649579,-0.6172,0.053329,0.946671,-2.8765,0.053329,0.946671,-2.8765,1,404,80,80
3407,post_self,self,0.182134,0.817866,-1.502,0.00015,0.99985,-8.8023,0.00015,0.99985,-8.8023,1,151,37,37
3408,early_defer,defer,0.778986,0.221014,1.2598,0.530236,0.469764,0.1211,0.778986,0.221014,1.2598,0,583,146,146
