task_id,route,model_decision,model_decision_raw,valid_format,p_defer,p_self,score,margin,logp_self,logp_defer,self_passed,prediction,reference,expert_passed,expert_available,expert_has_answer,answer_len
mmlu/all/test/004358,post_self,self,self,1,0.06036300615487026,0.9396369938451298,0.9396369938451298,-2.7451171875,-0.0673828125,-2.8125,1,A,A,,0,0,9
mmlu/all/test/004359,post_defer,defer,defer,1,0.8517062864470369,0.14829371355296306,0.14829371355296306,1.748046875,-1.9140625,-0.166015625,0,A,B,,0,0,9
mmlu/all/test/004360,post_defer,defer,defer,1,0.7985012129622341,0.20149878703776591,0.20149878703776591,1.376953125,-1.609375,-0.232421875,0,B,D,,0,0,10
mmlu/all/test/004361,post_defer,defer,defer,1,0.6783269517867622,0.32167304821323783,0.32167304821323783,0.74609375,-1.140625,-0.39453125,1,B,B,,0,0,11
mmlu/all/test/004362,post_self,self,self,1,0.10604082591091205,0.893959174089088,0.893959174089088,-2.1318359375,-0.1181640625,-2.25,0,A,B,,0,0,15
mmlu/all/test/004363,post_self,self,self,1,0.22270013882530884,0.7772998611746912,0.7772998611746912,-1.25,-0.2578125,-1.5078125,0,D,B,,0,0,10
mmlu/all/test/004364,post_defer,defer,defer,1,0.7772998611746911,0.22270013882530892,0.22270013882530892,1.25,-1.5078125,-0.2578125,0,A,B,,0,0,10
mmlu/all/test/004365,post_self,self,self,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,1,B,B,,0,0,11
mmlu/all/test/004366,post_self,self,self,1,0.3203958736819564,0.6796041263180437,0.6796041263180437,-0.751953125,-0.396484375,-1.1484375,1,B,B,,0,0,12
mmlu/all/test/004367,post_self,self,self,1,0.04206804659825705,0.957931953401743,0.957931953401743,-3.12548828125,-0.04638671875,-3.171875,1,D,D,,0,0,11
mmlu/all/test/004368,post_defer,defer,defer,1,0.755276170890018,0.24472382910998203,0.24472382910998203,1.126953125,-1.4140625,-0.287109375,1,D,D,,0,0,44
mmlu/all/test/004369,post_defer,defer,self,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,0,A,B,,0,0,9
mmlu/all/test/004370,post_self,self,self,1,0.004647533543712791,0.9953524664562872,0.9953524664562872,-5.36676025390625,-0.00823974609375,-5.375,1,D,D,,0,0,40
mmlu/all/test/004371,post_self,self,defer,1,0.34820172806651245,0.6517982719334876,0.6517982719334876,-0.626953125,-0.435546875,-1.0625,1,A,A,,0,0,10
mmlu/all/test/004372,post_defer,defer,defer,1,0.7065955179610504,0.29340448203894964,0.29340448203894964,0.87890625,-1.234375,-0.35546875,0,C,D,,0,0,10
mmlu/all/test/004373,post_defer,defer,defer,1,0.8354835371034369,0.16451646289656308,0.16451646289656308,1.625,-1.8125,-0.1875,1,D,D,,0,0,13
mmlu/all/test/004374,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,1,A,A,,0,0,10
mmlu/all/test/004375,post_defer,defer,defer,1,0.9047347380938631,0.09526526190613693,0.09526526190613693,2.2509765625,-2.359375,-0.1083984375,0,D,C,,0,0,12
mmlu/all/test/004376,post_self,self,defer,1,0.18286288290610314,0.8171371170938968,0.8171371170938968,-1.4970703125,-0.2060546875,-1.703125,0,A,D,,0,0,21
mmlu/all/test/004377,post_defer,defer,defer,1,0.8939128779923892,0.10608712200761083,0.10608712200761083,2.13134765625,-2.25,-0.11865234375,0,B,D,,0,0,10
mmlu/all/test/004378,post_defer,defer,defer,1,0.6800292550948656,0.31997074490513444,0.31997074490513444,0.75390625,-1.1484375,-0.39453125,1,C,C,,0,0,12
mmlu/all/test/004379,post_defer,defer,defer,1,0.8814109034236719,0.1185890965763281,0.1185890965763281,2.005859375,-2.140625,-0.134765625,0,D,C,,0,0,11
mmlu/all/test/004380,post_defer,defer,defer,1,0.9326375990764333,0.06736240092356671,0.06736240092356671,2.6279296875,-2.703125,-0.0751953125,0,A,C,,0,0,10
mmlu/all/test/004381,post_self,self,self,1,0.07630437410875249,0.9236956258912475,0.9236956258912475,-2.49365234375,-0.08447265625,-2.578125,1,B,B,,0,0,89
mmlu/all/test/004382,post_self,self,defer,1,0.1060871220076109,0.893912877992389,0.893912877992389,-2.13134765625,-0.11865234375,-2.25,1,A,A,,0,0,12
mmlu/all/test/004383,post_self,self,defer,1,0.32167304821323783,0.6783269517867622,0.6783269517867622,-0.74609375,-0.39453125,-1.140625,0,D,C,,0,0,10
mmlu/all/test/004384,post_self,self,defer,1,0.34864513533394575,0.6513548646660543,0.6513548646660543,-0.625,-0.4375,-1.0625,0,C,D,,0,0,11
mmlu/all/test/004385,post_self,self,defer,1,0.2938095639024741,0.706190436097526,0.706190436097526,-0.876953125,-0.357421875,-1.234375,0,B,D,,0,0,9
mmlu/all/test/004386,post_self,self,defer,1,0.18198897778208853,0.8180110222179114,0.8180110222179114,-1.5029296875,-0.2080078125,-1.7109375,0,C,B,,0,0,10
mmlu/all/test/004387,post_self,self,self,1,0.2934044820389496,0.7065955179610504,0.7065955179610504,-0.87890625,-0.35546875,-1.234375,1,A,A,,0,0,9
mmlu/all/test/004388,post_self,self,defer,1,0.32167304821323783,0.6783269517867622,0.6783269517867622,-0.74609375,-0.39453125,-1.140625,0,B,A,,0,0,9
mmlu/all/test/004389,post_defer,defer,defer,1,0.8515829016098734,0.14841709839012662,0.14841709839012662,1.7470703125,-1.9140625,-0.1669921875,1,B,B,,0,0,14
mmlu/all/test/004390,post_self,self,defer,1,0.11992252200191786,0.8800774779980821,0.8800774779980821,-1.9931640625,-0.1318359375,-2.125,1,D,D,,0,0,13
mmlu/all/test/004391,post_self,self,self,1,0.4073334000459302,0.5926665999540698,0.5926665999540698,-0.375,-0.53125,-0.90625,0,A,C,,0,0,13
mmlu/all/test/004392,post_self,self,defer,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,0,C,B,,0,0,9
mmlu/all/test/004393,post_self,self,defer,1,0.2938095639024741,0.706190436097526,0.706190436097526,-0.876953125,-0.357421875,-1.234375,0,B,D,,0,0,12
mmlu/all/test/004394,post_defer,defer,defer,1,0.8356177224241854,0.16438227757581458,0.16438227757581458,1.6259765625,-1.8125,-0.1865234375,0,D,B,,0,0,10
mmlu/all/test/004395,post_self,self,self,1,0.060307639975069216,0.9396923600249307,0.9396923600249307,-2.74609375,-0.06640625,-2.8125,1,B,B,,0,0,12
mmlu/all/test/004396,post_defer,defer,defer,1,0.8678218637325634,0.13217813626743657,0.13217813626743657,1.8818359375,-2.03125,-0.1494140625,0,A,B,,0,0,10
mmlu/all/test/004397,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,1,B,B,,0,0,13
mmlu/all/test/004398,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.69921875,-0.69921875,0,A,D,,0,0,12
mmlu/all/test/004399,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,0,B,C,,0,0,10
mmlu/all/test/004400,post_defer,defer,defer,1,0.7549149868676283,0.24508501313237174,0.24508501313237174,1.125,-1.4140625,-0.2890625,0,A,B,,0,0,9
mmlu/all/test/004401,post_defer,defer,defer,1,0.7057850278370112,0.29421497216298875,0.29421497216298875,0.875,-1.234375,-0.359375,0,A,C,,0,0,11
mmlu/all/test/004402,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.8359375,-0.5859375,1,C,C,,0,0,11
mmlu/all/test/004403,post_defer,defer,defer,1,0.8180110222179114,0.18198897778208856,0.18198897778208856,1.5029296875,-1.7109375,-0.2080078125,1,C,C,,0,0,12
mmlu/all/test/004404,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,1,A,A,,0,0,15
mmlu/all/test/004405,post_defer,defer,defer,1,0.6796041263180436,0.32039587368195643,0.32039587368195643,0.751953125,-1.1484375,-0.396484375,0,A,D,,0,0,14
mmlu/all/test/004406,post_self,self,defer,1,0.2934044820389496,0.7065955179610504,0.7065955179610504,-0.87890625,-0.35546875,-1.234375,1,A,A,,0,0,15
mmlu/all/test/004407,post_self,self,self,1,0.06036300615487026,0.9396369938451298,0.9396369938451298,-2.7451171875,-0.0673828125,-2.8125,0,B,D,,0,0,13
mmlu/all/test/004408,post_defer,defer,defer,1,0.8679338421303608,0.13206615786963916,0.13206615786963916,1.8828125,-2.03125,-0.1484375,1,A,A,,0,0,11
mmlu/all/test/004409,post_defer,defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,1,D,D,,0,0,10
mmlu/all/test/004410,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,0,C,A,,0,0,10
mmlu/all/test/004411,post_defer,defer,defer,1,0.8181563569443524,0.1818436430556476,0.1818436430556476,1.50390625,-1.7109375,-0.20703125,0,A,C,,0,0,9
mmlu/all/test/004412,post_self,self,self,1,0.04775785587202235,0.9522421441279777,0.9522421441279777,-2.99267578125,-0.05419921875,-3.046875,0,B,C,,0,0,13
mmlu/all/test/004413,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,0,A,C,,0,0,16
mmlu/all/test/004414,post_defer,defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,0,A,D,,0,0,11
mmlu/all/test/004415,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.984375,-0.484375,0,B,C,,0,0,10
mmlu/all/test/004416,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.703125,-0.703125,1,B,B,,0,0,10
mmlu/all/test/004417,post_self,self,self,1,0.34820172806651245,0.6517982719334876,0.6517982719334876,-0.626953125,-0.435546875,-1.0625,1,A,A,,0,0,10
mmlu/all/test/004418,post_defer,defer,defer,1,0.7065955179610504,0.29340448203894964,0.29340448203894964,0.87890625,-1.234375,-0.35546875,0,A,C,,0,0,12
mmlu/all/test/004419,post_self,self,self,1,0.46879062662624377,0.5312093733737562,0.5312093733737562,-0.125,-0.640625,-0.765625,1,A,A,,0,0,10
mmlu/all/test/004420,post_defer,defer,defer,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.0625,-0.435546875,1,B,B,,0,0,9
mmlu/all/test/004421,post_self,self,defer,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,0,B,C,,0,0,9
mmlu/all/test/004422,post_defer,defer,defer,1,0.9466090105084702,0.05339098949152976,0.05339098949152976,2.875244140625,-2.9375,-0.062255859375,0,A,B,,0,0,9
mmlu/all/test/004423,post_defer,defer,defer,1,0.914634463868252,0.08536553613174802,0.08536553613174802,2.37158203125,-2.46875,-0.09716796875,0,D,C,,0,0,9
mmlu/all/test/004424,post_self,self,defer,1,0.32124702583500586,0.6787529741649941,0.6787529741649941,-0.748046875,-0.392578125,-1.140625,0,B,D,,0,0,12
mmlu/all/test/004425,post_self,self,self,1,0.004103425539138577,0.9958965744608614,0.9958965744608614,-5.4918212890625,-0.0081787109375,-5.5,1,B,B,,0,0,13
mmlu/all/test/004426,post_defer,defer,defer,1,0.9049449545662814,0.09505504543371857,0.09505504543371857,2.25341796875,-2.359375,-0.10595703125,0,A,D,,0,0,9
mmlu/all/test/004427,post_self,self,defer,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,0,D,C,,0,0,15
mmlu/all/test/004428,post_self,self,defer,1,0.2689414213699951,0.7310585786300049,0.7310585786300049,-1.0,-0.3203125,-1.3203125,0,B,C,,0,0,10
mmlu/all/test/004429,post_self,self,defer,1,0.4073334000459302,0.5926665999540698,0.5926665999540698,-0.375,-0.53125,-0.90625,0,B,D,,0,0,11
mmlu/all/test/004430,post_self,self,defer,1,0.10599454762208806,0.894005452377912,0.894005452377912,-2.13232421875,-0.11767578125,-2.25,0,A,D,,0,0,10
mmlu/all/test/004431,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,1,B,B,,0,0,11
mmlu/all/test/004432,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,1,A,A,,0,0,16
mmlu/all/test/004433,post_self,self,self,1,0.08521316297274552,0.9147868370272545,0.9147868370272545,-2.37353515625,-0.09521484375,-2.46875,0,B,D,,0,0,9
mmlu/all/test/004434,post_defer,defer,defer,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.0625,-0.435546875,0,B,A,,0,0,10
mmlu/all/test/004435,post_self,self,self,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,0,A,C,,0,0,12
mmlu/all/test/004436,post_defer,defer,self,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,1,A,A,,0,0,10
mmlu/all/test/004437,post_defer,defer,defer,1,0.7306743976944328,0.26932560230556724,0.26932560230556724,0.998046875,-1.3203125,-0.322265625,0,C,A,,0,0,9
mmlu/all/test/004438,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.8359375,-0.5859375,0,B,C,,0,0,17
mmlu/all/test/004439,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.703125,-0.703125,0,D,C,,0,0,10
mmlu/all/test/004440,post_self,self,self,1,0.08513706891920587,0.9148629310807941,0.9148629310807941,-2.37451171875,-0.09423828125,-2.46875,1,C,C,,0,0,9
mmlu/all/test/004441,post_defer,defer,defer,1,0.6787529741649941,0.32124702583500586,0.32124702583500586,0.748046875,-1.140625,-0.392578125,0,A,D,,0,0,11
mmlu/all/test/004442,post_self,self,self,1,0.03716056047410003,0.9628394395259,0.9628394395259,-3.254638671875,-0.042236328125,-3.296875,0,A,D,,0,0,10
mmlu/all/test/004443,post_defer,defer,defer,1,0.9326989254150999,0.06730107458490009,0.06730107458490009,2.62890625,-2.703125,-0.07421875,0,A,B,,0,0,9
mmlu/all/test/004444,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,0,B,D,,0,0,18
mmlu/all/test/004445,post_defer,defer,defer,1,0.8514594320170558,0.14854056798294424,0.14854056798294424,1.74609375,-1.9140625,-0.16796875,0,A,D,,0,0,27
mmlu/all/test/004446,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.703125,-0.703125,0,D,A,,0,0,11
mmlu/all/test/004447,post_defer,defer,defer,1,0.9325762208953987,0.06742377910460129,0.06742377910460129,2.626953125,-2.703125,-0.076171875,0,A,B,,0,0,10
mmlu/all/test/004448,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,0,A,D,,0,0,9
mmlu/all/test/004449,post_self,self,self,1,0.32167304821323783,0.6783269517867622,0.6783269517867622,-0.74609375,-0.39453125,-1.140625,1,B,B,,0,0,11
mmlu/all/test/004450,post_self,self,defer,1,0.46879062662624377,0.5312093733737562,0.5312093733737562,-0.125,-0.640625,-0.765625,1,B,B,,0,0,13
mmlu/all/test/004451,post_self,self,defer,1,0.46879062662624377,0.5312093733737562,0.5312093733737562,-0.125,-0.640625,-0.765625,0,B,A,,0,0,11
mmlu/all/test/004452,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,0,C,D,,0,0,10
mmlu/all/test/004453,post_defer,defer,defer,1,0.6220002299153026,0.37799977008469743,0.37799977008469743,0.498046875,-0.98046875,-0.482421875,0,A,C,,0,0,18
mmlu/all/test/004454,post_self,self,defer,1,0.07626996618067049,0.9237300338193295,0.9237300338193295,-2.494140625,-0.083984375,-2.578125,0,B,A,,0,0,10
mmlu/all/test/004455,post_defer,defer,defer,1,0.8524448171983366,0.14755518280166335,0.14755518280166335,1.75390625,-1.921875,-0.16796875,0,C,B,,0,0,13
mmlu/all/test/004456,post_defer,defer,defer,1,0.8353492638301185,0.16465073616988146,0.16465073616988146,1.6240234375,-1.8125,-0.1884765625,0,A,C,,0,0,9
mmlu/all/test/004457,post_defer,defer,defer,1,0.7049732336450086,0.29502676635499137,0.29502676635499137,0.87109375,-1.2265625,-0.35546875,0,A,B,,0,0,10
mmlu/all/test/004458,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,1,A,A,,0,0,11
mmlu/all/test/004459,post_self,self,defer,1,0.32124702583500586,0.6787529741649941,0.6787529741649941,-0.748046875,-0.392578125,-1.140625,0,A,C,,0,0,17
mmlu/all/test/004460,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,1,A,A,,0,0,11
mmlu/all/test/004461,post_defer,defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,0,A,C,,0,0,10
mmlu/all/test/004462,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,0,C,D,,0,0,9
mmlu/all/test/004463,post_defer,defer,defer,1,0.8180110222179114,0.18198897778208856,0.18198897778208856,1.5029296875,-1.7109375,-0.2080078125,0,A,C,,0,0,13
mmlu/all/test/004464,post_self,self,defer,1,0.22303841721688147,0.7769615827831186,0.7769615827831186,-1.248046875,-0.259765625,-1.5078125,0,B,C,,0,0,10
mmlu/all/test/004465,post_defer,defer,defer,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.8359375,-0.5859375,0,C,A,,0,0,9
mmlu/all/test/004466,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,0,A,B,,0,0,27
mmlu/all/test/004467,post_self,self,self,1,0.07620119302481985,0.9237988069751801,0.9237988069751801,-2.4951171875,-0.0830078125,-2.578125,1,A,A,,0,0,11
mmlu/all/test/004468,post_self,self,self,1,0.033273941086340214,0.9667260589136598,0.9667260589136598,-3.369140625,-0.037109375,-3.40625,0,B,A,,0,0,22
mmlu/all/test/004469,post_defer,defer,defer,1,0.8523219402958387,0.14767805970416126,0.14767805970416126,1.7529296875,-1.921875,-0.1689453125,1,B,B,,0,0,12
mmlu/all/test/004470,post_self,self,defer,1,0.46879062662624377,0.5312093733737562,0.5312093733737562,-0.125,-0.640625,-0.765625,0,B,C,,0,0,10
mmlu/all/test/004471,post_self,self,self,1,0.1484170983901267,0.8515829016098733,0.8515829016098733,-1.7470703125,-0.1669921875,-1.9140625,1,C,C,,0,0,10
mmlu/all/test/004472,post_self,self,defer,1,0.22303841721688147,0.7769615827831186,0.7769615827831186,-1.248046875,-0.259765625,-1.5078125,0,B,C,,0,0,16
mmlu/all/test/004473,post_defer,defer,defer,1,0.9049029445107043,0.0950970554892957,0.0950970554892957,2.2529296875,-2.359375,-0.1064453125,0,D,C,,0,0,16
mmlu/all/test/004474,post_defer,defer,defer,1,0.8806945070445152,0.11930549295548476,0.11930549295548476,1.9990234375,-2.140625,-0.1416015625,0,A,D,,0,0,9
mmlu/all/test/004475,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,1,C,C,,0,0,11
mmlu/all/test/004476,post_defer,defer,defer,1,0.8678218637325634,0.13217813626743657,0.13217813626743657,1.8818359375,-2.03125,-0.1494140625,0,C,D,,0,0,9
mmlu/all/test/004477,post_defer,defer,defer,1,0.9049869480120961,0.09501305198790388,0.09501305198790388,2.25390625,-2.359375,-0.10546875,0,A,C,,0,0,25
mmlu/all/test/004478,post_self,self,self,1,0.0673317312762158,0.9326682687237842,0.9326682687237842,-2.62841796875,-0.07470703125,-2.703125,1,B,B,,0,0,9
mmlu/all/test/004479,post_defer,defer,defer,1,0.9466460152907981,0.05335398470920194,0.05335398470920194,2.8759765625,-2.9375,-0.0615234375,1,D,D,,0,0,9
mmlu/all/test/004480,post_defer,defer,defer,1,0.8178655971938159,0.1821344028061841,0.1821344028061841,1.501953125,-1.7109375,-0.208984375,1,B,B,,0,0,11
mmlu/all/test/004481,post_defer,defer,defer,1,0.8354835371034369,0.16451646289656308,0.16451646289656308,1.625,-1.8125,-0.1875,0,A,B,,0,0,11
mmlu/all/test/004482,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,1,B,B,,0,0,23
mmlu/all/test/004483,post_self,self,self,1,0.03720426149378913,0.9627957385062109,0.9627957385062109,-3.25341796875,-0.04345703125,-3.296875,0,C,B,,0,0,9
mmlu/all/test/004484,post_defer,defer,defer,1,0.776622938216557,0.22337706178344297,0.22337706178344297,1.24609375,-1.5078125,-0.26171875,0,B,D,,0,0,9
mmlu/all/test/004485,post_defer,defer,self,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,1,B,B,,0,0,10
mmlu/all/test/004486,post_self,self,self,1,0.2938095639024741,0.706190436097526,0.706190436097526,-0.876953125,-0.357421875,-1.234375,1,B,B,,0,0,11
mmlu/all/test/004487,post_self,self,self,1,0.14829371355296317,0.8517062864470368,0.8517062864470368,-1.748046875,-0.166015625,-1.9140625,1,A,A,,0,0,14
mmlu/all/test/004488,post_defer,defer,defer,1,0.9149009549929797,0.08509904500702026,0.08509904500702026,2.375,-2.46875,-0.09375,0,A,D,,0,0,18
mmlu/all/test/004489,post_defer,defer,defer,1,0.5926665999540697,0.4073334000459303,0.4073334000459303,0.375,-0.90625,-0.53125,0,B,C,,0,0,12
mmlu/all/test/004490,post_self,self,defer,1,0.2013417068381109,0.7986582931618891,0.7986582931618891,-1.3779296875,-0.2314453125,-1.609375,1,A,A,,0,0,13
mmlu/all/test/004491,post_defer,defer,defer,1,0.5312093733737563,0.4687906266262437,0.4687906266262437,0.125,-0.765625,-0.640625,0,B,D,,0,0,11
mmlu/all/test/004492,post_defer,defer,defer,1,0.7549149868676283,0.24508501313237174,0.24508501313237174,1.125,-1.4140625,-0.2890625,0,A,D,,0,0,13
mmlu/all/test/004493,post_defer,defer,defer,1,0.9395261187662566,0.06047388123374342,0.06047388123374342,2.7431640625,-2.8125,-0.0693359375,0,A,C,,0,0,13
mmlu/all/test/004494,post_defer,defer,defer,1,0.9149009549929797,0.08509904500702026,0.08509904500702026,2.375,-2.46875,-0.09375,0,D,A,,0,0,19
mmlu/all/test/004495,post_self,self,self,1,0.18198897778208853,0.8180110222179114,0.8180110222179114,-1.5029296875,-0.2080078125,-1.7109375,0,A,B,,0,0,13
mmlu/all/test/004496,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.69921875,-0.69921875,0,A,D,,0,0,11
mmlu/all/test/004497,post_defer,defer,defer,1,0.8517062864470369,0.14829371355296306,0.14829371355296306,1.748046875,-1.9140625,-0.166015625,0,A,B,,0,0,11
mmlu/all/test/004498,post_self,self,self,1,0.11992252200191786,0.8800774779980821,0.8800774779980821,-1.9931640625,-0.1318359375,-2.125,0,B,A,,0,0,44
mmlu/all/test/004499,post_self,self,defer,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.5859375,-0.8359375,0,A,C,,0,0,130
mmlu/all/test/004500,post_self,self,self,1,0.004098315487662321,0.9959016845123376,0.9959016845123376,-5.493072509765625,-0.006927490234375,-5.5,1,B,B,,0,0,74
mmlu/all/test/004501,post_self,self,self,1,0.01387363888398534,0.9861263611160147,0.9861263611160147,-4.2637939453125,-0.0174560546875,-4.28125,1,D,D,,0,0,43
mmlu/all/test/004502,post_self,self,self,1,0.009827730563433943,0.9901722694365661,0.9901722694365661,-4.6126708984375,-0.0123291015625,-4.625,1,D,D,,0,0,85
mmlu/all/test/004503,post_self,self,self,1,0.34820172806651245,0.6517982719334876,0.6517982719334876,-0.626953125,-0.435546875,-1.0625,0,A,D,,0,0,93
mmlu/all/test/004504,post_defer,defer,defer,1,0.5926665999540697,0.4073334000459303,0.4073334000459303,0.375,-0.90625,-0.53125,0,C,D,,0,0,36
mmlu/all/test/004505,post_self,self,self,1,0.09497107514700584,0.9050289248529941,0.9050289248529941,-2.25439453125,-0.10498046875,-2.359375,1,C,C,,0,0,39
mmlu/all/test/004506,post_defer,defer,defer,1,0.9797549968328181,0.02024500316718192,0.02024500316718192,3.87939453125,-3.90625,-0.02685546875,0,A,D,,0,0,49
mmlu/all/test/004507,post_defer,defer,defer,1,0.9666631758572982,0.03333682414270178,0.03333682414270178,3.3671875,-3.40625,-0.0390625,0,A,B,,0,0,32
mmlu/all/test/004508,post_defer,defer,self,1,0.6517982719334875,0.3482017280665125,0.3482017280665125,0.626953125,-1.0625,-0.435546875,0,D,C,,0,0,61
mmlu/all/test/004509,post_self,self,self,1,0.32124702583500586,0.6787529741649941,0.6787529741649941,-0.748046875,-0.392578125,-1.140625,0,A,C,,0,0,47
mmlu/all/test/004510,post_defer,defer,defer,1,0.9770883080132898,0.02291169198671017,0.02291169198671017,3.7529296875,-3.78125,-0.0283203125,0,A,D,,0,0,43
mmlu/all/test/004511,post_self,self,self,1,0.10599454762208806,0.894005452377912,0.894005452377912,-2.13232421875,-0.11767578125,-2.25,1,C,C,,0,0,68
mmlu/all/test/004512,post_self,self,self,1,0.006759316297451283,0.9932406837025487,0.9932406837025487,-4.99005126953125,-0.00994873046875,-5.0,1,B,B,,0,0,28
mmlu/all/test/004513,post_self,self,self,1,0.012622666973050832,0.9873773330269492,0.9873773330269492,-4.35955810546875,-0.01544189453125,-4.375,1,D,D,,0,0,65
mmlu/all/test/004514,post_defer,defer,defer,1,0.7769615827831184,0.22303841721688156,0.22303841721688156,1.248046875,-1.5078125,-0.259765625,0,A,C,,0,0,48
mmlu/all/test/004515,post_self,self,defer,1,0.11992252200191786,0.8800774779980821,0.8800774779980821,-1.9931640625,-0.1318359375,-2.125,1,D,D,,0,0,140
mmlu/all/test/004516,post_self,self,self,1,0.001507186636157064,0.998492813363843,0.998492813363843,-6.496002197265625,-0.003997802734375,-6.5,1,B,B,,0,0,22
mmlu/all/test/004517,post_defer,defer,defer,1,0.5,0.5,0.5,0.0,-0.69921875,-0.69921875,0,D,C,,0,0,54
mmlu/all/test/004518,post_self,self,self,1,0.0028166546445266187,0.9971833453554734,0.9971833453554734,-5.869384765625,-0.005615234375,-5.875,1,D,D,,0,0,28
mmlu/all/test/004519,post_defer,defer,self,1,0.5621765008857981,0.43782349911420193,0.43782349911420193,0.25,-0.83203125,-0.58203125,1,A,A,,0,0,105
mmlu/all/test/004520,post_self,self,self,1,0.005962939431698666,0.9940370605683013,0.9940370605683013,-5.1162109375,-0.0087890625,-5.125,1,D,D,,0,0,23
mmlu/all/test/004521,post_self,self,self,1,0.020191803535465902,0.9798081964645341,0.9798081964645341,-3.882080078125,-0.024169921875,-3.90625,1,B,B,,0,0,68
mmlu/all/test/004522,post_self,self,self,1,0.4378234991142019,0.5621765008857982,0.5621765008857982,-0.25,-0.58203125,-0.83203125,1,B,B,,0,0,64
mmlu/all/test/004523,post_defer,defer,defer,1,0.9770582284198146,0.0229417715801854,0.0229417715801854,3.7515869140625,-3.78125,-0.0296630859375,0,A,D,,0,0,30
mmlu/all/test/004524,post_defer,defer,defer,1,0.6224593312018546,0.3775406687981454,0.3775406687981454,0.5,-0.98046875,-0.48046875,1,B,B,,0,0,60
mmlu/all/test/004525,post_self,self,self,1,0.14817041344298693,0.8518295865570131,0.8518295865570131,-1.7490234375,-0.1650390625,-1.9140625,1,D,D,,0,0,30
